회사명,거래소코드,회계년도,자산(*)(요약)(IFRS)(백만원),이익잉여금(결손금)(요약)(IFRS)(백만원),자산(*)(요약)(IFRS연결)(백만원),이익잉여금(결손금)(요약)(IFRS연결)(백만원),순운전자본비율(IFRS),순운전자본비율(IFRS연결),부채(*)(요약)(IFRS)(백만원),부채(*)(요약)(IFRS연결)(백만원),금융비용부담률(IFRS),금융비용부담률(IFRS연결),영업활동으로 인한 현금흐름(간접법)(*)(요약)(IFRS)(백만원),당기순이익(손실)(요약)(IFRS)(백만원),매출액(수익)(요약)(IFRS)(백만원),영업활동으로 인한 현금흐름(간접법)(*)(요약)(IFRS연결)(백만원),당기순이익(손실)(요약)(IFRS연결)(백만원),매출액(수익)(요약)(IFRS연결)(백만원)
(주)슈프리마아이디,317770,2022/12,48508,13465,50241,12730,70.02,74.84,2226,2310,-2.71,-2.97,2659,2967,14470,2890,3097,15078
(주)슈프리마에이치큐,094840,2022/12,139938,118174,204537,146556,24.25,37.29,6545,9427,-6.31,-5.09,3837,2982,17530,6665,13716,32403
(주)슈피겐코리아,192440,2022/12,341337,252836,473976,354220,33.08,42.76,36430,49086,-1.32,-1.17,10397,16980,295395,20692,32772,445896
(주)스마트솔루션즈,136510,2022/12,29922,-92618,28257,-97440,-131.87,-140,50969,51083,20.56,20.56,-1254,-71144,11700,-1033,-75958,11700
(주)스맥,099440,2022/12,194939,-32950,193579,-33906,4,5.44,119445,118764,2.51,2.63,11211,10999,167009,9633,9682,159473
(주)스카이문스테크놀로지,033790,2022/12,25244,-11815,25288,-11770,47.34,47.67,1758,1758,-0.87,-0.9,1590,1868,11427,1357,1726,11406
(주)스코넥엔터테인먼트,276040,2022/12,29682,-46554,29724,-46636,82.07,81.45,4126,4243,-9.39,-9.17,-4260,-4315,3571,-4323,-4448,3643
(주)스킨앤스킨,159910,2022/12,34553,-98035,35329,-96638,41.89,47.42,7216,7869,-0.61,-0.13,-5340,-10022,20686,-5720,-10096,21406
(주)스타플렉스,115570,2022/12,71740,3666,116047,41026,2.82,11.92,30171,38179,0.36,1.23,14882,261,72517,15338,6537,104073
(주)스튜디오미르,408900,2022/12,25126,10900,25346,10966,59.1,57.98,4186,4407,0.8,0.82,3228,1431,25781,3016,1511,25781
(주)스튜디오산타클로스엔터테인먼트,204630,2022/12,91417,-48430,120314,-47594,-16.47,7.09,26554,54631,4.93,7.6,10123,-34026,18441,8433,-32952,18481
(주)스페코,013810,2022/12,77798,24018,85780,27402,10.43,38.98,31156,35045,-0.48,-4.51,4776,1580,30301,8567,611,31080
(주)승일,049830,2022/12,176833,126157,,,30.15,,31310,,-0.05,,2287,1312,158939,,,
(주)시공테크,020710,2022/12,125282,59503,162652,90067,9.12,13.16,35517,38545,-3.97,-2.48,-957,-930,86707,-3201,6924,100208
(주)시너지이노베이션,048870,2022/12,168669,-79655,227376,-84419,-4.01,25.85,42082,55712,3.05,5.13,4191,14234,13522,12870,22816,30319
(주)시노펙스,025320,2022/12,170018,-16040,214865,-23224,-4.25,-0.82,63402,109975,1.79,1.44,17910,4976,93688,29182,8299,244769
(주)시스웍,269620,2022/12,74974,-21832,76583,-20824,-0.11,0.73,39583,40161,13.65,11.43,-10085,-8071,24672,-10689,-7350,29556
(주)시큐브,131090,2022/12,46733,34975,46751,34930,77.57,77.58,4983,4988,-2.7,-2.7,7648,4853,13703,7600,4826,13703
(주)시티랩스,139050,2022/12,74020,-62892,67493,-50279,28.48,17.73,29805,32029,6.02,4.59,-9127,-8750,18966,-8206,-19306,28355
(주)신도기연,290520,2022/12,73201,36546,72439,36773,41.7,44.3,11851,10862,-1.13,-1.1,-1249,-638,21416,-1083,-401,21815
(주)신스틸,162300,2022/12,134244,39714,161576,39714,21.64,23.17,71309,98641,0.72,0.74,-21609,5888,275135,-12707,5888,381032
(주)신진에스엠,138070,2022/12,97700,61706,110978,61841,27.47,34.14,21915,34064,0.54,0.89,5773,4342,52206,8277,4452,66325
(주)신테카바이오,226330,2022/12,56453,-56414,55689,-57452,25.86,27.37,23960,24228,105.53,114.54,-7718,-3481,244,-8511,-4506,244
(주)신화콘텍,187270,2022/12,88041,30703,92398,30742,19.05,19.13,33688,35221,0.95,1.04,8809,3635,38690,8898,4657,44947
(주)실리콘투,257720,2022/12,120393,29466,129216,32793,34.46,34.54,28006,32829,-0.47,-0.31,8221,10062,161753,9848,11156,165272
(주)심텍,222800,2022/12,1148441,446945,1266333,479347,3.79,2.4,571703,653732,-0.6,0.34,391202,239194,1460906,435473,246101,1697452
(주)심텍홀딩스,036710,2022/12,210784,95073,1416384,138555,-1.48,-0.66,34832,783355,-30.82,0.52,1361,5961,9512,421088,186450,1710417
(주)싸이맥스,160980,2022/12,220425,101919,226048,99055,36.89,34.55,66194,71953,-0.72,-0.59,3211,7742,176773,-627,7809,195056
(주)싸이버원,356890,2022/12,32626,16184,,,59.07,,3896,,-2.38,,3467,2087,22754,,,
(주)싸이토젠,217330,2022/12,40446,-52283,41220,-52302,-42.88,-35.28,34392,35564,548.59,447.41,-6301,-18752,618,-6379,-18771,761
(주)썸에이지,208640,2022/12,47819,-51873,47940,-64668,79.42,79.27,13383,13516,-6.16,-6.13,-8995,-21454,12810,-11879,-21450,12519
(주)쎄노텍,222420,2022/12,96332,15153,,,4.63,,58454,,7.44,,-4332,-72,34731,,,
(주)쎄니트,037760,2022/12,121494,18970,197618,51839,3.95,4.86,51490,98335,0.57,0.61,8676,3006,100863,16891,9488,160097
(주)쎄트렉아이,099320,2022/12,248927,52329,258780,42325,53.09,50.46,118708,137615,-2.57,-1.44,26935,1114,78787,24144,-2809,91358
(주)쎌바이오텍,049960,2022/12,116693,118266,115839,114993,55.79,58.93,5361,7747,-1.63,-1.63,14176,10734,47457,12814,8281,50526
(주)쏠리드,050890,2022/12,407022,79320,434335,68206,3.31,5.05,175561,205460,0.54,0.63,2522,28306,222373,15118,29841,279786
(주)씨씨에스충북방송,066790,2022/12,32090,-3831,32092,-4207,36.03,36.16,6800,7178,-0.93,-0.93,4563,788,19360,4568,734,19356
(주)씨앤씨인터내셔널,352480,2022/12,177230,47723,178951,47274,32.44,33.1,42481,44766,-0.52,-0.42,3083,13184,118561,8826,16460,130606
(주)씨앤투스,352700,2022/12,170237,62907,184516,71644,30.53,39.21,13295,18106,-1.59,-1.25,22722,23276,120872,30548,19460,141584
(주)씨에스,065770,2022/12,34216,-21834,34117,-22034,37.65,38.76,15867,15953,0.3,0.31,-5670,-3462,35183,-5644,-3480,35183
(주)씨에스에이코스믹,083660,2022/12,28579,-48678,34624,-50189,-7.59,-9.71,24815,31710,0.78,0.91,-6919,-10132,47396,-8236,-12252,61199
(주)씨엔알리서치,359090,2022/12,71256,-5956,70507,-6837,-2.42,-2.12,34289,34451,0.28,0.28,2760,3776,48268,2523,3928,48498
(주)씨엔플러스,115530,2022/12,34453,-34442,34910,-35483,1.63,6.33,22930,23302,0.88,0.94,-1618,2031,38947,15,1737,43043
(주)씨유메디칼시스템,115480,2022/12,80399,-27594,88081,-23014,16.14,23.22,26255,29151,0.81,0.76,3844,7167,42436,3121,9181,46957
(주)씨이랩,189330,2022/12,28835,-6458,28800,-6460,62.89,63.85,8071,8071,-3.29,-3.29,-4936,-4544,9897,-4936,-4545,9897
(주)씨제이이엔엠,035760,2022/12,6472510,1380150,10332247,1180277,-20.89,-11.24,3206667,5987919,0.92,1.46,579547,80682,3010181,1650761,-176815,4792238
(주)씨젠,096530,2022/12,1255782,1071480,1390778,1162977,56.19,52.65,197033,240499,-0.54,-0.2,322200,146249,700378,319009,182432,853561
(주)씨티씨바이오,060590,2022/12,166898,-29833,187900,-32477,12.64,8.08,72064,91936,1.09,1.6,23576,-4372,128742,18224,6040,165206
(주)씨티케이,260930,2022/12,188075,56396,178700,35241,33.67,32.85,14671,27685,-1.65,-0.07,3397,-13565,51765,-8823,-21170,69361
(주)아가방앤컴퍼니,013990,2022/12,205987,105989,208364,104182,30.59,34.6,44548,45935,-0.09,-0.1,10798,12464,167275,7433,9851,174318
(주)아나패스,123860,2022/12,103200,-49150,,,29.77,,65368,,-0.77,,-15165,-13117,43292,,,
(주)아난티,025980,2022/12,670904,79331,1734787,59199,-10.62,-12.89,267222,1224152,-9.21,7.63,29077,38949,161556,43040,33987,325346
(주)아모그린텍,125210,2022/12,143145,-6301,,,2.58,,87251,,1.3,,12856,11415,142128,,,
(주)아모센스,357580,2022/12,90796,-12128,,,31.29,,53179,,2.84,,-2680,-905,63014,,,
(주)아모텍,052710,2022/12,419341,156264,383992,118347,3.1,6.13,213906,207239,2.9,2.45,-3459,-706,183642,3419,-9210,215714
(주)아미노로직스,074430,2022/12,55581,-74912,55582,-74814,72.23,72.22,4173,4178,-1.78,-1.78,5226,-7282,27337,5226,-7282,27337
(주)아바코,083930,2022/12,277518,120063,278436,121060,29.79,31.21,110024,109630,-0.59,-0.58,-7834,18419,214493,-6200,18106,217264
(주)아바텍,149950,2022/12,149885,106921,,,29.03,,13130,,-2.78,,-1982,-4320,73184,,,
(주)아셈스,136410,2022/12,80950,18293,99298,25472,33.88,27.91,31209,40404,-0.31,0.91,-3069,4913,39079,691,7252,53053
(주)아스타,246720,2022/12,10934,-40328,10936,-40376,62.01,62.02,3699,3699,0.78,1.01,-1324,-2790,3345,-1626,-2799,3345
(주)아스트,067390,2022/12,376273,-51550,492607,-69970,-4.94,-11.17,235965,366603,6.9,9.33,4073,-8278,153505,3740,-18532,160214
(주)아스플로,159010,2022/12,105503,32656,111360,32656,10.68,9.89,51575,57433,1.13,1.35,-732,9053,88391,-1846,9053,88656
(주)아시아경제,127710,2022/12,210184,96408,720117,97984,3.65,-10.99,34295,530066,-4.44,0.46,-8553,2108,43901,78800,17467,85242
(주)아우딘퓨쳐스,227610,2022/12,57568,-35032,58435,-33472,-30.46,-29.29,48639,49857,2.66,2.98,-3329,-16657,35034,-4659,-17255,35045
(주)아이디스,143160,2022/12,236320,105198,330497,114501,34.2,47.73,49571,74006,-0.2,-0.87,14909,11616,212112,27909,14288,269923
(주)아이디스홀딩스,054800,2022/12,266813,128003,1090033,207454,-5.52,46.53,106950,341695,-23.85,-0.16,3942,3851,7322,26308,89403,874051
(주)아이비김영,339950,2022/12,77897,22657,75613,8083,6.85,-8.07,25686,39956,-0.64,0.12,17115,6846,63469,14592,-2284,86510
(주)아이센스,099190,2022/12,418418,214229,449570,213942,28.83,31.72,126258,144814,-0.2,-0.09,3722,16717,221991,6653,15908,264837
(주)아이스크림에듀,289010,2022/12,92691,26376,,,30.75,,25451,,-0.36,,424,818,133842,,,
(주)아이씨디,040910,2022/12,186693,86084,202500,96970,32.54,34.66,44323,49254,0.58,0.52,-19001,-8106,133286,-14294,-5419,150945
(주)아이씨에이치,368600,2022/12,74834,1477,82303,11736,21.8,33.84,21634,18187,-2.05,1.08,-9495,-7320,12925,-10741,-6437,22821
(주)아이앤씨테크놀로지,052860,2022/12,62310,13458,65397,12974,22.9,24.19,19355,21075,0.33,0.67,-3652,1174,38953,-2226,1029,39385
(주)아이에스시,095340,2022/12,348664,200190,358432,170874,18.21,22.42,76262,90405,-0.9,-0.54,60476,48299,170675,65416,43937,178871
(주)아이에스이커머스,069920,2022/12,61796,897,,,61.85,,4668,,-34.14,,-18533,-11099,5475,,,
(주)아이에이,038880,2022/12,146135,26662,165636,7109,6.28,0.36,25180,53317,-0.31,0.96,-2825,-1688,38018,-6354,-1051,74215
(주)아이엘사이언스,307180,2022/12,58150,-7244,72782,-6198,-22.79,-12.11,43970,49526,8.69,5.79,-763,2681,31768,1558,2087,49165
(주)아이엠,101390,2022/12,65083,-1176,72524,4597,5.5,17.95,30416,31666,2.71,1.1,7141,-10785,30267,-7735,-6534,117380
(주)아이엠비씨,052220,2022/12,66190,37472,70094,38087,11.88,15.39,10553,12321,-3.5,-2.72,3730,1600,36232,4035,1786,47460
(주)아이오케이컴퍼니,078860,2022/12,138490,-129153,135691,-132082,-8.4,-5.59,40611,41457,20.63,20.47,284,-59027,18304,-3750,-62438,18966
(주)아이윈,090150,2022/12,168672,19503,177824,19950,-17.93,-16.41,95166,99416,2.47,2.76,613,-1904,92935,2510,-4006,94425
(주)아이윈플러스,123010,2022/12,80002,3585,79949,2947,25.62,31.39,24768,24768,-1.03,-1.03,-4559,-4615,16329,-4559,-5253,16329
(주)아이즈비전,031310,2022/12,126681,75120,246527,95787,6.97,21.8,35755,82054,2.24,0.98,-958,-11543,28577,-16653,-5391,191622
(주)아이컴포넌트,059100,2022/12,56216,4247,,,20.63,,21264,,0.78,,9623,3250,35306,,,
(주)아이퀘스트,262840,2022/12,49275,27646,59252,27261,11.34,20.09,5276,9709,-1.89,-1.11,8648,3224,15547,6961,2899,26367
(주)아이톡시,052770,2022/12,14157,-8354,14167,-8342,29.6,29.59,6839,6841,1.5,1.5,-1956,-46,28139,-2135,-407,28139
(주)아이티센,124500,2022/12,140244,11802,830503,3780,-19.04,10.02,77250,556057,4.29,0.14,3722,8137,45241,123335,31183,2621054
(주)아이티아이즈,372800,2022/12,40249,-6736,41671,-6313,32.07,34.96,16488,16539,-0.39,-0.02,-5782,-9905,53543,-6034,-10008,54572
(주)아이티엑스에이아이,099520,2022/12,24136,-33685,23604,-34395,79.41,80.67,3162,3656,0.75,0.75,2553,2998,26167,2514,2548,26640
(주)아이티엠반도체,084850,2022/12,595184,69953,654754,16891,10.95,-19.21,332531,456973,0.56,1.37,21261,11376,604899,21208,-21340,633477
(주)아이패밀리에스씨,114840,2022/12,72334,22587,,,49.81,,22129,,-0.5,,7348,7639,85335,,,
(주)아즈텍더블유비이,032080,2022/12,142032,76432,,,36.26,,32044,,-1.19,,4032,-1421,45474,,,
(주)아진엑스텍,059120,2022/12,50408,27251,,,51.87,,6770,,-0.31,,-1904,1630,35692,,,
(주)아톤,158430,2022/12,114587,14447,119035,15837,13.02,14.91,46600,48263,2.59,2.02,10317,16233,36752,10999,17238,44743
(주)아프리카티비,067160,2022/12,450591,218131,465125,221989,33.54,32.86,212033,223951,-0.83,-0.63,110046,57987,304340,100910,59513,314977
(주)안랩,053800,2022/12,334773,200627,345012,203581,48.15,48.87,81908,85667,-2.13,-2.06,35680,13969,216408,33519,14175,227975
(주)안트로젠,065660,2022/12,124133,-5219,,,38.19,,17341,,5.7,,-1975,-6837,6591,,,
(주)알로이스,297570,2022/12,41600,14713,,,68.38,,10345,,1.57,,846,6085,28744,,,
(주)알비더블유,361570,2022/12,114894,12024,144828,12593,7.25,6.46,36602,56091,-0.19,-0.15,613,847,34274,11183,1114,63086
(주)알에프세미,096610,2022/12,78430,-1782,77362,-2878,6.9,10.88,47133,47177,5.43,7.37,-641,-11775,34714,-720,-13724,33238
(주)알에프텍,061040,2022/12,210871,21048,377353,85290,30.38,26.28,49254,141817,-0.85,-0.13,16928,10259,163233,26979,12009,360554
(주)알엔투테크놀로지,148250,2022/12,61786,17140,61471,16584,23.26,25.04,18081,18322,2.28,2.39,5712,437,23712,5474,-119,23742
(주)알체라,347860,2022/12,62992,-44450,59047,-49071,70.7,72.69,23728,24544,21.42,22.98,-11973,-9361,11369,-13944,-14143,11089
(주)알테오젠,196170,2022/12,185844,52114,245490,17991,56.59,20.69,8589,100108,-34.44,-11.95,-11795,2114,8750,-17875,-10078,28806
(주)알톤스포츠,123750,2022/12,35013,-5637,41625,-6881,64.22,47.21,7074,14537,0.31,0.4,2595,90,48398,1871,-707,51318
(주)알티캐스트,085810,2022/12,66630,-9917,69961,-13183,9.57,-4.02,12854,22875,-5.79,5.98,-4737,-12843,6703,-8833,-18135,7245
(주)알파홀딩스,117670,2022/12,99415,-33405,100463,-35332,0.83,4.27,35825,37253,1.79,1.95,2686,-41256,88055,-1540,-40009,90031
(주)알피바이오,314140,2022/12,173158,28268,,,,,82021,,,,1155,4316,138109,,,
(주)압타머사이언스,291650,2022/12,45645,-44813,,,77.61,,16423,,-73.99,,-5776,-7116,358,,,
(주)애니플러스,310200,2022/12,113498,15769,141532,21301,0.95,7.89,44445,61009,5.19,3.05,14813,4470,29389,21206,5446,58131
(주)애드바이오텍,179530,2022/12,30993,-13442,31018,-13574,7.19,7.51,14669,14833,-55.34,-55.44,-8355,2686,10650,-8592,2696,10632
(주)액션스퀘어,205500,2022/12,47204,-62433,44015,-66401,53.73,53.94,12557,13305,-3.05,-1.04,-1571,-15840,5760,-7841,-18481,5760
(주)액토즈소프트,052790,2022/12,156866,33045,317141,61145,13.19,26.82,19281,112047,-1,-9.16,6095,5727,35943,19176,2536,59056
(주)액트로,290740,2022/12,70211,28770,92014,29153,55.49,23.6,6528,28384,-0.87,-0.17,5405,-6063,30119,3365,-9330,132980
(주)앤디포스,238090,2022/12,169227,24397,173006,22374,39.36,43.25,22561,32814,-4.58,0.21,2860,-21104,44159,-12444,-21527,89608
(주)앤씨앤,092600,2022/12,95552,12028,114807,-51358,28,56.6,33931,40699,0.49,0.71,15554,-10169,79308,-20894,-36318,92594
(주)앱코,129890,2022/12,99727,1387,99727,1387,43.24,43.34,43588,43588,0.79,0.79,-14556,-17629,82663,-14570,-17629,82663
(주)야스,255440,2022/12,212383,103316,216741,103316,26.34,26.29,53294,57075,-2.29,-2.26,-5084,-845,54730,-3772,-1261,54812
(주)어반리튬,073570,2022/12,247496,89544,,,-3.76,,61565,,7.24,,-3204,89592,20721,,,
(주)어스앤에어로스페이스,263540,2022/12,34724,-43996,,,6.86,,26691,,8.31,,-3855,892,33756,,,
(주)얼라인드제네틱스,238120,2022/12,36874,-798,36901,-1202,46.43,49.37,7818,8052,-0.02,-0.02,1899,2319,12293,2222,2333,13753
(주)에너토크,019990,2022/12,51527,31153,51740,30953,33.26,35.19,7184,7340,-1.54,-1.53,-913,1012,26282,-985,760,26287
(주)에스디생명공학,217480,2022/12,81395,-59174,111961,-60967,-20.21,-21.75,56737,83620,5.85,4.4,-14825,-49106,55439,-22535,-52014,93676
(주)에스디시스템,121890,2022/12,13339,-15071,,,33.43,,3962,,-0.01,,357,-603,22497,,,
(주)에스비비테크,389500,2022/12,30753,-16949,,,33.83,,8685,,6.25,,-2163,-5266,7470,,,
(주)에스비에스콘텐츠허브,046140,2022/12,240937,143710,248376,147413,50.12,52.01,69024,72765,-0.83,-0.69,-26307,8855,180945,-26109,9623,197640
(주)에스씨디,042110,2022/12,156172,48650,166960,58637,42.99,49.06,48055,47676,-0.52,-0.47,10777,6244,204006,14509,8297,218909
(주)에스아이리소스,065420,2022/12,20050,-7342,,,55.53,,2391,,-0.99,,-4453,-963,4717,,,
(주)에스앤더블류,103230,2022/12,62035,25415,,,40.29,,19508,,-0.05,,3691,2325,36016,,,
(주)에스앤디,260970,2022/12,93338,47508,,,65.92,,15231,,-1.35,,8285,9846,73317,,,
(주)에스앤에스텍,101490,2022/12,225374,79350,226750,79169,27,28.09,34983,36359,-0.67,-0.73,24955,17527,122249,24922,17464,123507
(주)에스에너지,095910,2022/12,163371,-19511,349564,-46552,-8.83,17.95,101802,235315,0.73,1.4,-17769,-20918,133300,-25843,-22169,208745
(주)에스에스알,275630,2022/12,31529,8139,,,74.08,,3690,,-3.61,,3962,1897,12509,,,
(주)에스에이엠지엔터테인먼트,419530,2022/12,76421,-49347,76681,-49886,36.57,37.2,28809,29592,0.82,0.83,-216,-22424,68319,-1932,-22963,68322
(주)에스에이엠티,031330,2022/12,533878,146852,703586,227402,29.64,38.57,266655,342504,0.22,0.24,50599,47468,1910796,29747,57790,2544386
(주)에스에이티,060540,2022/12,95812,34181,168740,53234,21.36,13.57,14595,65713,-3.17,0.52,9286,3795,20282,12227,9016,174366
(주)에스에이티이엔지,351320,2022/12,43283,5690,50651,2989,31.53,29.33,13572,21226,0.35,0.77,1517,1869,32869,381,-182,32944
(주)에스에프에이,056190,2022/12,1337751,1040549,1925347,1094321,35.12,40.34,304036,512536,-2.15,-0.31,48412,75773,850854,175210,105953,1684366
(주)에스에프에이반도체,036540,2022/12,523670,-117165,674874,-17330,20.82,27.07,187774,190957,-0.46,0.22,85618,30035,652925,94908,45445,699412
(주)에스엘바이오닉스,214310,2022/12,115712,-27720,113692,-31215,-6.67,-7.07,42123,42176,15.67,12.68,-10400,-13868,25725,-17463,-16587,31952
(주)에스엠라이프디자인그룹,063440,2022/12,63356,-24315,67672,-24207,35.33,40.2,11260,15403,-1.8,-0.85,4204,2220,40098,3010,2488,50307
(주)에스엠엔터테인먼트,041510,2022/12,822108,258808,1463023,306363,22.32,25.56,288888,576891,-0.57,-0.53,59880,68746,513779,114937,82029,850769
(주)에스엠컬처앤콘텐츠,048550,2022/12,332046,-55943,333341,-55853,10.85,11.24,226227,226771,-0.66,-0.66,8269,5423,156616,7788,5328,157913
(주)에스엠코어,007820,2022/12,109688,21984,109854,22039,46.75,46.95,39554,39615,0.33,0.33,5705,2666,114889,5520,2470,115015
(주)에스제이그룹,306040,2022/12,168083,68210,196519,83530,33.78,38.19,54791,68617,-0.2,-0.06,17996,21691,150354,23263,29064,197863
(주)에스지엔지,040610,2022/12,164495,64021,377647,264517,-5.85,-2.5,55660,64619,3.49,3.49,2560,8850,42719,2560,41325,42719
(주)에스코넥,096630,2022/12,138881,28471,166068,8101,-3.68,-5.52,71024,118849,3.66,1.86,5558,-6180,53831,9117,2712,200358
(주)에스텍파마,041910,2022/12,124319,81438,,,48.82,,8230,,-0.92,,-1650,-6364,62036,,,
(주)에스티아이,039440,2022/12,320362,146103,328877,147748,35.95,35.46,99599,109597,0.15,0.14,78936,26307,376110,71545,29846,422419
(주)에스티오,098660,2022/12,60542,25049,60416,24772,12.26,12.33,30349,30500,1.24,1.24,4402,1924,73178,4121,1602,73162
(주)에스티큐브,052020,2022/12,80159,-59409,61069,-78529,62.78,85.26,8972,9850,-5.45,-4.45,-11225,-13017,6302,-16085,-18892,6302
(주)에스폴리텍,050760,2022/12,108422,41133,108638,40642,15.62,15.52,42498,43205,0.68,0.68,11264,-2943,82408,11135,-2839,82460
(주)에스피시스템스,317830,2022/12,70899,20729,80004,20555,16.54,20.22,23397,29524,0.97,0.75,1662,322,30894,3714,2748,53123
(주)에스피지,058610,2022/12,265887,44125,354344,110980,9.76,31.97,123743,140851,0.74,0.74,5477,4843,279795,22297,19683,440476
(주)에쎈테크,043340,2022/12,83308,-9431,,,8.62,,59343,,2.96,,4045,370,62572,,,
(주)에이디칩스,054630,2022/12,85858,-65656,85886,-65656,37.9,37.92,56606,56633,2.72,2.72,-114,-5814,23767,-46,-5814,23767
(주)에이디테크놀로지,200710,2022/12,225322,52280,234055,53905,30.77,41.05,60856,66431,0.04,-0.17,32514,7248,138059,32094,5621,164249
(주)에이루트,096690,2022/12,177025,11219,196149,24046,58.27,40.98,25913,49431,0.43,1.38,239,10778,53526,-31614,6114,64888
(주)에이비프로바이오,195990,2022/12,171888,-74926,156646,-87193,28.25,19.01,13702,16450,-0.42,20,-10302,-6821,17002,-12461,-8145,22112
(주)에이스침대,003800,2022/12,686740,576597,685499,575404,13,13.65,70656,70829,-1.38,-1.44,51684,55110,344296,50724,54407,346241
(주)에이스테크놀로지,088800,2022/12,311985,-20490,379522,-25245,-2.36,-1.02,239792,311712,4.62,4.53,16784,-39139,172046,-5742,-30198,240405
(주)에이스토리,241840,2022/12,99657,14492,101282,15563,43.93,44.64,42224,42777,4.03,3.83,27399,3164,68374,28614,4086,71680
(주)에이치비테크놀러지,078150,2022/12,251849,68187,309202,97413,4.79,4.33,75682,102973,0.44,1.45,1718,20961,141623,209,27209,148055
(주)에이치시티,072990,2022/12,120221,59345,132573,53170,-2.92,1.63,41771,56353,0.82,1.27,17042,7788,61684,16338,5509,67115
(주)에이치알에스,036640,2022/12,116924,88874,116876,88457,40.8,41.65,10160,10426,-0.12,-0.12,15184,10027,84485,14873,10033,86096
(주)에이치앤비디자인,227100,2022/12,70409,-39247,88226,-38046,34.27,22.05,31895,47954,64,18.53,-7196,-8367,3156,-3798,-7725,12859
(주)에이치엘사이언스,239610,2022/12,109007,80950,108818,80677,30.23,30.69,4517,4516,-2.01,-2.01,4553,1842,52593,3955,1530,52758
(주)에이치와이티씨,148930,2022/12,67365,9898,67507,9434,54.89,54.56,11822,12406,0.36,0.7,6317,2925,31727,5632,1966,34213
(주)에이치케이,044780,2022/12,82930,39179,86216,40433,29.51,32.41,25303,27098,0.4,0.35,-701,4476,71910,-909,4273,81379
(주)에이치피에스피,403870,2022/12,260926,96020,,,69.61,,65555,,-0.11,,82105,66006,159336,,,
(주)에이치피오,357230,2022/12,142462,65787,182404,74832,16.19,39.83,9642,20756,-0.97,-0.62,3490,6374,113505,-3263,14461,195978
(주)에이텍,045660,2022/12,98811,100517,,,32.77,,9880,,-0.76,,4229,5360,91652,,,
(주)에이텍티앤,224110,2022/12,49114,14022,145684,26803,6.84,10.98,8621,58900,-0.18,0.31,2192,1048,28845,15380,6242,150482
(주)에이트원,230980,2022/12,39826,-34742,39714,-38106,6.78,10.26,12585,15204,31.98,20.08,-4725,-15554,8412,-5694,-17267,14710
(주)에이티세미콘,089530,2022/12,96806,-90640,97760,-124842,44.64,39.96,20531,25699,12.08,8.2,-3673,-38952,17047,3676,-91557,17047
(주)에이팩트,200470,2022/12,214145,43364,,,-2.33,,99372,,1.45,,6933,3090,73646,,,
(주)에이프로,262260,2022/12,142881,7009,140254,2130,17.17,18.05,78246,80332,-0.16,-0.14,12973,2128,78468,10938,-1682,79393
(주)에이프로젠헬스케어앤게임즈,109960,2022/12,205895,-18804,213393,-17969,42.36,44.98,9018,13956,-43.31,-41.93,17363,-5215,9425,17284,-5607,9598
(주)에이프릴바이오,397030,2022/12,71065,-78226,,,95.09,,1903,,-639.49,,-6704,-8959,200,,,
(주)에치에프알,230240,2022/12,251447,84693,310930,110153,32.97,43.69,99622,133104,0.17,0.21,74643,40288,320876,109497,68577,366283
(주)에코마케팅,230360,2022/12,184646,82773,309674,131401,40.61,47.83,43065,96125,-2.04,-0.23,15890,21640,52186,48172,45166,352756
(주)에코앤드림,101360,2022/12,137521,18154,139449,17791,27.08,27.4,57895,59926,3.23,3.3,631,496,56953,212,95,60522
(주)에코프로,086520,2022/12,851617,391212,5345783,424859,-5.4,20.2,293385,2824002,5.46,0.48,96188,-86163,136091,-518555,220592,5639741
(주)에코프로비엠,247540,2022/12,2347572,382115,3374166,432244,23.05,21.53,1026793,1885951,0.35,0.36,-54339,175256,3415314,-241250,272654,5357607
(주)에코프로에이치엔,383310,2022/12,183898,38488,184090,38419,20.27,20.25,97367,97600,0.37,0.37,12883,32432,218238,12841,32363,218238
(주)에프알텍,073540,2022/12,110420,32176,112725,33540,27.37,27.84,55591,56574,3.47,3.07,-3470,7439,16338,-5742,8054,18648
(주)에프앤가이드,064850,2022/12,98299,27645,98535,27645,7.63,8.71,42427,42427,2.8,2.8,6956,7945,28423,6955,7944,28423
(주)에프앤리퍼블릭,064090,2022/12,6326,-104012,8640,-106913,73.38,41.82,1605,4934,2.95,1.72,-1550,-12338,16598,-918,-14995,29367
(주)에프에스엔,214270,2022/12,195704,-25205,261077,-17787,14.24,29.64,25705,113687,-23.4,0.61,3541,9594,38510,9957,-12736,206120
(주)에프에스티,036810,2022/12,294178,109735,394760,160139,6.28,3.06,102087,149006,0.52,0.85,8600,8807,213552,-1555,40839,223394
(주)에프엔씨엔터테인먼트,173940,2022/12,74739,-10223,95634,-12121,-4.27,5.12,32260,51225,0.64,1.29,-19385,-8689,53026,-16101,-17600,65786
(주)엑사이엔씨,054940,2022/12,68715,-13157,151278,17315,-9.1,19.59,39389,77851,-3.51,0.6,9755,10322,98048,25784,7924,228062
(주)엑서지21,043090,2022/12,69728,-69641,72896,-69655,75.27,71.89,14205,17412,56.65,54.17,-6381,-3327,3717,-6193,-3355,3897
