회사명,거래소코드,회계년도,자산(*)(요약)(IFRS)(백만원),이익잉여금(결손금)(요약)(IFRS)(백만원),자산(*)(요약)(IFRS연결)(백만원),이익잉여금(결손금)(요약)(IFRS연결)(백만원),순운전자본비율(IFRS),순운전자본비율(IFRS연결),부채(*)(요약)(IFRS)(백만원),부채(*)(요약)(IFRS연결)(백만원),금융비용부담률(IFRS),금융비용부담률(IFRS연결),영업활동으로 인한 현금흐름(간접법)(*)(요약)(IFRS)(백만원),당기순이익(손실)(요약)(IFRS)(백만원),매출액(수익)(요약)(IFRS)(백만원),영업활동으로 인한 현금흐름(간접법)(*)(요약)(IFRS연결)(백만원),당기순이익(손실)(요약)(IFRS연결)(백만원),매출액(수익)(요약)(IFRS연결)(백만원)
(주)케이엠,083550,2022/12,153796,87210,184766,104851,17.36,28.06,45193,51754,-4.02,0.15,16213,4819,111996,12200,7690,151649
(주)케이엠더블유,032500,2022/12,313939,64484,345864,58856,19.11,27,74564,105571,-0.34,0.11,-11639,-24391,86335,-6858,-26686,179462
(주)케이옥션,102370,2022/12,212941,31165,217552,35342,26.39,30.89,90892,91373,4.73,4.07,-7635,3927,24725,-7221,4027,27716
(주)케이지모빌리언스,046440,2022/12,426162,171802,474189,171372,52.62,42.89,118239,157786,-0.5,-0.37,-11691,27916,225041,-9249,26881,276117
(주)케이지이니시스,035600,2022/12,760239,252615,1452980,304798,-16.36,-10.16,428741,847320,-2.13,0.25,47339,50627,666957,54009,70373,1177625
(주)케이티서브마린,060370,2022/12,120255,54437,,,67.36,,7884,,-2.52,,1705,-12126,42787,,,
(주)케이티알파,036030,2022/12,407835,-35812,,,29.85,,176686,,-0.69,,50131,12181,469574,,,
(주)케이프,064820,2022/12,284866,78552,2328847,80392,10.85,1.43,93171,2092305,-0.88,0.96,9180,-264,58981,43330,-539,609700
(주)케이피에스,256940,2022/12,91124,-20993,85559,-27455,10.86,13.15,32285,33291,-2.23,-0.96,2312,-11795,12400,-866,-12040,14617
(주)케이피에프,024880,2022/12,425976,130093,665785,110376,-1.44,-0.9,227816,454757,1.68,1.46,15646,12290,329428,16168,18533,819026
(주)케이피엠테크,042040,2022/12,123449,-84866,128678,-92504,10.04,6.36,16917,31328,-1.76,1.31,1167,-1582,37158,-2811,-12052,41286
(주)케이피티유,054410,2022/12,82433,29232,,,-16.74,,42430,,4.21,,25,2020,36870,,,
(주)케일럼,258610,2022/12,104646,-38218,128870,-38840,-9.32,-10.81,48671,67370,2.74,1.4,-11692,-16605,33556,-12684,-21686,86003
(주)켐트로닉스,089010,2022/12,332511,52759,469522,79204,-3.52,-3.03,216355,320648,1.23,1.28,30733,5483,377527,39872,6177,620963
(주)켐트로스,220260,2022/12,97459,25462,,,35.24,,38509,,1.17,,4815,3811,57025,,,
(주)코난테크놀로지,402030,2022/12,49868,-6329,,,77.36,,9262,,-5.2,,-4687,-3277,15388,,,
(주)코다코,046070,2022/12,323928,-42408,453942,-66004,-47.99,-50.5,291361,440894,5.04,5.11,10751,-20451,221718,14498,-17952,309738
(주)코데즈컴바인,047770,2022/12,60503,10298,84061,12962,60.42,29.28,3326,21798,-2.64,-1.35,3817,7424,37213,3289,7631,39053
(주)코디,080530,2022/12,59597,-59600,59559,-62872,-29.45,-21.02,32094,35806,8.19,5.19,-4573,-14697,33344,-5054,-13344,55200
(주)코렌텍,104540,2022/12,128156,-49220,171817,-47588,34.16,27.93,63993,96562,5.55,5.19,8584,1551,56122,10599,2651,63909
(주)코리아나화장품,027050,2022/12,102539,29815,105529,30045,11.11,20.37,19337,22780,-0.14,-0.29,3893,1482,64395,5600,1500,80394
(주)코맥스,036690,2022/12,97196,20259,95409,20259,15.09,20.58,49006,46735,0.19,0.29,-4946,-5295,154669,-5634,-5229,155999
(주)코메론,049430,2022/12,198121,163920,207719,170615,25.69,33.25,10911,13204,-2.76,-1.74,19118,19641,66679,23571,15816,82710
(주)코미코,183300,2022/12,328965,175804,387797,175799,3.9,14.44,70279,130130,-0.11,0.6,47985,41967,146834,78653,41967,288376
(주)코미팜,041960,2022/12,116453,-2307,111751,-24804,0.59,1.41,46012,46104,4.94,5,1670,-3968,40188,-1808,-7480,39801
(주)코세스,089890,2022/12,74518,45223,,,29.91,,14568,,-0.02,,12917,7881,72931,,,
(주)코센,009730,2022/12,45743,-9286,45517,-7171,49.88,50.05,17586,17593,1.64,1.53,-9681,2888,66613,-9645,2916,66613
(주)코스나인,082660,2022/12,47763,-56496,48160,-56835,-14.66,-15.29,24090,24768,19.52,18.46,-5017,-10701,8502,-5561,-10768,8998
(주)코스메카코리아,241710,2022/12,263539,67655,392756,77887,-2.94,11.14,119814,185732,0.78,0.89,7416,4968,227401,16695,6003,399399
(주)코스온,069110,2022/12,42768,-180541,71948,-173000,-217.25,-118.04,101668,119129,270.47,57.24,-16591,-73357,2243,-18252,-67351,10608
(주)코아시아,045970,2022/12,211692,46090,410426,16468,-0.05,-5.87,98223,247266,1.98,1.62,1560,-17160,60430,26303,-30615,459702
(주)코아시아옵틱스,196450,2022/12,130852,-103787,180956,-124453,0,4.04,42351,99614,3.02,0.6,-852,-3274,45537,28114,-5108,383203
(주)코엔텍,029960,2022/12,208244,154220,,,38.07,,37731,,-1.71,,49406,39585,90286,,,
(주)코윈테크,282880,2022/12,234335,29006,343814,39384,11.6,30.5,136410,157112,1.93,1.04,-15708,-2022,133036,3088,9955,201155
(주)코이즈,121850,2022/12,36949,-27453,40517,-28380,20.51,17.82,16749,21365,1.88,4.65,-5592,-8262,8368,-6542,-8979,9703
(주)코콤,015710,2022/12,149541,95745,149541,95726,27.51,27.49,29099,29126,-0.06,-0.06,-1299,-2646,95281,-1299,-2646,95281
(주)코텍,052330,2022/12,418285,215424,471666,238383,43.84,44.26,129832,130004,-0.24,0.13,-18865,16975,428544,-17648,29038,428553
(주)코퍼스코리아,322780,2022/12,96162,26515,140299,26570,-14.13,-17.19,48609,92692,22.92,8.77,10091,-1487,10126,17101,-1432,29269
(주)쿠콘,294570,2022/12,183272,50230,182201,48824,19.81,19.96,52776,52794,-0.88,-0.86,9883,4907,62695,10189,3787,64523
(주)퀀타매트릭스,317690,2022/12,53633,-151942,45597,-160807,57.32,69.6,4866,5718,-57.81,-51.3,-14289,-16306,1220,-16589,-19237,1286
(주)큐라클,365270,2022/12,55657,-64613,,,57.56,,9487,,-6.64,,-11237,-11406,3583,,,
(주)큐로컴,040350,2022/12,66467,-187372,70069,-183968,-15.06,-14.48,31266,33380,10.02,11.62,916,-13703,9783,-4196,-13061,9781
(주)큐로홀딩스,051780,2022/12,64665,-111936,79945,-107556,31.82,22.7,28695,43614,1.47,2.37,-1397,-4230,59437,-2921,-4893,67536
(주)큐리언트,115180,2022/12,32489,-156772,38412,-162137,65.44,81.43,3119,3275,-6.2,-9.18,-20670,-22683,12183,-25003,-27118,8469
(주)큐브엔터테인먼트,182360,2022/12,83035,12269,105911,12468,7.95,9.81,44697,66614,-0.16,-0.07,39623,6231,64314,41393,6110,120638
(주)큐에스아이,066310,2022/12,87817,41003,85989,38983,25.5,32.21,5142,4724,-5.38,-5.31,3889,6597,22686,5284,7008,22699
(주)크레버스,096240,2022/12,197089,114927,224150,98123,-21.15,-21.68,145993,177236,1.54,1.55,33775,14601,190615,35488,4826,227500
(주)크리스에프앤씨,110790,2022/12,582188,277537,601242,273620,11.55,10.64,261693,285281,0.81,1.16,20110,29600,376472,17998,26363,380917
(주)크린앤사이언스,045520,2022/12,94781,20141,94522,19924,9.52,7.59,66995,67343,1.21,1.2,690,-15916,83018,616,-16301,86035
(주)클라우드에어,036170,2022/12,111837,-28251,113328,-26759,14.01,13.82,2653,2653,-27.34,-9.8,5135,2713,13419,249,4178,13419
(주)클래시스,214150,2022/12,331117,203991,331411,204230,33.47,33.66,101840,101857,1.3,1.3,54746,75341,141443,54755,75379,141803
(주)클리노믹스,352770,2022/12,62059,-35303,97104,-15834,-10.72,15.87,31081,43907,39.27,10.62,-7373,-10675,5382,-11971,-10234,23083
(주)클리오,237880,2022/12,240275,97692,243885,101025,34.48,35.12,52827,53509,-1.41,-1.34,28829,11293,267071,28205,10129,272455
(주)키이스트,054780,2022/12,85623,-8973,,,9.62,,26550,,0.66,,9928,-1667,62044,,,
(주)타이거일렉,219130,2022/12,72670,40400,,,26.6,,17224,,-0.4,,7128,3590,58072,,,
(주)탑머티리얼,360070,2022/12,121400,4796,,,60.56,,25065,,-0.73,,13737,10556,63020,,,
(주)탑엔지니어링,065130,2022/12,264568,144450,512615,133369,18.29,15.7,73455,213937,0.48,0.5,11979,6302,186343,37778,-42970,936445
(주)탑코미디어,134580,2022/12,57102,-1438,58868,-2039,33.02,29.84,19154,21466,18.06,17.79,6688,-2329,22154,5764,-2929,22615
(주)태광,023160,2022/12,520569,432036,593995,435294,42.81,43.81,53634,69762,-0.49,-0.33,41306,35219,213558,46306,36783,249743
(주)태성,323280,2022/12,55814,5629,55834,5621,18.47,19.44,23421,23441,0.37,0.37,-2412,-455,60945,-2326,-457,61248
(주)태양,053620,2022/12,202026,156480,211183,163480,31.05,29.96,35729,37542,-0.35,-0.3,11456,6974,173719,11925,6584,174238
(주)태웅,044490,2022/12,758907,253819,,,29.42,,277512,,1.41,,9178,547,393866,,,
(주)태웅로직스,124560,2022/12,324040,173885,375350,190585,30.01,31.61,131052,165879,0.04,0.13,121911,83146,1177500,131677,93716,1328207
(주)테라젠이텍스,066700,2022/12,186978,7404,246553,4520,8.64,13.03,44016,88884,0.22,0.52,8307,10913,90202,9593,10951,193379
(주)테스,095610,2022/12,335714,288795,336518,289443,47.58,47.9,29777,29848,-0.87,-0.87,15406,46624,355949,15440,46767,357992
(주)테크엘,064520,2022/12,89392,-14630,89438,-14586,52.9,53.19,37046,37048,4.33,4.31,9742,-6063,20558,9698,-6028,20656
(주)테크윙,089030,2022/12,454366,184608,488252,187131,1.41,0.89,224230,242695,1.17,1.15,63606,31331,233430,68171,33238,267491
(주)텔레칩스,054450,2022/12,309816,128418,310172,128418,5.31,5.72,140146,140503,0.2,0.21,-6757,45897,150404,-7326,45897,150404
(주)텔레필드,091440,2022/12,31995,-16947,44764,-17727,5.64,-4.92,20347,27915,2.9,3.66,-4171,-13492,19878,-6230,-15003,23046
(주)텔콘알에프제약,200230,2022/12,119974,-148437,119255,-168048,-10.15,-9.39,34431,35120,3.79,3.6,-1941,-58260,25787,-2093,-42117,27830
(주)토박스코리아,215480,2022/12,34737,4120,41580,5356,58.77,54.69,3317,8994,-1.15,-0.58,3393,3020,30101,2090,4154,51233
(주)토비스,051360,2022/12,364068,165012,399502,138704,24.96,16.52,159418,209180,0.71,0.98,-2856,12721,262404,-5412,-4959,328219
(주)토탈소프트뱅크,045340,2022/12,28717,13841,,,46.02,,9899,,-1.64,,3076,2642,13878,,,
(주)톱텍,108230,2022/12,443831,224790,478172,204596,34.74,33.24,132721,148533,-0.43,-0.33,14149,14130,316179,11906,5969,344979
(주)투비소프트,079970,2022/12,61361,-118621,105053,-111186,29.06,24.63,23847,60090,12.21,8.79,2821,-22272,29689,1199,-15661,43214
(주)툴젠,199800,2022/12,75469,-93254,75431,-93294,69.81,70.01,4961,4962,-161.94,-161.94,-14874,-18137,743,-14987,-18177,743
(주)트루윈,105550,2022/12,115023,-38116,114166,-38973,-9.76,-7.98,46068,46068,4.35,3.22,3672,-4560,36001,3643,-5417,36001
(주)트윔,290090,2022/12,73101,35308,73261,35374,52.96,55.15,7115,7274,-3.68,-3.71,-5784,-5317,19562,-5642,-5331,19562
(주)특수건설,026150,2022/12,182914,27870,183871,27870,23.06,23.44,76834,77735,0.23,0.24,15498,1746,202379,15259,1750,202958
(주)티라유텍,322180,2022/12,31799,-3763,35800,-5315,-2.19,8.11,13042,17960,0.4,0.98,1213,-2934,35298,-1191,-4672,35943
(주)티로보틱스,117730,2022/12,82308,-15837,87515,-17558,12.11,1.41,55403,63376,2.6,2.82,3228,1069,52837,2662,-1313,56729
(주)티비씨,033830,2022/12,128729,72716,128738,72854,59.45,59.79,7146,7147,-4.88,-4.91,-2086,4920,42483,-2078,4928,42483
(주)티사이언티픽,057680,2022/12,256125,-30098,262538,-27871,-1.51,0.27,80380,81922,26.94,27.4,446,-13350,8692,-2257,-11808,8694
(주)티쓰리엔터테인먼트,204610,2022/12,113836,68166,141381,50192,56.47,61.82,11821,30034,-2.36,0.46,12869,9170,22143,13231,12490,76179
(주)티씨케이,064760,2022/12,480543,404768,,,58.47,,63669,,-1.45,,87311,94056,319563,,,
(주)티앤알바이오팹,246710,2022/12,75938,-116847,,,23.35,,36675,,87.75,,-5887,-10337,5755,,,
(주)티앤엘,340570,2022/12,117811,75261,116997,75261,39.9,41.95,11739,10925,-0.79,-0.79,15828,21118,81486,15407,21118,81577
(주)티에스넥스젠,043220,2022/12,74523,-59609,74581,-59526,42.71,42.67,26799,26809,12.43,12.43,-7329,-9630,25503,-7329,-9680,25503
(주)티에스아이,277880,2022/12,232832,12041,232915,12113,12.57,12.87,187870,187808,3.26,3.26,9491,3212,148783,9089,3125,148783
(주)티에스이,131290,2022/12,316425,232283,435836,252170,41.07,35.95,39529,105060,-0.99,-0.15,32607,37713,224361,54821,53365,339264
(주)티에스트릴리온,317240,2022/12,67341,-12742,68317,-11155,-56.07,-53.27,51071,50882,3.65,3.52,-3120,-9846,60048,-3536,-10184,62925
(주)티에프이,425420,2022/12,75313,33963,82875,35779,43.13,46.38,16222,22294,0.03,0.09,2916,4872,58640,3561,6722,63747
(주)티엘비,356860,2022/12,164827,77434,164923,76557,28.34,30.13,51772,52607,0.15,0.18,36301,31010,221548,35443,30548,221548
(주)티엘아이,062860,2022/12,68247,17888,69023,16051,40.13,41.68,6103,5917,-1.97,-2,-5819,-5708,21398,-8594,-8539,21013
(주)티움바이오,321550,2022/12,92079,-103647,96259,-103293,8.69,10.58,31151,33972,-9.76,-5.44,-11476,-30253,8013,-16013,-31402,9118
(주)티케이케미칼,104480,2022/12,1431445,704145,,,-8.15,,483515,,0.95,,11784,275231,753347,,,
(주)티플랙스,081150,2022/12,237928,73529,,,22.3,,79035,,0.42,,-1654,15648,257740,,,
(주)티피씨,130740,2022/12,78354,40803,118590,39350,11.73,22.35,19311,36867,0.62,0.04,361,-745,50804,-192,2216,81344
(주)티피씨메카트로닉스,048770,2022/12,101841,14317,113101,16932,2.18,7.55,61856,70361,1.6,1.58,-953,-252,79457,-1599,295,94280
(주)파나진,046210,2022/12,34673,-52752,,,70.93,,2984,,-1.79,,3361,2240,14171,,,
(주)파라다이스,034230,2022/12,1820250,460161,3511524,524910,1.95,-13.66,754658,1826357,4.09,9.36,-1416,26155,202690,63758,15811,587637
(주)파라텍,033540,2022/12,205232,51727,209635,50121,27.15,27,105556,112870,0.47,0.54,7303,-4636,212348,5715,-5524,214051
(주)파루,043200,2022/12,50607,-28274,53934,-30984,-3.31,-2.33,24343,30379,2.29,1.93,-3031,-3645,34139,-4743,-4634,40545
(주)파마리서치,214450,2022/12,438129,193064,478055,190862,28.85,40.39,92180,106399,-0.21,-0.74,54628,40474,174738,59404,43434,194759
(주)파멥신,208340,2022/12,39826,-54989,40357,-55841,4.68,39.46,15036,15566,54.45,30.17,-16898,-32002,207,-18181,-30548,207
(주)파버나인,177830,2022/12,114811,26365,142640,40636,-6.75,1.57,52082,65661,1.36,1.84,-1673,731,76711,2637,7289,118038
(주)파세코,037070,2022/12,149622,95325,,,31.35,,43003,,0.25,,2649,9191,200475,,,
(주)파수,150900,2022/12,49145,17709,51659,18045,40.19,41.77,17729,19262,-0.92,-0.83,9271,4649,35803,10602,5274,44124
(주)파워넷,037030,2022/12,143158,30445,142229,26652,29.3,29.76,50208,51178,0.72,0.86,-1945,5234,211087,-2054,1659,211087
(주)파워로직스,047310,2022/12,293424,14164,315442,-4292,22.92,9.78,117029,145849,0.48,0.44,4448,-13548,548271,23480,-49689,743873
(주)파이버프로,368770,2022/12,39620,9354,39702,9360,53.4,54.47,10503,10579,-1.26,-1.25,5109,-1731,18652,5036,-1731,18829
(주)파이오링크,170790,2022/12,94736,43608,,,67.89,,22175,,-1.8,,8794,12145,61637,,,
(주)파인디앤씨,049120,2022/12,95158,-50798,107247,-44877,-28.61,-23.44,75379,80138,4.25,4.59,-3310,-29244,54463,-8114,-25309,58296
(주)파인디지털,038950,2022/12,93457,37641,105110,44301,68.46,70,9168,12636,-1.62,-1.38,-5890,-987,76711,-5040,-2113,91101
(주)파인엠텍,441270,2022/12,190625,-7834,272613,-7131,,,92536,130048,,,3776,-8161,38751,9041,-7040,116373
(주)파인테크닉스,106240,2022/12,110900,252544,163553,268185,10.9,8.03,56502,59311,0.81,1.02,6313,252433,51027,27089,251399,51459
(주)파인텍,131760,2022/12,67708,-71398,77684,-59781,5.93,6.37,33917,43111,-2.1,2.14,2221,6240,62539,6781,5914,81411
(주)파커스,065690,2022/12,113533,54431,139766,53821,13.14,18.45,46369,75217,-5.41,-0.19,-3902,-8989,23276,-7439,-11901,73122
(주)파크시스템스,140860,2022/12,154821,66217,167049,69535,50.33,51.85,37681,47586,-0.12,-0.04,27923,22450,108270,27578,27984,124522
(주)파트론,091700,2022/12,649280,442178,685615,446593,22.06,23.79,179811,184546,-0.11,-0.06,10536,24105,1123912,67501,42934,1221911
(주)팜스빌,318010,2022/12,75200,38223,74835,37776,53.72,54.61,12157,12168,-2.62,-2.63,5169,4067,26020,5203,4064,26113
(주)팜스토리,027710,2022/12,801459,144619,975956,89351,-1.01,-1.01,614175,726568,0.52,0.69,-42076,10022,1325618,-79642,-7551,1426451
(주)팬스타엔터프라이즈,054300,2022/12,91603,-41042,,,4.3,,44082,,2.58,,1369,537,66993,,,
(주)팬엔터테인먼트,068050,2022/12,116406,7493,,,2.1,,44047,,6.55,,1170,-622,25321,,,
(주)팬젠,222110,2022/12,20674,-46210,,,36.02,,3454,,-1.81,,-3503,-4494,6501,,,
(주)펄어비스,263750,2022/12,1053358,515762,1222555,482536,25.82,26.2,350386,523251,-0.56,0.71,69850,1681,268717,47554,-43000,385680
(주)펨트론,168360,2022/12,72541,9421,72762,9761,3.88,4.41,46671,46621,0.89,0.91,3870,5115,60983,3967,5240,61158
(주)펩트론,087010,2022/12,68275,20206,,,18.33,,15165,,-2.46,,-11720,-15063,5814,,,
(주)포메탈,119500,2022/12,67145,34648,,,13,,18904,,0.28,,2750,1727,69600,,,
(주)포바이포,389140,2022/12,62196,-2412,66169,-2510,61.14,60.87,5179,7993,-3.8,-3.26,-1051,-8673,14051,121,-8776,16194
(주)포스코아이씨티,022100,2022/12,831839,112948,851594,114937,19.62,20.24,424768,437601,-0.34,-0.33,-6759,43463,1108702,-3943,45851,1152680
(주)포스코엠텍,009520,2022/12,159724,59552,,,50.97,,45114,,-0.27,,-7894,4825,342176,,,
(주)포인트모바일,318020,2022/12,94974,3044,77333,4556,18.16,28.59,50010,30462,0.31,0.42,-3607,3994,87591,-1697,5972,88070
(주)포인트엔지니어링,256630,2022/12,99502,51161,102281,53136,27.94,29.84,24094,24300,-0.38,-0.42,9696,431,36665,9719,792,39390
(주)포커스에이치엔에스,331380,2022/12,37573,6535,,,39.89,,16697,,0.39,,2118,2685,61626,,,
(주)폴라리스세원,234100,2022/12,171644,37309,261777,36464,22.01,40.69,35707,54503,1.05,0.48,-5711,2525,79419,8431,3912,176741
(주)폴라리스오피스,041020,2022/12,72396,-355,75681,1455,21.48,24.83,10509,11282,-1.23,-1.05,2645,13419,23245,1577,12756,24183
(주)폴라리스우노,114630,2022/12,108913,44189,111845,48415,49.66,52.47,24501,25098,0.06,0.05,12716,2338,90408,14421,3707,97046
(주)푸드나무,290720,2022/12,100999,23112,105934,16884,-0.97,4.32,47132,58061,-0.03,0.14,5569,2882,185190,-1258,-3345,217202
(주)푸드웰,005670,2022/12,110392,70936,209799,85832,2.66,0.42,36561,104884,-0.53,0.39,533,2804,78929,6796,4920,183932
(주)푸른기술,094940,2022/12,42483,20240,42458,20240,40.95,43.1,9883,9858,-0.48,-0.48,3575,192,33771,3677,192,34083
(주)퓨런티어,370090,2022/12,49069,2824,,,67.48,,10615,,-1.57,,-891,1982,26905,,,
(주)퓨쳐켐,220100,2022/12,79830,-57602,88716,-62307,47,35.6,5506,18433,-7.49,4.22,-9422,-14158,6919,-7610,-14011,12574
(주)프럼파스트,035200,2022/12,39514,31556,40783,31854,56.67,61.17,3752,3953,-0.81,-0.93,100,1320,28362,127,1324,30228
(주)프로스테믹스,203690,2022/12,51442,-2321,51480,-2463,-48.54,-47.98,41751,41653,6.19,6.22,-4033,-4660,26173,-4775,-5561,26576
(주)프로이천,321260,2022/12,34199,16855,36574,18843,66.1,62.47,3590,3923,-2.15,-0.58,5633,3714,37397,5576,4557,38192
(주)프로텍,053610,2022/12,280011,264692,347498,284155,44.49,50.07,25671,42957,-0.76,-0.73,43054,34726,178348,46847,43629,198772
(주)프롬바이오,377220,2022/12,94644,-13310,93823,-15413,49.88,50.24,4587,6811,-0.74,-0.72,1720,5343,98023,-2023,1318,99330
(주)프리엠스,053160,2022/12,63431,32358,63549,32683,59.36,60.05,6086,5856,-2.05,-2.05,-1239,1269,29570,-1196,1338,29632
(주)플라즈맵,405000,2022/12,38277,-14925,36255,-17091,20.4,22.56,26854,26885,4.75,4.75,-14721,-15516,13306,-16004,-17681,13306
(주)플래스크,041590,2022/12,115345,-47445,122217,-56079,-1.97,-0.64,47879,51900,9.77,10.04,-7653,-26588,37410,-13717,-25419,39672
(주)플래티어,367000,2022/12,56511,15854,,,47.95,,9393,,-0.33,,1599,3965,49957,,,
(주)플랜티넷,075130,2022/12,62267,37287,91400,46377,19.48,34.21,4484,14045,-23.54,-1.59,3714,213,11083,3438,-1709,31926
(주)플레이디,237820,2022/12,162643,31962,,,37.74,,83621,,-0.46,,15,4953,43952,,,
(주)플레이위드,023770,2022/12,33933,9445,,,45.14,,6793,,-3.4,,-3220,-3014,14505,,,
(주)플리토,300080,2022/12,23885,-35976,24768,-35777,45.63,44.88,12103,12776,4.92,4.74,-5675,-5923,12481,-5442,-5868,13639
(주)피델릭스,032580,2022/12,57767,8909,,,76.77,,8701,,0,,761,8247,72559,,,
(주)피씨디렉트,051380,2022/12,90624,28536,,,41.24,,45793,,0.2,,3099,-4144,312263,,,
(주)피에이치씨,057880,2022/12,24302,-174780,26133,-173605,17.16,21.25,6538,7193,-5.66,-5.23,-6170,-64993,10952,-7459,-67685,11625
(주)피엔에이치테크,239890,2022/12,62552,-11261,,,21.8,,34103,,2.65,,2082,7564,35044,,,
(주)피엔티,137400,2022/12,1023373,167285,1087892,180393,10.45,9.78,793051,854697,-0.05,0.34,34088,60489,410118,35208,59672,417814
(주)피엔풍년,024940,2022/12,54626,38716,54456,38529,51.94,52.61,8190,8207,-0.53,-0.53,-448,1737,57147,-452,1774,57639
(주)피제이메탈,128660,2022/12,113095,39950,,,20.54,,52038,,0.49,,-4169,5782,269049,,,
(주)피제이전자,006140,2022/12,185642,111519,,,21.88,,64997,,0.55,,1139,6957,157729,,,
(주)피코그램,376180,2022/12,51359,16947,51584,17209,6.41,6.69,20284,20308,0.88,0.89,4505,2962,29442,4459,3205,29374
(주)피플바이오,304840,2022/12,39511,-51549,42316,-51549,-17.82,-8.26,35432,36392,74.32,55.01,-11109,-14303,3217,-13975,-15003,4445
(주)피피아이,062970,2022/12,22906,-6375,,,7.99,,18128,,2.16,,1523,505,21301,,,
(주)픽셀플러스,087600,2022/12,94914,87821,,,51.4,,10226,,-0.88,,1297,248,62862,,,
(주)핀텔,291810,2022/12,27092,-7111,,,70.34,,6398,,1.45,,-2112,-3764,8765,,,
(주)필옵틱스,161580,2022/12,198078,10076,323349,11450,-9.5,7.16,105081,221953,1.43,1.13,-4594,2283,115243,-28726,2502,303988
(주)핌스,347770,2022/12,96786,24960,94040,22546,4.85,5.61,36732,37365,0.08,0.37,5863,3061,81959,5088,1189,83807
(주)핑거,163730,2022/12,58734,7321,61344,5956,42.18,48.03,12697,15929,-0.88,-0.72,10809,3765,87255,10739,1917,90102
(주)핑거스토리,417180,2022/12,18981,-2994,,,72.88,,4671,,-0.29,,1177,-3606,17409,,,
(주)하나기술,299030,2022/12,231278,-18003,232244,-17000,13.11,13.64,159658,159602,-0.26,-0.26,8147,942,112750,8205,1507,113858
(주)하림,136480,2022/12,883663,14125,909833,26233,-15.05,-14.65,587577,608732,1.09,1.11,40692,4382,1289857,61747,5002,1342909
(주)하림지주,003380,2022/12,2512501,217604,13268988,1576701,-23.52,-3.5,1116268,8209605,35.78,1.29,23986,27801,63540,1244816,569035,13775296
(주)하이드로리튬,101670,2022/12,139276,16272,140476,16302,86.34,86.18,84220,85287,9.4,6.92,-8984,-3551,8492,-9022,-3475,11481
(주)하이딥,365590,2022/12,38146,-56012,,,67.99,,19939,,1.45,,-3775,-6983,18145,,,
(주)하이로닉,149980,2022/12,72745,35548,67514,29964,52.81,55.54,8412,8815,-0.36,-0.39,4466,4222,23773,4498,2930,27568
(주)하이비젼시스템,126700,2022/12,256845,174810,309369,182778,40.4,44.84,76342,86240,-0.58,-0.62,-24047,21145,174500,-27199,24608,197678
(주)하이소닉,106080,2022/12,18793,-40841,18620,-39649,71.48,70.32,2366,3017,-0.57,-0.44,-3632,-1999,29033,-3530,790,28916
(주)하이텍팜,106190,2022/12,132202,71327,,,15.36,,32263,,0.45,,-3703,5873,102947,,,
(주)하츠,066130,2022/12,134619,83018,,,40.23,,37515,,-0.14,,33,4594,143130,,,
(주)한국가구,004590,2022/12,121300,60401,212067,120240,8.17,18.68,17658,43390,-23.46,0.17,5815,7860,19722,7036,11783,100900
(주)한국경제티브이,039340,2022/12,179957,138656,194851,152635,43.49,41.71,25819,26813,-3.35,-3.25,669,8942,86228,-279,13808,88586
(주)한국비엔씨,256840,2022/12,218380,-219920,232521,-219750,55.5,54.97,34622,42423,-1.07,-0.8,-7306,-44875,29144,-5512,-44542,42303
(주)한국큐빅,021650,2022/12,87283,57093,158338,53335,22.42,15.17,3591,78478,-1.7,0.36,1848,3479,36349,9394,6529,210050
(주)한국테크놀로지,053590,2022/12,77980,-62791,325457,-45955,-10.78,-7.19,30854,273916,286.96,1.41,-7761,-8581,1285,-8818,-18557,305931
(주)한국파마,032300,2022/12,130947,21750,,,21.8,,71132,,4.51,,8279,-1119,81029,,,
(주)한국팩키지,037230,2022/12,185551,18688,,,-15.71,,118493,,1.07,,3810,-10603,217319,,,
(주)한글과컴퓨터,030520,2022/12,390683,225994,694887,240822,26.54,21.69,69065,213922,-3.03,-0.42,33318,54128,126135,23763,16709,242008
(주)한네트,052600,2022/12,48213,29105,,,44.55,,12416,,1.17,,4560,1962,21962,,,
(주)한독크린텍,256150,2022/12,59136,35859,,,50.18,,5663,,-1.1,,3061,5065,59149,,,
(주)한빛소프트,047080,2022/12,29198,-40537,43941,-35037,35.72,48.48,14854,19081,6.55,1.57,850,774,12458,733,3319,56313
(주)한송네오텍,226440,2022/12,52993,-10027,55932,-15823,2.17,-5.95,23662,31522,5.65,6.52,2196,-14621,24711,-668,-19445,27680
(주)한일진공,123840,2022/12,53644,-75710,61532,-68188,-1.8,-16.9,18059,23909,16.84,19.52,-6190,-59227,5981,-7775,-60735,6908
(주)한컴위드,054920,2022/12,216286,68363,224947,67901,-19.12,-14.79,74515,81010,11.45,7.22,5051,7158,16095,4613,6078,28706
(주)한탑,002680,2022/12,138992,-38790,142973,-37171,-26.71,-22.86,91066,92772,3.03,2.68,-11300,-8410,87467,-11495,-6707,99124
(주)해성티피씨,059270,2022/12,44360,-2413,,,38.68,,3690,,-1.62,,-293,-1027,13914,,,
