,회사명,거래소코드,회계년도,산업군,WW지수,총자본회전률,타인자본회전률,차입금의존도,총자본순이익률,대주주지분율,EBIT/총자산,총자본정상영업이익률,순운전자본비율,EBITDA마진율,현금흐름 대 자산,매출액총이익률,자본금회전률,현금흐름 대 매출액,abs(영업현금흐름-당기순이익)/매출액,누적수익성비율,당기전기영업손익,합계_기말인원(명),금융비용부담률,TMD,총자본증가율,FINDEP,자기자본증가율,매출액증가율,정상영업이익증가율,자기자본순이익률,target_1,target_2,target_3
2016,(주)인콘,83640,2012,제조업,-46.61208817123181,1.01,3.21,2.32,3.69,35.56,0.0767313099689828,4.02,26.93,9.103876393312104,0.1775226831318665,27.27,13.99,0.1523686305732484,0.1158190684713375,0.5380757747050469,2070.0,140.0,0.01,0.1805776340742922,-23.499800416906904,-5786.176,-2.1072866417612706,13.47261434217956,-37.136113296616834,9.05,0,0,0
2017,(주)인콘,83640,2013,제조업,-46.82476300221974,1.11,4.87,7.38,8.64,35.56,0.0831337666780704,9.76,41.01,13.728982459494334,0.1039783001808318,32.72,13.09,0.1016823591263203,0.0238732495340056,0.532085430819608,2639.5,162.0,0.1,0.303393621187863,18.624807954314868,-3882.143,15.81696924786958,4.115246815286625,130.35043804755946,11.18,0,0,0
2018,(주)인콘,83640,2014,제조업,-49.2425204881037,0.89,4.52,0.08,5.47,35.56,0.0389149144787013,5.12,45.78,10.247156662089692,0.1527399498856084,27.61,12.07,0.1816109225627607,0.1201067385165418,0.526353633293387,2951.5,119.0,0.0,0.0964596853801317,12.152387468843164,-6786.541,23.04296362647557,-7.75940352721885,-39.63596848682423,6.81,0,0,0
2019,(주)인콘,83640,2015,제조업,-48.16484264952729,0.65,4.75,0.0,3.93,35.56,0.0272828708202857,2.78,56.39,9.090417567792382,0.0321239606953892,25.81,11.28,0.0494925969056729,0.0109798702378971,0.4743188280603246,1883.0,127.0,-0.95,0.1910500866765687,21.0720122017649,7897.527,24.743903073163125,-6.562346174771368,-30.51305130513051,4.55,0,0,0
2020,(주)인콘,83640,2017,제조업,-49.29471697078453,0.72,3.34,18.41,1.56,18.07,0.019248030318141,2.07,37.21,6.9023902572025815,0.0666058784139965,21.55,5.56,0.1062210306280105,0.0845905662092156,0.3798600920372138,241.5,115.0,-0.65,0.1374938114126953,35.932991188147575,-4400.151,2.1686644923546106,21.849390919158363,262.0822622107969,2.08,0,0,0
2021,(주)인콘,83640,2018,제조업,-50.0296653240414,0.49,1.2,30.51,-1.44,17.13,-0.0257827643143569,-2.34,7.17,-0.5399293286219081,-0.0013127262658065,18.24,3.16,-0.0031192884123309,0.0263921043012062,0.2601249141087307,-351.0,126.0,2.23,0.2377841748798872,38.92062858852527,459.189,6.237303594378343,-6.764064346087431,-255.67010309278348,-2.43,0,0,0
2022,(주)인터로조,119610,2012,제조업,-53.79608633067795,0.57,2.88,14.86,16.29,39.04,0.1464503996238834,17.99,28.77,39.17885881492319,0.0810497682853113,64.53,7.5,0.1605040899115515,0.1274190330518055,0.5167069648733965,8963.0,245.0,-0.25,0.0833592938733125,27.39796354924275,7987.745999999999,20.60623273346932,22.791115466274704,14.297668858338314,20.27,0,0,0
2023,(주)인터로조,119610,2013,제조업,-54.67624547558541,0.63,3.2,9.09,14.23,38.96,0.15202492211838,16.59,34.88,33.89446271929825,0.0682094644711467,58.15,7.5,0.1145833333333333,0.110521331738437,0.579394748553627,10046.5,396.0,0.52,0.0639899754607633,13.18758815232722,-1155.525,18.072443911628703,33.430870519385515,10.15584143918,17.73,0,0,0
2024,(주)인터로조,119610,2014,제조업,-56.659233371620765,0.63,3.38,10.89,10.28,39.02,0.1185607109423414,12.25,39.46,26.567271926928584,0.1078807536621705,53.5,8.49,0.1800814350170573,0.0180257510729613,0.6021781838798571,9651.5,436.0,0.44,0.072009469089833,12.510013351134846,-3640.271,11.036370888784132,13.225179425837322,-16.72047094568933,12.65,0,0,0
2025,(주)인터로조,119610,2015,제조업,-57.53731195765559,0.71,3.59,7.71,14.95,39.12,0.1800982138038961,19.33,36.91,33.6365727526109,0.1840267659597431,55.61,11.09,0.2862923536720507,0.0748514053527653,0.6207759969780368,12530.0,467.0,0.14,0.0453493142656195,22.16684466595467,-7961.698,20.97124475433125,31.083966105425333,85.71428571428571,18.61,0,0,0
