,회사명,거래소코드,회계년도,산업군,target_1,target_2,target_3,현금흐름/총부채비율,총자본정상영업이익률,총자본순이익률,현금흐름 대 자산,타인자본회전률,총자본회전률,차입금의존도,EBITDA마진율,누적수익성비율,순운전자본비율,TMD,자기자본순이익률,부채비율,금융비용부담률,외국인지분율,당기전기영업손익,ROA변화율,총자본증가율,매출액총이익률,매출액증가율,영업현금흐름-단기차입금,자본금회전률,대주주지분율,정상영업이익증가율
10,(주)HJ중공업,97230,2016,건설업,0.0,0.0,0.0,-0.7355272817266086,-0.9981034995110846,-1.2552226535991335,-0.8879067204102908,-1.2689009670391458,-1.0759951989911878,2.134467797885067,-0.3221072506265213,-1.3989115521388606,-0.8301013461742752,3.0910662443754062,-0.9468714598730668,2.4426939563502565,1.42771834155757,-0.1443149475419092,-0.5787749372169142,-0.0256443799775977,-1.0597695318232698,-1.1133816213946608,-0.748524932071877,-1.0589985862645053,-0.6119412285604371,-0.8225212802029601,-0.055902506289873
11,(주)HJ중공업,97230,2017,건설업,0.0,0.0,0.0,-0.1523877516591622,-1.1962906165433531,-1.236556038645078,0.706608611068518,-1.283538065641616,-1.0314497337550166,2.095511267123661,-0.1308841852736917,-1.7030486710714765,-2.3387694873224274,2.522940339119228,-1.1943461809735194,3.4062828758210038,1.2741644941723138,-0.403139249043538,-0.6373582751726956,0.0504511029987105,-1.6583156719490602,-1.1947452802344702,-0.9166570288062158,0.3429060372407105,-0.6278280504551897,-0.8231513053619116,-0.2347230966903352
12,(주)MH에탄올,23150,2012,제조업,0.0,0.0,0.0,-0.956161005242028,0.0362445017620883,-0.2907808809729451,-1.365054960042297,-1.2615824177379105,-1.1873588620816151,1.9689025421490924,0.8167207277759936,0.0007909874327157,-1.789361109923565,0.8786348302765301,-0.025179022994064,0.7518886570388548,2.7101004724236284,-0.7922384489676532,-0.320187647122676,0.2299828127845089,-0.297620340272842,-0.0816904273058766,1.569275758837135,-0.0919284050267219,-0.4457406302768709,0.6208663589547121,2.9915257765281416
13,(주)MH에탄올,23150,2013,제조업,0.0,0.0,0.0,-0.3215540179976857,-0.2997298490164241,0.5041058058205747,-0.0126962284027439,-1.2176711219305,-1.1428133968454446,2.015772118221409,1.3245400556189546,0.238600336091112,-1.8521358159341996,0.6102836934889379,0.4528697065463225,0.3706579893510566,1.6974751004776143,-0.8017286733560464,-0.3164095452964679,4.228366408167412,-0.5427423131598319,-0.4266723407866687,-0.0090111910117831,-0.0615516942331058,-0.4345383840690325,0.6208663589547121,-0.225901253541301
14,(주)MH에탄올,23150,2014,제조업,0.0,0.0,0.0,0.1087922874378651,0.8044555173062153,-0.3530029308197959,0.2002970330222843,-1.1152114317132085,-1.1650861294635295,0.5981196159821278,1.6334142328853911,0.8723787943154773,-0.7439806751183629,-0.418631852262386,-0.0671290062049943,-0.4501140157030053,0.6142979608140506,-0.5152964463609104,-0.3112407504008703,-0.1309650099355213,-2.611158751032141,0.3264296854346076,-1.3687231954507495,0.0091931081885474,-0.5003261208896107,0.4438292892893666,0.6659588012208412
15,(주)SH에너지화학,2360,2012,제조업,0.0,0.0,0.0,-0.8048497739312737,-0.3337047833648129,-0.2923364322191163,-0.9083021312423764,1.9000308803956587,1.9530964370684496,0.1823803892627506,-0.3382892090893215,-0.964962015302337,0.4824606885935464,-0.4923387608434055,-0.0372509606087202,-0.4651509561918512,-0.1368708601786891,1.9469854085912517,-0.3197261756075513,-0.1057350298839322,-0.3726384483115812,-0.7436651556265664,0.4155781229018496,0.0058916436164122,-0.6510472516859821,-0.749438361764597,-0.2365461335503082
16,(주)SH에너지화학,2360,2013,제조업,0.0,0.0,0.0,0.0475771056417233,0.4024187941836131,0.345439578711105,0.0958072535174072,2.529426120301878,2.643551148229102,0.0472499231841242,-0.1702276732684167,-0.808246947793129,0.5545737806222922,-0.4452944320439107,0.1661611881982371,-0.4724312848448218,-0.190822211962698,1.924553969127777,-0.3161819488009132,3.569659361415115,0.137126840929514,-0.7475706112508773,0.8236817559714337,0.0137629663187271,-0.6371972018290182,-0.8584327142631903,0.6801422045846941
17,(주)SH에너지화학,2360,2014,제조업,0.0,0.0,0.0,4.057526589987033,2.899576468790197,2.0301015783145924,2.838353257344197,3.283236698329095,2.465369287284417,-0.96866335557816,0.4906372853442173,-0.3356118091150528,1.288674681490461,-0.5566224247638076,0.5992419501240293,-0.6581136857229231,-0.2655240836636335,2.381810235113988,-0.2862192625688871,0.4797971457495386,-0.2912110792958667,-0.3140650369523724,-0.2506891716721632,0.0870182574254415,-0.637604556236576,-0.8584327142631903,0.8198371171422668
18,(주)SH에너지화학,2360,2015,제조업,0.0,0.0,0.0,4.555450680882435,3.099651082175153,1.4078810798460837,2.67233329466768,4.556664276744005,2.064460100158877,-1.1317938281415467,0.7110757158033885,-0.1334476074069534,1.7275788243416772,-0.5536871314511176,0.385568654344614,-0.6949235717159802,-0.3692766832482661,2.2222019158546504,-0.2602795405996659,0.0015792554993935,-0.0145191645456523,-0.1292068040683254,-0.5641586206963974,0.0922152319878283,-0.6429001635348269,-0.8584327142631903,-0.0262497666596614
19,(주)SIMPAC,9160,2012,제조업,0.0,0.0,0.0,-0.180969921704758,0.7799180647212677,0.6301054567604477,-0.1073167552765752,-0.5224089383131642,-0.5859950813933053,-0.7239676467330802,0.8115639726824985,0.5896010258475439,0.1540607802899767,-0.42053523018436,0.2705834485650135,-0.3984032701305037,-0.8008874975203376,-0.5299631567793361,-0.2472280588028563,-0.0024867001803959,-0.1371226160272148,-0.0237595022119322,0.0215034000208363,0.0215533707717249,-0.4062272527437682,-0.2006864483179219,-0.0860127024384712
