회사명,거래소코드,회계년도,부가가치(IFRS연결)(백만원),부가가치율(IFRS연결),부가가치(IFRS)(백만원),부가가치율(IFRS),통계청 한국표준산업분류 코드 10차(대분류),통계청 한국표준산업분류 10차(대분류),통계청 한국표준산업분류 10차(중분류)
(주)앱코,129890,2016/12,,,,,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)앱코,129890,2017/12,,,,,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)앱코,129890,2018/12,,,,,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)앱코,129890,2019/12,11084.48,13.15,11069.56,13.14,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)앱코,129890,2020/12,31441.33,20.53,30726.79,20.06,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)앱코,129890,2021/12,459.88,0.45,446.93,0.44,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)앱코,129890,2022/12,-8566.75,-10.36,-8576.63,-10.38,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)야스,255440,2011/12,,,,,29,제조업,기타 기계 및 장비 제조업
(주)야스,255440,2012/12,,,9677.7,29.15,29,제조업,기타 기계 및 장비 제조업
(주)야스,255440,2013/12,,,15573.63,23.52,29,제조업,기타 기계 및 장비 제조업
(주)야스,255440,2014/12,,,8944.69,29.78,29,제조업,기타 기계 및 장비 제조업
(주)야스,255440,2015/12,,,9405.28,29.4,29,제조업,기타 기계 및 장비 제조업
(주)야스,255440,2016/12,,,23152.25,27.9,29,제조업,기타 기계 및 장비 제조업
(주)야스,255440,2017/12,28350.15,32.76,28100.24,32.58,29,제조업,기타 기계 및 장비 제조업
(주)야스,255440,2018/12,63233.79,34.27,61955.07,33.58,29,제조업,기타 기계 및 장비 제조업
(주)야스,255440,2019/12,31571.48,36.35,30883.55,35.64,29,제조업,기타 기계 및 장비 제조업
(주)야스,255440,2020/12,27368.78,49.71,26616.75,48.45,29,제조업,기타 기계 및 장비 제조업
(주)야스,255440,2021/12,15871.6,31.94,15331.18,31,29,제조업,기타 기계 및 장비 제조업
(주)야스,255440,2022/12,13015.16,23.74,11597.79,21.19,29,제조업,기타 기계 및 장비 제조업
(주)어반리튬,073570,2011/12,7303.88,13.97,-569.42,-1.09,33,제조업,기타 제품 제조업
(주)어반리튬,073570,2012/12,-7423.34,-33.8,-12767.54,-58.14,33,제조업,기타 제품 제조업
(주)어반리튬,073570,2013/12,39929.98,41.85,-6350.27,-38.38,33,제조업,기타 제품 제조업
(주)어반리튬,073570,2014/12,,,34467.67,29.1,33,제조업,기타 제품 제조업
(주)어반리튬,073570,2015/12,,,4839.42,31.91,33,제조업,기타 제품 제조업
(주)어반리튬,073570,2016/12,-9241.22,-193.94,-9241.22,-193.94,33,제조업,기타 제품 제조업
(주)어반리튬,073570,2017/12,-5753.91,-47.66,-6462.77,-64.22,33,제조업,기타 제품 제조업
(주)어반리튬,073570,2018/12,-9902.21,-51.37,-12707.45,-311.35,33,제조업,기타 제품 제조업
(주)어반리튬,073570,2019/12,,,5327.31,22.15,33,제조업,기타 제품 제조업
(주)어반리튬,073570,2020/12,,,4597.74,18.12,33,제조업,기타 제품 제조업
(주)어반리튬,073570,2021/12,,,-5953.43,-33.24,33,제조업,기타 제품 제조업
(주)어반리튬,073570,2022/12,,,121596.11,586.82,33,제조업,기타 제품 제조업
(주)어스앤에어로스페이스,263540,2012/12,,,,,31,제조업,기타 운송장비 제조업
(주)어스앤에어로스페이스,263540,2013/12,,,,,31,제조업,기타 운송장비 제조업
(주)어스앤에어로스페이스,263540,2014/12,,,,,31,제조업,기타 운송장비 제조업
(주)어스앤에어로스페이스,263540,2015/12,,,11711.08,42.55,31,제조업,기타 운송장비 제조업
(주)어스앤에어로스페이스,263540,2016/12,,,13634.65,47.32,31,제조업,기타 운송장비 제조업
(주)어스앤에어로스페이스,263540,2017/12,,,12611.15,41.92,31,제조업,기타 운송장비 제조업
(주)어스앤에어로스페이스,263540,2018/12,,,10960.84,35.15,31,제조업,기타 운송장비 제조업
(주)어스앤에어로스페이스,263540,2019/12,,,-13002.19,-49.42,31,제조업,기타 운송장비 제조업
(주)어스앤에어로스페이스,263540,2020/12,,,4636.28,27.6,31,제조업,기타 운송장비 제조업
(주)어스앤에어로스페이스,263540,2021/12,,,7440.52,36.7,31,제조업,기타 운송장비 제조업
(주)어스앤에어로스페이스,263540,2022/12,,,16051.28,47.55,31,제조업,기타 운송장비 제조업
(주)얼라인드제네틱스,238120,2015/12,,,,,27,제조업,"의료, 정밀, 광학기기 및 시계 제조업"
(주)얼라인드제네틱스,238120,2016/12,868.45,18.43,923.86,20.63,27,제조업,"의료, 정밀, 광학기기 및 시계 제조업"
(주)얼라인드제네틱스,238120,2017/12,2091.01,37.1,2060.91,41.42,27,제조업,"의료, 정밀, 광학기기 및 시계 제조업"
(주)얼라인드제네틱스,238120,2018/12,2887.71,50.88,1373.04,28.16,27,제조업,"의료, 정밀, 광학기기 및 시계 제조업"
(주)얼라인드제네틱스,238120,2019/12,4203.75,53.94,3247.14,49.15,27,제조업,"의료, 정밀, 광학기기 및 시계 제조업"
(주)얼라인드제네틱스,238120,2020/12,3973.97,49.94,3903.06,56.25,27,제조업,"의료, 정밀, 광학기기 및 시계 제조업"
(주)얼라인드제네틱스,238120,2021/12,7765.71,66.02,6763.08,65.44,27,제조업,"의료, 정밀, 광학기기 및 시계 제조업"
(주)얼라인드제네틱스,238120,2022/12,6889.24,50.09,5841.28,47.52,27,제조업,"의료, 정밀, 광학기기 및 시계 제조업"
(주)에너토크,019990,2011/12,,,8691.44,32.83,29,제조업,기타 기계 및 장비 제조업
(주)에너토크,019990,2012/12,,,10498.99,32.99,29,제조업,기타 기계 및 장비 제조업
(주)에너토크,019990,2013/12,,,9025.11,32.81,29,제조업,기타 기계 및 장비 제조업
(주)에너토크,019990,2014/12,,,10339.35,32.3,29,제조업,기타 기계 및 장비 제조업
(주)에너토크,019990,2015/12,,,9180.51,32.02,29,제조업,기타 기계 및 장비 제조업
(주)에너토크,019990,2016/12,7904.21,30.37,7907.91,30.39,29,제조업,기타 기계 및 장비 제조업
(주)에너토크,019990,2017/12,6230.63,25.46,6312.38,25.8,29,제조업,기타 기계 및 장비 제조업
(주)에너토크,019990,2018/12,8026.75,34.81,8262.56,35.83,29,제조업,기타 기계 및 장비 제조업
(주)에너토크,019990,2019/12,8276.28,35.24,8551.17,36.42,29,제조업,기타 기계 및 장비 제조업
(주)에너토크,019990,2020/12,7803.64,34.01,6333.76,27.83,29,제조업,기타 기계 및 장비 제조업
(주)에너토크,019990,2021/12,9049.57,40.09,8426.01,37.43,29,제조업,기타 기계 및 장비 제조업
(주)에너토크,019990,2022/12,8246.27,31.37,8214.73,31.26,29,제조업,기타 기계 및 장비 제조업
(주)에넥스,011090,2011/12,31751.17,16.8,31960.61,17.4,32,제조업,가구 제조업
(주)에넥스,011090,2012/12,12825.41,6.52,8924.9,4.67,32,제조업,가구 제조업
(주)에넥스,011090,2013/12,22038.06,9.43,21688.1,9.5,32,제조업,가구 제조업
(주)에넥스,011090,2014/12,23453.57,8.95,23076.47,8.93,32,제조업,가구 제조업
(주)에넥스,011090,2015/12,31681.25,10.28,30540.84,10.08,32,제조업,가구 제조업
(주)에넥스,011090,2016/12,29794.76,7.56,28203.58,7.23,32,제조업,가구 제조업
(주)에넥스,011090,2017/12,32786.22,7.55,31052.83,7.26,32,제조업,가구 제조업
(주)에넥스,011090,2018/12,31254.45,7.01,29745.8,6.73,32,제조업,가구 제조업
(주)에넥스,011090,2019/12,25772.95,7.09,24559.77,6.79,32,제조업,가구 제조업
(주)에넥스,011090,2020/12,13348.88,5.71,12673.11,5.48,32,제조업,가구 제조업
(주)에넥스,011090,2021/12,31674.48,15.7,31241.64,15.6,32,제조업,가구 제조업
(주)에넥스,011090,2022/12,-3032.07,-1.47,-4082.92,-2.01,32,제조업,가구 제조업
(주)에듀언스,009010,2011/12,1060.79,3.74,-4836.02,-24.22,85,교육 서비스업,교육 서비스업
(주)에듀언스,009010,2012/12,-1587.72,-10.29,-5910.42,-53.24,85,교육 서비스업,교육 서비스업
(주)에스디생명공학,217480,2015/12,,,,,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)에스디생명공학,217480,2016/12,34067.3,32.54,35108.53,34.41,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)에스디생명공학,217480,2017/12,28687.88,22.52,31401.02,30.7,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)에스디생명공학,217480,2018/12,21991.59,14.04,8298.6,6.99,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)에스디생명공학,217480,2019/12,-817.41,-0.52,-4534.5,-4.08,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)에스디생명공학,217480,2020/12,9838.96,6.99,5149.25,5.12,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)에스디생명공학,217480,2021/12,-18983.14,-15.23,-33602.25,-42.87,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)에스디생명공학,217480,2022/12,-22902.28,-24.45,-30571.33,-55.14,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)에스디시스템,121890,2011/12,,,2192.31,5.59,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)에스디시스템,121890,2012/12,,,6399.55,9.17,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)에스디시스템,121890,2013/12,,,2160.79,3.48,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)에스디시스템,121890,2014/12,,,7447.54,14.16,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)에스디시스템,121890,2015/12,,,8038.8,11.84,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)에스디시스템,121890,2016/12,,,1929.32,3.04,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)에스디시스템,121890,2017/12,,,314.85,0.57,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)에스디시스템,121890,2018/12,,,1882.09,4.13,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)에스디시스템,121890,2019/12,,,-6419.98,-16.83,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)에스디시스템,121890,2020/12,,,1861.66,8.24,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)에스디시스템,121890,2021/12,,,5505.72,25.71,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)에스디시스템,121890,2022/12,,,2789.22,12.4,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)에스마크,030270,2011/12,,,7023.91,10.16,13,제조업,섬유제품 제조업; 의복제외
(주)에스마크,030270,2012/12,,,10718.47,16.35,13,제조업,섬유제품 제조업; 의복제외
(주)에스마크,030270,2013/12,,,14479.81,23.82,13,제조업,섬유제품 제조업; 의복제외
(주)에스마크,030270,2014/12,,,8562.97,16.85,13,제조업,섬유제품 제조업; 의복제외
(주)에스마크,030270,2015/12,,,-3322.8,-7.12,13,제조업,섬유제품 제조업; 의복제외
(주)에스마크,030270,2016/12,-8097.64,-28.48,-7957.31,-31.73,13,제조업,섬유제품 제조업; 의복제외
(주)에스마크,030270,2017/12,-59057.71,-345.88,-61518.83,-660.37,13,제조업,섬유제품 제조업; 의복제외
(주)에스마크,030270,2018/12,-16874.93,-118.69,-16120.03,-459.65,13,제조업,섬유제품 제조업; 의복제외
(주)에스마크,030270,2019/12,-6259.06,-245.38,-6236.54,-1962.33,13,제조업,섬유제품 제조업; 의복제외
(주)에스비비테크,389500,2011/12,,,,,29,제조업,기타 기계 및 장비 제조업
(주)에스비비테크,389500,2012/12,,,,,29,제조업,기타 기계 및 장비 제조업
(주)에스비비테크,389500,2013/12,,,,,29,제조업,기타 기계 및 장비 제조업
(주)에스비비테크,389500,2014/12,,,,,29,제조업,기타 기계 및 장비 제조업
(주)에스비비테크,389500,2015/12,,,,,29,제조업,기타 기계 및 장비 제조업
(주)에스비비테크,389500,2016/12,,,,,29,제조업,기타 기계 및 장비 제조업
(주)에스비비테크,389500,2017/12,,,,,29,제조업,기타 기계 및 장비 제조업
(주)에스비비테크,389500,2018/12,,,4135.03,44.86,29,제조업,기타 기계 및 장비 제조업
(주)에스비비테크,389500,2019/12,,,627.62,10.43,29,제조업,기타 기계 및 장비 제조업
(주)에스비비테크,389500,2020/12,,,2398.93,36.31,29,제조업,기타 기계 및 장비 제조업
(주)에스비비테크,389500,2021/12,,,2210.36,32.6,29,제조업,기타 기계 및 장비 제조업
(주)에스비비테크,389500,2022/12,,,378.49,5.07,29,제조업,기타 기계 및 장비 제조업
(주)에스비에스,034120,2011/12,287205.15,38.59,219462.67,30.46,60,정보통신업,방송업
(주)에스비에스,034120,2012/12,290836.84,37.27,224450.03,29.65,60,정보통신업,방송업
(주)에스비에스,034120,2013/12,282405.71,38.84,221209.69,31.26,60,정보통신업,방송업
(주)에스비에스,034120,2014/12,247185.42,30.05,189426.85,23.81,60,정보통신업,방송업
(주)에스비에스,034120,2015/12,310998.46,39.22,245489.46,31.77,60,정보통신업,방송업
(주)에스비에스,034120,2016/12,267438.32,32.26,203936.26,25.54,60,정보통신업,방송업
(주)에스비에스,034120,2017/12,300882.45,38.91,230861.46,31.3,60,정보통신업,방송업
(주)에스비에스,034120,2018/12,286883.33,31.39,207216.23,23.75,60,정보통신업,방송업
(주)에스비에스,034120,2019/12,326687.71,39.95,211855.8,28.23,60,정보통신업,방송업
(주)에스비에스,034120,2020/12,226437.74,26.32,98444.34,13.01,60,정보통신업,방송업
(주)에스비에스,034120,2021/12,534607.14,49.55,361482.34,39.73,60,정보통신업,방송업
(주)에스비에스,034120,2022/12,504026.62,42.94,386667.21,38.18,60,정보통신업,방송업
(주)에스비에스콘텐츠허브,046140,2011/12,42958.85,21.41,42177.96,21.05,59,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업
(주)에스비에스콘텐츠허브,046140,2012/12,43599.49,22.53,41935.04,21.73,59,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업
(주)에스비에스콘텐츠허브,046140,2013/12,44872.55,22.75,44837.61,22.83,59,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업
(주)에스비에스콘텐츠허브,046140,2014/12,30041.19,15.12,29944.27,15.12,59,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업
(주)에스비에스콘텐츠허브,046140,2015/12,27538.45,12.78,27685.77,12.9,59,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업
(주)에스비에스콘텐츠허브,046140,2016/12,35563.64,13.8,34931.23,13.56,59,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업
(주)에스비에스콘텐츠허브,046140,2017/12,24909.03,12.58,20436.96,11.47,59,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업
(주)에스비에스콘텐츠허브,046140,2018/12,24017.81,15.03,10726.35,7.77,59,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업
(주)에스비에스콘텐츠허브,046140,2019/12,15947.81,9.84,10578.74,7.42,59,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업
(주)에스비에스콘텐츠허브,046140,2020/12,26765.71,17.41,19994.11,14.34,59,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업
(주)에스비에스콘텐츠허브,046140,2021/12,37099.74,20.57,29263.53,17.79,59,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업
(주)에스비에스콘텐츠허브,046140,2022/12,28976.76,14.66,19941.51,11.02,59,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업
(주)에스비엠,037630,2011/12,,,11968.74,45.89,29,제조업,기타 기계 및 장비 제조업
(주)에스비엠,037630,2012/12,,,11073.41,39.83,29,제조업,기타 기계 및 장비 제조업
(주)에스씨디,042110,2011/12,,,18032.1,26.72,28,제조업,전기장비 제조업
(주)에스씨디,042110,2012/12,,,15172.93,20.09,28,제조업,전기장비 제조업
(주)에스씨디,042110,2013/12,,,23570.73,24.92,28,제조업,전기장비 제조업
(주)에스씨디,042110,2014/12,,,29231.65,25.46,28,제조업,전기장비 제조업
(주)에스씨디,042110,2015/12,33947.74,27.7,30115.38,25.15,28,제조업,전기장비 제조업
(주)에스씨디,042110,2016/12,34586.98,25.71,28687.43,21.8,28,제조업,전기장비 제조업
(주)에스씨디,042110,2017/12,32378.59,22.13,26824.86,18.99,28,제조업,전기장비 제조업
(주)에스씨디,042110,2018/12,40019.9,25.13,32180.53,21.14,28,제조업,전기장비 제조업
(주)에스씨디,042110,2019/12,27540.65,15.74,19366.05,11.63,28,제조업,전기장비 제조업
(주)에스씨디,042110,2020/12,36381.95,19.06,26311.39,14.88,28,제조업,전기장비 제조업
(주)에스씨디,042110,2021/12,40851.65,20.21,32115.25,17.14,28,제조업,전기장비 제조업
(주)에스씨디,042110,2022/12,41943.82,19.16,32373.42,15.87,28,제조업,전기장비 제조업
(주)에스아이리소스,065420,2011/12,12825.19,27.9,2918.97,11.97,05,광업,"석탄, 원유 및 천연가스 광업"
(주)에스아이리소스,065420,2012/12,11769.19,27.79,-35.99,-0.12,05,광업,"석탄, 원유 및 천연가스 광업"
(주)에스아이리소스,065420,2013/12,12571.8,32.97,2138.82,7.34,05,광업,"석탄, 원유 및 천연가스 광업"
(주)에스아이리소스,065420,2014/12,-5706.25,-15.35,-9411.66,-34.96,05,광업,"석탄, 원유 및 천연가스 광업"
(주)에스아이리소스,065420,2015/12,7079.57,25.08,-10593.64,-54.5,05,광업,"석탄, 원유 및 천연가스 광업"
(주)에스아이리소스,065420,2016/12,7593.7,30.12,-2124.95,-15.84,05,광업,"석탄, 원유 및 천연가스 광업"
(주)에스아이리소스,065420,2017/12,3644.04,10.92,2013.66,11.52,05,광업,"석탄, 원유 및 천연가스 광업"
(주)에스아이리소스,065420,2018/12,179.66,0.64,-1579.97,-15.14,05,광업,"석탄, 원유 및 천연가스 광업"
(주)에스아이리소스,065420,2019/12,,,-9945.19,-77.51,05,광업,"석탄, 원유 및 천연가스 광업"
(주)에스아이리소스,065420,2020/12,,,2061.46,15.35,05,광업,"석탄, 원유 및 천연가스 광업"
(주)에스아이리소스,065420,2021/12,,,4714.73,22.45,05,광업,"석탄, 원유 및 천연가스 광업"
(주)에스아이리소스,065420,2022/12,,,566.73,12.01,05,광업,"석탄, 원유 및 천연가스 광업"
(주)에스앤더블류,103230,2011/12,,,14034.33,16.23,29,제조업,기타 기계 및 장비 제조업
(주)에스앤더블류,103230,2012/12,,,17384.61,24.64,29,제조업,기타 기계 및 장비 제조업
(주)에스앤더블류,103230,2013/12,,,13990.55,28.08,29,제조업,기타 기계 및 장비 제조업
(주)에스앤더블류,103230,2014/12,,,13182.88,25.94,29,제조업,기타 기계 및 장비 제조업
(주)에스앤더블류,103230,2015/12,,,15674.11,32.13,29,제조업,기타 기계 및 장비 제조업
(주)에스앤더블류,103230,2016/12,,,10104.05,23.94,29,제조업,기타 기계 및 장비 제조업
(주)에스앤더블류,103230,2017/12,,,5850.6,17.87,29,제조업,기타 기계 및 장비 제조업
(주)에스앤더블류,103230,2018/12,,,1947.86,6.44,29,제조업,기타 기계 및 장비 제조업
(주)에스앤더블류,103230,2019/12,,,7796.55,21.64,29,제조업,기타 기계 및 장비 제조업
(주)에스앤더블류,103230,2020/12,,,10256.2,30.62,29,제조업,기타 기계 및 장비 제조업
(주)에스앤더블류,103230,2021/12,,,5680.95,18.96,29,제조업,기타 기계 및 장비 제조업
(주)에스앤더블류,103230,2022/12,,,8731.77,24.24,29,제조업,기타 기계 및 장비 제조업
(주)에스앤디,260970,2011/12,,,,,10,제조업,식료품 제조업
(주)에스앤디,260970,2012/12,,,,,10,제조업,식료품 제조업
(주)에스앤디,260970,2013/12,,,,,10,제조업,식료품 제조업
(주)에스앤디,260970,2014/12,,,,,10,제조업,식료품 제조업
(주)에스앤디,260970,2015/12,,,,,10,제조업,식료품 제조업
(주)에스앤디,260970,2016/12,,,,,10,제조업,식료품 제조업
(주)에스앤디,260970,2017/12,,,,,10,제조업,식료품 제조업
(주)에스앤디,260970,2018/12,,,,,10,제조업,식료품 제조업
(주)에스앤디,260970,2019/12,,,,,10,제조업,식료품 제조업
(주)에스앤디,260970,2020/12,,,16389.11,28.99,10,제조업,식료품 제조업
(주)에스앤디,260970,2021/12,,,16583.58,27.01,10,제조업,식료품 제조업
(주)에스앤디,260970,2022/12,,,18716.56,25.53,10,제조업,식료품 제조업
(주)에스앤에스텍,101490,2011/12,15904.35,31.17,16575.87,33.07,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)에스앤에스텍,101490,2012/12,15346.5,29.62,17703.04,38.07,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)에스앤에스텍,101490,2013/12,10008.24,14.71,4123.68,8.79,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)에스앤에스텍,101490,2014/12,7660.65,16.75,524.95,1.18,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)에스앤에스텍,101490,2015/12,,,22786.73,44.5,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)에스앤에스텍,101490,2016/12,,,22953.08,42.5,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)에스앤에스텍,101490,2017/12,,,19145.88,35.52,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)에스앤에스텍,101490,2018/12,,,22970.75,37.65,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)에스앤에스텍,101490,2019/12,,,29804.36,35.29,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)에스앤에스텍,101490,2020/12,30252.59,34.62,30333.01,34.72,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)에스앤에스텍,101490,2021/12,32509.66,32.89,32180.93,32.68,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)에스앤에스텍,101490,2022/12,39518.35,32,38061.95,31.13,26,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업"
(주)에스에너지,095910,2011/12,11112.85,5.69,10929.59,5.35,28,제조업,전기장비 제조업
(주)에스에너지,095910,2012/12,30319.33,13.45,29480.65,14.42,28,제조업,전기장비 제조업
(주)에스에너지,095910,2013/12,29247.49,10.88,33662.18,13.02,28,제조업,전기장비 제조업
(주)에스에너지,095910,2014/12,28969.41,10.6,26043.2,10.01,28,제조업,전기장비 제조업
(주)에스에너지,095910,2015/12,33957.91,10.85,28281.37,9.45,28,제조업,전기장비 제조업
(주)에스에너지,095910,2016/12,31376.01,10.3,22545.08,8.02,28,제조업,전기장비 제조업
(주)에스에너지,095910,2017/12,22365.57,9.68,16356.59,8.24,28,제조업,전기장비 제조업
(주)에스에너지,095910,2018/12,9579.2,5.79,22707.16,21.46,28,제조업,전기장비 제조업
(주)에스에너지,095910,2019/12,12272.01,5.66,12084.49,7.85,28,제조업,전기장비 제조업
(주)에스에너지,095910,2020/12,5299.46,2.08,-10106.24,-6.11,28,제조업,전기장비 제조업
(주)에스에너지,095910,2021/12,-4723.12,-1.89,-21439.8,-12.31,28,제조업,전기장비 제조업
(주)에스에너지,095910,2022/12,1737.83,0.83,-10212.87,-7.66,28,제조업,전기장비 제조업
(주)에스에스알,275630,2017/12,,,,,58,정보통신업,출판업
(주)에스에스알,275630,2018/12,,,6155.69,51.01,58,정보통신업,출판업
(주)에스에스알,275630,2019/12,,,6598.12,50.93,58,정보통신업,출판업
(주)에스에스알,275630,2020/12,,,5526.55,53.45,58,정보통신업,출판업
(주)에스에스알,275630,2021/12,,,6270.96,58.79,58,정보통신업,출판업
(주)에스에스알,275630,2022/12,,,7143.58,57.11,58,정보통신업,출판업
(주)에스에스컴텍,036500,2011/12,19441.03,21.14,6253.23,19.55,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)에스에스컴텍,036500,2012/12,21792.99,17.18,8610.11,24.41,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)에스에스컴텍,036500,2013/12,18699.26,10.98,-3795.5,-17.17,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)에스에스컴텍,036500,2014/12,17727.85,13.54,-2657.98,-11.6,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)에스에스컴텍,036500,2015/12,-8428.97,-46.45,-6378.1,-23.27,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)에스에스컴텍,036500,2016/12,-52948.82,-100.8,-49560.03,-354.83,20,제조업,화학물질 및 화학제품 제조업; 의약품 제외
(주)에스에이엠지엔터테인먼트,419530,2014/12,,,,,59,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업
(주)에스에이엠지엔터테인먼트,419530,2015/12,,,,,59,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업
(주)에스에이엠지엔터테인먼트,419530,2016/12,,,,,59,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업
(주)에스에이엠지엔터테인먼트,419530,2017/12,,,,,59,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업
(주)에스에이엠지엔터테인먼트,419530,2018/12,,,,,59,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업
(주)에스에이엠지엔터테인먼트,419530,2019/12,,,,,59,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업
(주)에스에이엠지엔터테인먼트,419530,2020/12,,,-1469.45,-6.24,59,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업
(주)에스에이엠지엔터테인먼트,419530,2021/12,,,-497.26,-1.3,59,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업
(주)에스에이엠지엔터테인먼트,419530,2022/12,-5127.66,-7.51,-2050.09,-3,59,정보통신업,영상ㆍ오디오 기록물 제작 및 배급업
(주)에스에이엠티,031330,2011/12,32734.28,3.38,32078.93,3.31,46,도매 및 소매업,도매 및 상품 중개업
(주)에스에이엠티,031330,2012/12,36481.27,3.56,36572.35,3.57,46,도매 및 소매업,도매 및 상품 중개업
(주)에스에이엠티,031330,2013/12,37236.03,3.64,71248.29,6.97,46,도매 및 소매업,도매 및 상품 중개업
(주)에스에이엠티,031330,2014/12,7977.39,0.81,3336.85,0.34,46,도매 및 소매업,도매 및 상품 중개업
(주)에스에이엠티,031330,2015/12,54215.5,5.12,47071.99,4.44,46,도매 및 소매업,도매 및 상품 중개업
(주)에스에이엠티,031330,2016/12,48833.11,4.59,53059.18,4.99,46,도매 및 소매업,도매 및 상품 중개업
(주)에스에이엠티,031330,2017/12,59013.45,4.87,48310.22,3.99,46,도매 및 소매업,도매 및 상품 중개업
(주)에스에이엠티,031330,2018/12,52399.53,4.46,48095.21,4.09,46,도매 및 소매업,도매 및 상품 중개업
(주)에스에이엠티,031330,2019/12,53462.65,4.4,49634.41,4.09,46,도매 및 소매업,도매 및 상품 중개업
(주)에스에이엠티,031330,2020/12,60184.15,4.85,49324.97,3.98,46,도매 및 소매업,도매 및 상품 중개업
(주)에스에이엠티,031330,2021/12,107640.26,4.82,81276.72,4.51,46,도매 및 소매업,도매 및 상품 중개업
(주)에스에이엠티,031330,2022/12,111281.26,4.37,89694.76,4.69,46,도매 및 소매업,도매 및 상품 중개업
