회사명,거래소코드,회계년도,자산(*)(요약)(IFRS),자본(*)(요약)(IFRS),차입금의존도(IFRS)(백만원),유보율(IFRS),현금비율(IFRS),부채비율(IFRS),당좌비율(IFRS),순운전자본비율(IFRS),*이자비용(요약)(IFRS)(백만원),* (정상)영업손익(보고서기재)(요약)(IFRS)(백만원),감가상각비(IFRS)(천원),자산(*)(요약)(IFRS연결),자본(*)(요약)(IFRS연결),차입금의존도(IFRS연결),유보율(IFRS연결)(백만원),현금비율(IFRS연결)(백만원),부채비율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),*이자비용(요약)(IFRS연결)(백만원),* (정상)영업손익(보고서기재)(요약)(IFRS연결)(백만원),감가상각비(IFRS연결)(천원),EBITDA(IFRS)(백만원)
(주)티에이치엔,019180,2015/12,208323,62457,30.43,666.04,17.43,233.55,99.18,8.26,4416,11717,63599,197688,21923,42.64,253.92,20.88,801.75,51.26,-18.55,6685,6037,777843,13689.79
(주)티에이치엔,019180,2016/12,218640,79314,28.59,781.26,5.67,175.66,82.72,-1.7,2808,12394,103054,200561,36127,40.69,298.21,10.69,455.15,51.69,-15.84,4523,10453,788926,15003.38
(주)티에이치엔,019180,2017/12,227082,83842,27.7,831.58,0.8,170.85,68.06,-5.99,2567,9102,108817,207070,38091,38.39,319.99,10.85,443.61,43.41,-19.28,4069,9686,845321,11669.81
(주)티에이치엔,019180,2018/12,236394,83792,28.71,831.02,0.15,182.12,84.09,0.75,2617,12249,96629,212395,40257,38.95,345.81,7.9,427.59,56.09,-12.84,3989,11217,562039,14955.62
(주)티에이치엔,019180,2019/12,266950,96015,29.93,966.83,5.6,178.03,75.92,-2.46,2467,18331,192497,265425,63061,37.16,600.51,11.96,320.9,68.68,-3.62,3735,21507,1280434,21115.22
(주)티에이치엔,019180,2020/12,260624,92587,31.3,928.74,0.95,181.49,54.38,-3.94,2531,-9409,231382,279630,66784,40.33,648.17,12.77,318.71,67.12,2.76,4443,8854,907600,-6481.77
(주)티에이치엔,019180,2021/12,300981,98346,39.24,992.74,11.09,206.04,58.61,-6.79,3275,25548,262618,339937,87689,43.6,865.18,20.9,287.66,62.88,0.68,4984,19836,997368,28882.78
(주)티와이홀딩스,363280,2020/12,551539,537129,,,,,,,1,-2266,17661,2003568,1292784,,,,,,,2657,1607,708449,
(주)티와이홀딩스,363280,2021/12,974191,837902,11.5,3544.24,17.54,16.27,18.53,-9.6,447,11137,53561,2132174,1423672,13.18,5696.7,22.51,49.77,51.93,-11.52,9025,11235,2715800,11225.17
(주)티웨이항공,091810,2011/12,,,,,,,,,,,,,,,,,,,,,,,
(주)티웨이항공,091810,2012/12,25065,-33894,93.25,0,1.08,0,12.36,-185.85,2109,-14115,743887,,,,,,,,,,,,-11990.24
(주)티웨이항공,091810,2013/12,26990,-10124,31.94,0,9.43,0,31.31,-56.46,1509,3661,774037,,,,,,,,,,,,6400.79
(주)티웨이항공,091810,2014/12,48125,-4290,16.77,0,10.51,0,44.89,-35.98,1105,7809,844211,,,,,,,,,,,,12623.74
(주)티웨이항공,091810,2015/12,77407,-1597,10.05,0,17.01,0,59.66,-27.09,1662,3184,918825,,,,,,,,,,,,11139.09
(주)티웨이항공,091810,2016/12,95811,-1147,0,0,19.1,0,48.35,-41.81,1385,12569,521940,,,,,,,,,,,,22208.34
(주)티웨이항공,091810,2017/12,225771,36514,0,115.95,64.87,518.31,90.29,-4.21,291,47098,365485,,,,,,,,,,,,60745.86
(주)티웨이항공,091810,2018/12,430096,224854,0,857.34,126.04,91.28,181.69,35.09,1016,46880,361296,430876,225706,0,860.97,126.81,90.9,182.41,35.26,1016,47805,365996,59116.42
(주)티웨이항공,091810,2019/12,805387,186799,44.75,699.2,46.44,331.15,93.98,-0.49,29833,-20599,2153048,807758,188880,44.66,708.06,47.17,327.66,94.71,-0.26,29848,-19243,2181871,78118.34
(주)티웨이항공,091810,2020/12,703438,113898,48.49,108.58,17.23,517.6,60.38,-8.77,29566,-173655,1979272,705789,116986,48.34,114.17,17.67,503.31,61.22,-8.43,29580,-174310,2009796,-64455.99
(주)티웨이항공,091810,2021/12,734508,46062,43.86,-33.57,6.54,1494.59,38.23,-19.73,25716,-148126,1824595,735048,47341,43.88,-31.77,6.65,1452.65,38.61,-19.42,25720,-148327,1846951,-56315.27
(주)티웨이홀딩스,004870,2011/12,21659,6620,39.07,280.46,1.52,227.16,19.98,-40.44,1389,-2708,114594,,,,,,,,,,,,-1856.03
(주)티웨이홀딩스,004870,2012/12,24295,18322,0,258.69,107.9,32.6,160.29,16.54,396,-1773,111717,,,,,,,,,,,,-838.08
(주)티웨이홀딩스,004870,2013/12,35838,27938,8.37,267.52,78.63,28.28,138.83,9.03,158,-532,41073,74942,28730,12.57,272.65,21.96,160.85,43.28,-16.02,1143,2955,656515,-283.64
(주)티웨이홀딩스,004870,2014/12,54341,34542,24.13,337.68,450.93,57.32,541.51,37.83,132,558,19874,115512,40775,17.47,398.47,62.38,183.29,101.58,2.81,1121,7973,864085,689.68
(주)티웨이홀딩스,004870,2015/12,55632,34866,24.03,341.78,113.4,59.56,128.22,11.68,1263,1282,34615,146705,43398,14.42,426.18,39.86,238.05,68.65,-13.58,2924,4072,953440,1425.52
(주)티웨이홀딩스,004870,2016/12,66470,40566,25.55,399.25,44.57,63.86,118.78,10.78,1386,2055,87675,175552,49153,9.67,481.78,24.57,257.15,63.48,-18.73,2771,14230,609615,2212.89
(주)티웨이홀딩스,004870,2017/12,62962,46618,14,31.39,68.53,35.06,170.24,19.53,1118,-881,123259,296444,92474,2.97,135.34,65.52,220.57,96.72,1.03,1541,45530,489136,-688.73
(주)티웨이홀딩스,004870,2018/12,54177,48531,3.91,28.67,80.38,11.63,363.2,22.27,701,-4134,82600,497537,284905,0.43,390.99,125.77,74.63,186.48,32.96,1716,43277,448596,-3717.77
(주)티웨이홀딩스,004870,2019/12,51153,46543,0.29,21.4,35.49,9.9,775.04,25.76,93,-4142,83413,871001,245783,41.43,320.52,47.1,254.38,98.77,1.28,29941,-23779,2265285,-3541.91
(주)티웨이홀딩스,004870,2020/12,85451,43233,28.25,12.76,5.84,97.65,46.41,-17.66,727,-3037,89057,766137,137738,47.69,98.89,16.01,456.23,59.15,-9.73,30307,-177741,2098853,-2357.39
(주)티웨이홀딩스,004870,2021/12,93964,64677,15.24,18.16,60.7,45.28,108.91,4.36,3651,192,65877,805279,89230,41.83,-1.89,9.96,802.48,42.91,-17.22,29371,-148529,1912828,853.19
(주)티이씨앤코,008900,2011/12,130229,110076,2.3,-38.31,34.72,18.31,164.2,11.91,753,-3182,76058,223839,101754,44.63,-42.31,6.22,119.98,29.29,11.05,6559,-9853,159082,-2845.44
(주)티이씨앤코,008900,2012/12,92012,38078,29.81,56.87,2.02,141.64,54.05,-20.79,1187,-3619,284682,148906,-17668,86.32,-22.26,1.33,0,18.74,-51.56,10273,-60443,294918,-2480.77
(주)티이씨앤코,008900,2013/12,48357,5018,22.07,-69.39,3.49,863.63,40.92,-44.42,1744,-1807,239874,,,,,,,,,,,,-444.44
(주)티이씨앤코,008900,2014/12,62534,33260,3.97,1180.61,5.34,88.02,173.44,38.62,638,926,80470,,,,,,,,,,,,1711.59
(주)티이씨앤코,008900,2015/12,69369,47024,1.21,482.81,181.7,47.52,246.91,51.78,1078,1770,91649,,,,,,,,,,,,2563.27
(주)파브코,101990,2011/12,148855,29518,54.29,181.12,0.5,404.29,61.7,-16.21,6337,-1006,389431,153480,33935,52.66,223.19,2.1,352.28,58.03,-15.66,6337,-948,390962,12129.89
(주)파브코,101990,2012/12,141943,33724,52.23,221.18,0.07,320.9,53.66,-23.62,5491,2258,378052,146332,37864,50.66,260.61,0.96,286.47,52.04,-22.95,5504,2244,380403,14031.01
(주)파브코,101990,2013/12,132952,35681,48.43,239.82,0.05,272.61,73.48,-8.37,4254,-1760,345957,138311,40895,46.55,289.48,1.27,238.21,69.86,-8.04,4254,-1722,348490,8155.39
(주)팜스코,036580,2011/12,492170,202437,46.64,1044.23,64.61,143.12,115.67,16.97,5180,25027,571198,496991,201492,47.05,1037.03,66.58,146.66,111.88,15.17,5080,25419,905325,27861.08
(주)팜스코,036580,2012/12,560229,230682,46.31,1198.04,42.08,142.86,92.79,10.39,6991,20009,700061,563237,226863,46.76,1175.87,43.33,148.27,87.17,7.34,7289,18922,1007082,23768.28
(주)팜스코,036580,2013/12,560026,245871,39.45,1280.75,17.16,127.77,87.76,9.01,5970,6206,703468,564784,237291,41.25,1236.16,18.41,138.01,80.41,5.25,6881,5209,1061559,10397.5
(주)팜스코,036580,2014/12,707611,281979,46.91,1451.83,50.31,150.94,119.75,19.3,4579,29051,685181,727462,265232,50.26,1369.16,50.17,174.27,101,9.76,5250,28216,1022196,33536.81
(주)팜스코,036580,2015/12,763178,306933,45.43,1576.96,11.71,148.65,91.89,4.27,4841,36645,564509,776145,265777,50.76,1365.26,12.88,192.03,79.16,-3.22,5645,35593,954298,41678.44
(주)팜스코,036580,2016/12,628563,333031,30.46,1719.07,9.72,88.74,89.17,5.6,5261,38158,511727,663076,294016,38.54,1486.98,10.8,125.52,64.96,-7.2,6666,42334,730331,43013.31
(주)팜스코,036580,2017/12,661084,355496,28.85,1869.46,12.09,85.96,93.03,6.58,4700,31176,485419,725317,320519,38.92,1653.69,14.49,126.29,68.18,-5.65,6809,41749,913216,36268.38
(주)팜스코,036580,2018/12,797653,353028,40.82,1879.82,12.21,125.95,58.67,-9.59,7566,29424,435114,883155,309822,49.48,1622.58,14.27,185.05,61.61,-8.4,11020,23721,671645,34654.18
(주)팜스코,036580,2019/12,840753,317509,46.74,1689.68,10.52,164.8,47.41,-21.01,13899,16052,1748992,979238,299971,53.02,1556.16,10.64,226.44,52.53,-19.29,18521,20208,2488066,23936.75
(주)팜스코,036580,2020/12,781015,317380,42.27,1688.98,10.09,146.08,57.69,-15.19,9405,32905,2071884,989344,307152,51.97,1575.44,14.47,222.1,63.47,-12.4,14099,39715,3230126,41523.08
(주)팜스코,036580,2021/12,855525,310240,49.99,1650.1,22.74,175.76,67.21,-9.53,5833,30332,2000448,1107611,313959,56.7,1578.61,18.91,252.79,64.86,-13.25,10801,36128,3248848,38915.2
(주)퍼시스,016800,2011/12,334351,281798,0,2179.46,55.49,18.65,207.98,20.03,0,34075,2527537,348016,293060,0,2193.94,61.46,18.75,337.8,36.83,0,34075,2527537,38743.9
(주)퍼시스,016800,2012/12,342333,303506,0,2342.73,321.04,12.79,676.07,49.31,0,23916,2196922,,,,,,,,,,,,29665.5
(주)퍼시스,016800,2013/12,348668,309301,0,2443.85,119.44,12.73,576.14,41.64,0,17919,2125352,,,,,,,,,,,,23755.76
(주)퍼시스,016800,2014/12,374687,328881,0,2576.62,172.68,13.93,404.16,32.2,0,20399,2114101,,,,,,,,,,,,26257.99
(주)퍼시스,016800,2015/12,401496,353409,0,2742.03,245.85,13.61,381.87,30.7,0,23704,2171704,,,,,,,,,,,,29605.24
(주)퍼시스,016800,2016/12,416488,368152,0,2862.03,199.71,13.13,438.82,35.48,0,16806,2140418,,,,,,,,,,,,22256.03
(주)퍼시스,016800,2017/12,436795,384411,0,2980.81,185.26,13.63,456.02,40.95,0,23019,2557186,,,,,,,,,,,,28755.27
(주)퍼시스,016800,2018/12,484172,420572,0,3234.07,84.15,15.12,438.6,42.82,0,27720,2906627,,,,,,,,,,,,33889.42
(주)퍼시스,016800,2019/12,481827,443913,0.94,3397.28,167.96,8.54,662.8,45.77,118,25123,4226724,,,,,,,,,,,,32608.11
(주)퍼시스,016800,2020/12,498943,460926,0.56,3565.54,171.31,8.25,571.61,37.04,98,25719,4495290,,,,,,,,,,,,33186.66
(주)퍼시스,016800,2021/12,575485,497508,0.3,3823.22,151.81,15.67,346.14,36.55,60,28653,5427871,,,,,,,,,,,,37875.25
(주)포스코인터내셔널,047050,2011/12,7823738,1520744,63.08,194.77,6.49,414.47,93.04,6.31,70448,238795,6600000,8904232,1910377,58.37,269.71,8.42,366.1,88.46,7.64,78467,162572,7833000,252802.79
(주)포스코인터내셔널,047050,2012/12,6989140,2122898,45.65,272.84,5.62,229.23,102.58,6.77,139990,140992,8950000,7465638,2189106,46.37,284.25,7.32,241.04,91.94,6.11,148820,151917,11759000,157464.22
(주)포스코인터내셔널,047050,2013/12,7739676,2215646,46.11,289.13,1.8,249.32,91.61,0.86,50432,139030,8844000,8268622,2230249,48.13,291.22,3.68,270.75,84.61,1.24,59405,158872,10801000,164364.94
(주)포스코인터내셔널,047050,2014/12,8631129,2343917,51.81,311.66,1.78,268.24,93.16,1.72,67021,346906,8548000,9340867,2374730,53.89,317.73,4.61,293.34,84.89,2.31,77368,376067,11993000,447213.4
(주)포스코인터내셔널,047050,2015/12,7474312,2366910,48.91,315.7,2.36,215.78,101.78,5.12,50724,344621,7840000,8043304,2421189,50.21,328.84,5.73,232.2,91.26,5.32,58628,368804,10877000,489226.18
(주)포스코인터내셔널,047050,2016/12,7419600,2430937,40.21,326.94,1.2,205.22,100.18,4.91,43150,304301,6453000,8288782,2503652,42.55,341.85,4.04,231.07,90.93,4.54,49524,318139,13105000,451562.44
(주)포스코인터내셔널,047050,2017/12,8181642,2775626,40.55,349.95,1.06,194.77,89.23,3.46,72543,352814,8324000,9169986,2852476,43.99,355.48,3.61,221.47,79.76,1.2,87983,401314,15799000,536858.75
(주)포스코인터내셔널,047050,2018/12,8773244,2799146,40.84,353.76,1.13,213.43,94.63,6.03,110551,385285,7460000,9881020,2889539,44.42,368.05,3.72,241.96,85.77,5.66,146164,472623,26093000,552861.54
(주)포스코인터내셔널,047050,2019/12,7721111,2909119,32.86,371.59,2.81,165.41,124.13,17.22,96836,568166,9331000,8959415,3048061,38.09,394.06,6.63,193.94,110.09,16.42,141244,605318,28705000,806547.49
(주)포스코인터내셔널,047050,2020/12,7205951,3021713,32.1,389.84,18.72,138.47,132.5,17.75,67476,424554,8993000,8328039,3160874,35.61,411.95,20,163.47,112.89,16.42,98489,474478,31678000,686018.36
(주)포스코인터내셔널,047050,2021/12,9144515,3142752,34.33,409.46,6.24,190.97,111.93,14.8,61963,365564,9607000,10770734,3512140,36.01,465.17,9.19,206.67,92.62,13.8,82451,585386,31390000,626279.27
(주)포스코케미칼,003670,2011/12,479615,327199,0.01,1007.83,40.42,46.58,212.3,48.02,53,117065,746514,492495,328947,2.2,1007.01,40.63,49.72,209.83,46.69,569,116185,915397,125872.43
(주)포스코케미칼,003670,2012/12,533402,399104,0.01,1251.29,52.26,33.65,235.84,45.24,88,93403,1057925,540390,398252,1.21,1233.06,57.52,35.69,238.57,45.82,571,92050,1152462,103921.44
(주)포스코케미칼,003670,2013/12,588670,449272,0.01,1421.15,62.24,31.03,189.43,31.66,99,76795,980850,630406,452411,6.2,1402.02,66.14,39.34,201.97,32.3,106,74265,991316,89510.24
(주)포스코케미칼,003670,2014/12,647398,507448,0.01,1618.12,39.84,27.58,227.12,35.42,233,88236,878271,721600,514815,8.65,1609.75,37.83,40.17,209.91,32.69,2116,94957,950840,101655.26
(주)포스코케미칼,003670,2015/12,653689,540578,0.01,1730.29,145.77,20.92,275.87,38.96,55,53457,1367184,717506,538225,8.29,1695.23,121.26,33.31,237.75,35.48,2339,56013,1473396,66422.59
(주)포스코케미칼,003670,2016/12,703337,588045,0.01,1891.01,97.97,19.61,305.67,41,13,78811,1057566,723863,569400,5.11,1804.68,97.46,27.13,301.41,41.41,1956,85342,1128944,92200.66
(주)포스코케미칼,003670,2017/12,791424,643206,0.01,2077.77,65.76,23.04,236.01,37.57,1,100675,757777,835840,652190,3.32,2082.01,65.5,28.16,232.68,37.02,1518,103961,789987,114649.92
(주)포스코케미칼,003670,2018/12,837866,693809,0.01,2249.11,78.82,20.76,220.8,32.94,1,101825,939072,947629,758132,2.13,2438.06,78.9,25,216.81,30.31,1549,106299,989014,118057.01
(주)포스코케미칼,003670,2019/12,1620828,929404,28.77,2947.81,86.02,74.39,185.81,23.97,2372,87564,1482307,1730133,1006318,27.89,3171.2,83.81,71.93,184.02,23.06,3152,89855,1609390,131276.98
(주)포스코케미칼,003670,2020/12,1994122,961012,41.65,3051.47,50.76,107.5,291.23,28.74,6538,60450,1630511,2088053,1023617,40.3,3181.52,55.15,103.99,282.82,28.25,6925,60270,1802820,124513.47
(주)포스코케미칼,003670,2021/12,3761333,2331321,28.64,5919.17,10.91,61.34,266.93,38.47,9030,120612,2415703,3922480,2438430,28.1,6068.91,11.39,60.86,258.99,36.96,9200,121676,2646177,201330.06
(주)포스코플랜텍,051310,2011/12,717389,105841,59.24,328.16,6.44,577.8,96.03,-0.11,24295,-22955,871736,728008,111526,58.38,342.13,7.47,552.77,97.66,0.87,24299,-18913,890039,-9867.02
(주)포스코플랜텍,051310,2012/12,762946,130582,59.56,377.91,0.65,484.27,96.12,1.23,22324,11153,837730,766732,132364,59.27,380.89,0.94,479.26,85.05,-7.34,21144,6617,873780,26115.01
(주)포스코플랜텍,051310,2013/12,900409,134928,60.75,324.91,2.28,567.32,101.28,3.9,21492,-58769,691406,901309,135485,60.69,325.64,2.35,565.25,101.41,3.98,20341,-63031,732679,-41715.82
(주)포스코플랜텍,051310,2014/12,745764,215859,45.9,138.41,1.24,245.49,114.87,10.19,22810,-188423,791699,746382,215944,45.91,138.28,1.27,245.64,114.91,10.21,23151,-189070,792054,-170891.61
(주)포스코플랜텍,051310,2015/12,611132,-134083,83.83,0,49.7,0,147.78,23.38,32511,-127708,517434,605044,-131902,84.68,-240.27,49.96,0,149.1,24.23,32552,-127291,517811,-112618.98
(주)풀무원,017810,2011/12,292894,149384,43.7,713.61,9.5,96.07,21.32,-20.8,8175,35363,739810,926335,288704,47.16,1108.54,23.66,220.86,103.23,10.14,21226,40971,5245889,37810.97
(주)풀무원,017810,2012/12,323214,154840,46.37,742.26,30.52,108.74,70.04,-3.53,8337,17142,767851,1025510,289159,50.2,1117.68,22.11,254.65,116.79,14.91,27095,40949,6069827,19696.27
(주)풀무원,017810,2013/12,326402,155618,47.44,746.34,14.72,109.75,28.13,-16.44,7430,16015,725384,981372,272319,46.28,1048.72,20.97,260.38,86.6,2.5,24443,46435,6326508,18774.83
(주)풀무원,017810,2014/12,389415,214724,38.5,1049.64,24.43,81.36,94.74,-1.2,6760,32038,662712,1053568,334693,38.13,1294.26,18.72,214.79,87.05,2.08,20694,53264,6754091,35146.04
(주)풀무원,017810,2015/12,395929,298467,21.46,1489.34,30.92,32.65,52.85,-4.43,4557,22990,570251,975951,330353,34.78,1442.77,33.27,195.43,73.92,-4.05,13715,39533,6820677,26483.96
(주)풀무원,017810,2016/12,405671,300197,22.15,1498.43,30.67,35.13,41.93,-9.89,3046,24590,616324,1061384,366237,32.66,1288.28,18.31,189.81,62.3,-8.28,11590,37945,6934445,28421.21
(주)풀무원,017810,2017/12,406315,303828,20.9,1517.49,6.38,33.73,42.99,-4.32,2905,20272,731198,1103029,375830,33.46,1328.53,14.72,193.49,58.06,-10.67,11774,53473,8141013,24027.11
(주)풀무원,017810,2018/12,478978,383365,16.69,1740.2,9.21,24.94,34.78,-10.16,2882,23253,851906,1214578,439783,33.74,1491.91,19.72,176.18,69.49,-4.51,14100,40248,8911004,27411.34
(주)풀무원,017810,2019/12,505460,455858,4.69,2084.37,24.24,10.88,57.66,-3.25,1943,12325,2234286,1484556,463102,43.35,1805.07,19.44,220.57,58.25,-10.33,25693,30571,17070918,18443.97
(주)풀무원,017810,2020/12,649922,505211,17.69,2316.99,4.33,28.64,157.46,9.56,2351,20302,2161383,1693573,512939,47.27,2055.45,12.74,230.17,65.3,-8.65,27204,45970,22124455,27020.43
(주)풀무원,017810,2021/12,672084,502316,18.34,2344.71,2.18,33.8,88.55,-1.95,3719,24398,2474507,1969373,589791,47.3,2175.2,15.15,233.91,70.85,-4.71,29052,38514,24413639,31243.56
(주)풍산,103140,2011/12,2173899,947510,42.7,576.32,2.6,129.43,60.19,14.81,40807,138796,633346,2626526,943174,51.68,571.58,3.25,178.48,48.91,13.14,55877,123402,1427000,170326.38
(주)풍산,103140,2012/12,2248068,1000445,40.17,614.09,1,124.71,67.15,17.65,41001,132218,2973000,2633201,967376,49.08,588.81,2.52,172.2,52.85,16.35,57500,127806,3617000,170045.64
(주)풍산,103140,2013/12,2321810,1055458,40.2,653.35,1,119.98,60.55,12.71,35029,137733,3553000,2684090,992386,48.9,606.8,3.71,170.47,49.29,12.21,49092,133112,4150000,183003.36
(주)풍산,103140,2014/12,2506602,1125011,40.63,702.99,0.69,122.81,62.71,14.36,33658,129774,1990000,2859106,1048379,47.27,646.89,3.46,172.72,50.72,13.49,45125,127592,2565000,187636.53
(주)풍산,103140,2015/12,2331791,1187072,35.76,747.28,2.02,96.43,64.67,10.76,30286,113931,1819000,2607570,1092994,43.14,678.72,5.53,138.57,55.56,11.88,39704,111054,2319000,176236.41
(주)풍산,103140,2016/12,2343381,1234808,32.43,781.35,1.06,89.78,71.96,12.62,23201,169550,1517000,2714949,1234843,37.16,779.91,7.6,119.86,66.4,15.37,31909,217801,2068000,234288.44
(주)풍산,103140,2017/12,2449953,1307056,29.37,832.91,0.68,87.44,61.63,11.33,18595,187616,1257000,2729496,1309134,33.86,832.91,5.76,108.5,59.19,15.97,27594,241068,1785000,256505.96
(주)풍산,103140,2018/12,2393669,1377224,29.7,882.99,0.98,73.8,63.22,15.13,19451,106669,1335000,2668118,1379324,34.68,882.99,6.63,93.44,58.39,19.56,28666,107501,2108000,179099.2
(주)풍산,103140,2019/12,2277278,1379266,26.19,884.45,2.63,65.11,61.66,13.49,19658,48681,1755000,2562508,1383814,32,886.23,9.24,85.18,59.68,18.8,29732,41143,2802000,126591.25
(주)풍산,103140,2020/12,2285967,1444324,24.2,930.88,0.77,58.27,70.5,16.26,14154,95963,1963000,2552025,1446401,29.53,930.89,10.62,76.44,68.47,21.74,20930,121209,3255000,173473.32
(주)풍산,103140,2021/12,2809433,1683500,24.33,1101.57,1.62,66.88,64.7,17.49,13003,233827,1618000,3148260,1685635,29.92,1101.59,11.39,86.77,60.96,23.84,18807,314125,2620000,308624.53
(주)풍산홀딩스,005810,2011/12,438524,393793,0.94,835.6,288.22,11.36,370.04,16.09,231,43203,81000,581446,477423,6.73,1004.23,115.78,21.79,172.4,12.88,2121,57630,310000,47889.58
(주)풍산홀딩스,005810,2012/12,441932,402791,0.48,855.52,317.62,9.72,400.25,14.08,146,16587,83000,600806,501445,6.18,1052.16,115.64,19.81,168.81,12.6,2023,39411,320000,20219.68
(주)풍산홀딩스,005810,2013/12,450632,412364,0,876.71,11.42,9.28,478.07,16.71,74,17550,110000,631124,522188,6.03,1098.56,18.89,20.86,167.91,13.51,1729,38748,334000,21435.11
(주)풍산홀딩스,005810,2014/12,477241,426195,0,907.32,43.23,11.98,309.11,15.65,0,16442,86000,677038,557251,6,1174.84,29.27,21.5,161.17,13.05,1449,42492,322000,20296.71
(주)풍산홀딩스,005810,2015/12,475896,430589,0,917.05,11.4,10.52,379.09,15.71,0,15264,102000,698531,586776,5.67,1238.98,18.63,19.05,174.49,12.99,1354,35598,321000,19679.71
(주)풍산홀딩스,005810,2016/12,482699,435295,0,927.47,62.05,10.89,406.01,16.51,0,16218,71000,762651,643385,5.15,1365.73,39.36,18.54,173.95,13.17,1161,66523,257000,20626.51
(주)풍산홀딩스,005810,2017/12,492156,441363,0,940.9,28.94,11.51,309.43,14.62,0,16081,75000,818457,683167,5.25,1452.42,30.22,19.8,142.54,11.33,1254,73629,248000,20539.27
(주)풍산홀딩스,005810,2018/12,494814,441415,0,941.01,12.51,12.1,263.22,12.46,0,14850,74000,879346,713431,7.68,1520.79,16.2,23.26,113.33,8.87,1298,36543,252000,19846.92
(주)풍산홀딩스,005810,2019/12,484659,432541,0.06,921.37,43.05,12.05,290.74,11.59,13,8912,216000,938630,722324,5.68,1541.16,20.71,29.95,97.66,7.85,1733,10791,711000,14320.16
(주)풍산홀딩스,005810,2020/12,477419,427691,0.06,910.63,10.58,11.63,317.52,11.51,46,2878,201000,975300,727871,12.15,1554.81,10.25,33.99,76.85,3.69,1985,9409,1791000,8237.97
(주)풍산홀딩스,005810,2021/12,477183,426711,0.2,621.86,56.22,11.83,198.15,9.32,39,9097,185000,1051956,896274,5.51,1369.82,43.62,17.37,115.1,10.45,2198,96828,959000,14419.47
(주)플레이그램,009810,2011/12,57918,39633,0,201.77,16.24,46.13,183.64,26.66,105,-220,80556,59911,56976,0,228.82,198.93,5.15,1882.6,71.18,109,2853,88322,57.24
(주)플레이그램,009810,2012/12,37873,34103,0,159.72,290.87,11.05,728.56,63.17,0,-1561,60849,36126,35135,0,172.25,2986.72,2.82,5173.14,67.58,0,-1024,70620,-1302.26
(주)플레이그램,009810,2013/12,33157,31469,0,123.17,566.4,5.37,1079.75,50.09,0,-2985,135154,32275,30738,0,117.56,1337.11,5,2501.81,66.94,0,-2905,136252,-2849.73
(주)플레이그램,009810,2014/12,31907,26757,0,80.26,44.21,19.24,155.29,9.08,0,-1244,39576,31293,25072,0,68.56,65.49,24.81,190.08,23.75,0,-2225,40046,-1204.8
(주)플레이그램,009810,2015/12,49150,43028,4.11,155.29,542.3,14.23,1308.87,37.19,230,333,12545,45801,39521,4.41,134.34,2070.26,15.89,4761.19,46.51,230,-557,12545,345.83
(주)플레이그램,009810,2016/12,77969,62754,12.54,89.42,101.86,24.24,313.17,39.81,171,-280,2343,73974,57451,13.22,73.44,109.01,28.76,321.25,44.34,171,-2190,2343,-278.13
(주)플레이그램,009810,2017/12,67473,52466,15.46,54.93,88.11,28.6,274.31,37.97,657,-2744,2329,63330,48017,16.48,41.87,87.31,31.89,268.86,40,657,-2744,2329,-2739.75
(주)플레이그램,009810,2018/12,49400,47257,2.08,16.34,743.76,4.53,1223.13,46.9,263,-1178,15720,45214,42646,2.27,5.09,612.41,6.02,917.5,46.3,263,-1179,15720,-1160.6
(주)플레이그램,009810,2019/12,47417,46616,0.47,11.55,3649.76,1.72,4900.37,59.82,51,-1364,178782,42708,41349,0.52,-0.93,2631.46,3.29,3220.46,60.45,51,-1364,178782,-1183.61
(주)플레이그램,009810,2020/12,70991,64400,1.21,710.76,531.15,10.24,753.58,52.66,92,-2207,396907,69041,62141,1.25,683.03,530.75,11.1,698.99,49.71,148,-2409,44599,-1800.58
(주)플레이그램,009810,2021/12,133170,55689,21.2,520.8,67.27,139.13,152.58,30.5,569,-1511,522328,129521,51727,21.79,477.34,67.36,150.39,148.04,28.67,541,-1511,522328,-978.1
(주)하나투어,039130,2011/12,247632,111456,0,2278.09,48.6,122.18,120.89,11.49,0,22076,1372695,296349,131534,5.86,2360.81,56.37,125.3,146.82,25.68,130,24163,3541498,25976.01
(주)하나투어,039130,2012/12,300350,152847,0,2726.05,45.95,96.5,133.44,16.38,0,34721,1502007,352421,179780,3.88,2892.42,54.86,96.03,165.71,31.72,241,39593,3368181,38846.57
(주)하나투어,039130,2013/12,330835,175734,0,3147.77,33.92,88.26,139.48,18.46,0,36540,2002819,376496,192627,2.19,3327.38,45.27,95.45,153.77,25.94,195,40359,2952612,40538.41
(주)하나투어,039130,2014/12,364564,164678,0,3376.62,36.92,121.38,115.44,8.44,0,31419,2482165,437392,187999,4.4,3645.4,46.89,132.66,129.82,16.8,272,40444,4472875,36754.63
(주)하나투어,039130,2015/12,399745,178787,0,3591.93,22.56,123.59,81.1,-10.32,18,34801,2717584,504354,217287,6.04,3904.1,53.18,132.11,120.15,12.85,405,44750,6142805,40726.69
(주)하나투어,039130,2016/12,417727,171842,0,3443.69,41.51,143.09,88.16,-6.88,63,30377,4944944,520250,212076,3.89,3747.41,54.44,145.31,112.09,11.34,625,20932,13143988,38337.61
