회사명,거래소코드,회계년도,통계청 한국표준산업분류 10차(대분류),[제조]총자본정상영업이익률(IFRS),[제조]자기자본순이익률(IFRS),[제조]총자본순이익률(IFRS),[제조]매출액총이익률(IFRS),[제조]금융비용부담률(IFRS),[제조]경영자본순이익률(IFRS),[제조]총자본정상영업이익률(IFRS연결),[제조]자기자본순이익률(IFRS연결),[제조]총자본순이익률(IFRS연결),[제조]매출액총이익률(IFRS연결),[제조]금융비용부담률(IFRS연결),[제조]경영자본순이익률(IFRS연결)
사조씨푸드(주),014710,2014/12,제조업,4.62,4.79,2.98,9.74,0.84,4.17,4.55,5.77,3.57,9.74,0.87,4.97
사조씨푸드(주),014710,2015/12,제조업,4.38,3.25,2.24,8.74,0.4,3.25,3.78,3.5,2.41,8.24,0.41,3.52
사조씨푸드(주),014710,2016/12,제조업,5.37,4.21,2.63,9.33,0.52,4.36,,,,,,
사조씨푸드(주),014710,2017/12,제조업,4.63,9.85,5.68,8.31,0.51,10.35,,,,,,
사조씨푸드(주),014710,2018/12,제조업,4.64,5.88,3.41,8.22,0.58,6,,,,,,
사조씨푸드(주),014710,2019/12,제조업,2.67,-2.66,-1.55,7.19,0.68,-2.72,,,,,,
사조씨푸드(주),014710,2020/12,제조업,3.27,3.78,2.38,9.78,0.6,4.47,,,,,,
사조씨푸드(주),014710,2021/12,제조업,4.32,4.47,3.04,13.1,0.19,6.2,,,,,,
삼부토건(주),001470,2011/12,건설업,-22.2,-86.32,-21.39,-3.38,6.29,-38.03,-14.94,-75.92,-15.38,-0.5,6.19,-21.68
삼부토건(주),001470,2012/12,건설업,-2.32,-63.54,-6.1,2.2,10.58,-11.04,-1.82,-17.38,-1.83,6.68,9.97,-2.68
삼부토건(주),001470,2013/12,건설업,-1.57,-281.94,-11.55,4.61,10.46,-23.18,-1.56,-138.36,-11.16,7.68,10.65,-18.18
삼부토건(주),001470,2014/12,건설업,-3.56,-191.88,-17.03,1.31,10.87,-46,-3.67,-93.32,-14.29,4.87,9.99,-31.12
삼부토건(주),001470,2015/12,건설업,-4.54,0,-41.13,-6.63,17.74,-140.54,-3.16,-443.7,-31.62,-0.02,17.24,-86.05
삼부토건(주),001470,2016/12,건설업,-4.02,0,49.92,-0.25,-1.96,126.73,-3.17,1191.98,23.64,-0.25,-1.87,53.23
삼부토건(주),001470,2017/12,건설업,-4.21,-13.13,-6.14,0.78,0.07,-7.64,-4.74,-14.52,-9.91,-0.1,0.06,-12.86
삼부토건(주),001470,2018/12,건설업,-2.21,0.11,0.06,9.64,-0.42,0.08,-2.42,-35.35,-18.93,9.64,-0.53,-24.86
삼부토건(주),001470,2019/12,건설업,1.6,4.33,2.54,7.64,-1.55,3.42,1.28,4.1,1.92,7.66,-1.56,2.64
삼부토건(주),001470,2020/12,건설업,1.5,2.8,1.57,8.41,-0.58,2.03,-1.85,-9.79,-4.97,7.71,-0.3,-6.45
삼부토건(주),001470,2021/12,건설업,-0.89,0.31,0.16,7.02,-0.03,0.19,-0.89,-1.26,-0.51,8.72,0.62,-0.62
삼성SDI(주),006400,2011/12,제조업,-0.92,-1.39,-1.09,9.65,0,-2.58,2.48,5.26,4.27,12.55,0,8.38
삼성SDI(주),006400,2012/12,제조업,0.65,38.06,28.32,12.11,0.18,87.5,1.92,21.81,15.31,15.73,0.07,34.72
삼성SDI(주),006400,2013/12,제조업,-1.22,-0.82,-0.61,13.46,-4.81,-2.37,-0.26,1.77,1.38,15.08,-0.08,3.57
삼성SDI(주),006400,2014/12,제조업,-0.66,-1.75,-1.32,14.34,-2.41,-3.75,0.53,-0.88,-0.61,16.97,0.08,-1.34
삼성SDI(주),006400,2015/12,제조업,-1.37,-1.27,-0.95,16.41,-0.12,-2.29,-0.37,0.48,0.16,18.27,-0.07,0.31
삼성SDI(주),006400,2016/12,제조업,-7.24,-0.42,-0.32,11.66,-0.62,-0.83,-5.95,2.02,1.36,14.43,-0.18,2.74
삼성SDI(주),006400,2017/12,제조업,0.12,0.97,0.76,16.28,-0.52,2.18,0.76,5.98,4.2,18.49,-0.05,9.14
삼성SDI(주),006400,2018/12,제조업,3.87,5,3.7,20.24,-1.25,9.79,4.07,6.05,4.25,22.28,0.09,9.03
삼성SDI(주),006400,2019/12,제조업,1.37,1.84,1.32,20.34,-0.65,3.28,2.36,2.94,2.05,21.94,0.46,4.09
삼성SDI(주),006400,2020/12,제조업,1.53,1.96,1.44,18.04,-0.54,3.61,3.24,4.54,3.05,21.08,0.4,5.78
삼성SDI(주),006400,2021/12,제조업,3.66,5.14,3.71,19.56,-0.79,9.08,4.13,7.96,4.84,22.71,0.24,9.03
삼성공조(주),006660,2011/12,제조업,3.38,2.88,2.23,12.27,-5.97,2.49,3.48,3.83,2.78,12.04,-2.42,2.99
삼성공조(주),006660,2012/12,제조업,2.53,2.81,2.19,13.37,-7.21,2.55,1.96,2.42,1.3,12.47,-3.51,1.47
삼성공조(주),006660,2013/12,제조업,1.6,8.92,7.34,10.31,-7.18,8.83,1.45,7.37,5.38,9.02,-3.99,6.43
삼성공조(주),006660,2014/12,제조업,0.8,3.93,3.33,8.44,-4.43,5.58,0.32,5.75,3.84,7.41,-2.46,5.03
삼성공조(주),006660,2015/12,제조업,1.61,2.65,2.29,10.59,-8.39,4.17,1.26,4.62,3.38,9.47,-6.06,4.44
삼성공조(주),006660,2016/12,제조업,0.74,3.6,3.11,9.15,-11.11,3.89,0.75,3.97,3.12,9.04,-8.22,3.6
삼성공조(주),006660,2017/12,제조업,1.87,5.27,4.49,13.52,-10.18,5.85,1.65,5.55,4.26,12.78,-7.95,5.31
삼성공조(주),006660,2018/12,제조업,-0.76,2.68,2.3,8.4,-13.55,3.57,-0.43,2.99,2.42,9.17,-9.98,3.55
삼성공조(주),006660,2019/12,제조업,-1.71,2.13,1.87,6.6,-16.5,3.16,-1.57,2.21,1.94,7.28,-11.88,3.08
삼성공조(주),006660,2020/12,제조업,0.3,2.65,2.37,14.19,-15.64,3.86,-0.5,2.46,2.09,11.51,-13.13,3.19
삼성공조(주),006660,2021/12,제조업,0.32,-0.41,-0.37,13.47,-12.06,-0.55,0.45,-1.13,-0.96,12.51,-10.31,-1.36
삼성물산(주),000830,2011/12,도매 및 소매업,2.95,3.36,1.71,8.57,0.53,4.12,3.11,4.48,2.13,7.9,0.48,4.23
삼성물산(주),028260,2011/12,도매 및 소매업,3.36,7.31,4.77,19.19,-2.97,12.23,,,,,,
삼성물산(주),028260,2012/12,도매 및 소매업,2.13,3.98,2.41,17.06,-2.09,5.77,2.01,3.7,2.12,17.05,-2.09,5.32
삼성물산(주),000830,2012/12,도매 및 소매업,1.98,4.04,1.99,9.03,0.35,4.74,2.09,4.3,1.99,7.93,0.38,3.9
삼성물산(주),000830,2013/12,도매 및 소매업,1.18,1.25,0.62,7.12,-0.27,1.51,1.69,2.15,1.04,6.93,-0.05,2.02
삼성물산(주),028260,2013/12,도매 및 소매업,1.44,2.46,1.28,18.39,-0.6,3.07,1.46,1.17,0.59,18.1,-0.56,1.32
삼성물산(주),000830,2014/12,도매 및 소매업,2.2,2.99,1.51,8.75,-1.4,3.77,2.37,2.24,1.04,7.83,-0.18,2.05
삼성물산(주),028260,2014/12,도매 및 소매업,1.05,9.09,4.81,38.88,0.58,11.4,2.36,9.87,5.04,31.83,0.37,10.44
삼성물산(주),028260,2015/12,도매 및 소매업,-0.96,21.85,10.88,16.03,-1.3,25.77,0.14,25.22,10.35,16.08,-0.04,21.91
삼성물산(주),028260,2016/12,도매 및 소매업,0.09,2.39,1.18,12,-3.02,2.85,0.32,0.62,0.05,11.86,-0.49,0.1
삼성물산(주),028260,2017/12,도매 및 소매업,1.5,2.32,1.24,12.38,-1.99,3.47,1.88,3.13,1.03,12.47,-0.91,2.42
삼성물산(주),028260,2018/12,도매 및 소매업,1.93,5.78,3.21,13.17,-4.03,9.42,2.41,8.06,3.82,12.79,-1.45,8.88
삼성물산(주),028260,2019/12,도매 및 소매업,1.66,2.61,1.54,13.19,-3.25,4.67,1.96,4.77,2.37,12.36,-1.67,5.31
삼성물산(주),028260,2020/12,도매 및 소매업,0.69,1.27,0.79,10.67,-3.08,2.95,1.71,3.81,2.32,11.14,-1.83,5.93
삼성물산(주),028260,2021/12,도매 및 소매업,0.56,6.8,4.33,10.57,-7.29,16.21,2.16,5.38,3.31,11.67,-2.95,8.03
삼성바이오로직스(주),207940,2012/12,제조업,,,,,,,,,,,,
삼성바이오로직스(주),207940,2013/12,제조업,-9.57,-13.3,-9.21,10,-2021.62,-19.22,-22.4,-35.03,-21.54,0,-9.62,-24.24
삼성바이오로직스(주),207940,2014/12,제조업,-7.94,-4.5,-2.75,-187.19,5.29,-7.76,-10.46,-16.46,-8.35,-13.24,-0.51,-11.57
삼성바이오로직스(주),207940,2015/12,제조업,-5.56,107.38,52.05,-25.75,1.61,337.97,,,,,,
삼성바이오로직스(주),207940,2016/12,제조업,-0.45,-5.16,-2.62,9.01,5.3,-11.54,,,,,,
삼성바이오로직스(주),207940,2017/12,제조업,0.9,-2.41,-1.32,28.37,-0.92,-4.64,,,,,,
삼성바이오로직스(주),207940,2018/12,제조업,0.85,5.51,3.41,27.09,1.15,8.65,,,,,,
삼성바이오로직스(주),207940,2019/12,제조업,1.54,4.77,3.41,27.37,1.19,6.22,,,,,,
삼성바이오로직스(주),207940,2020/12,제조업,5.69,6.83,4.88,35.7,0.25,7.36,9.12,10.48,7.5,35.72,0.25,13.24
삼성바이오로직스(주),207940,2021/12,제조업,10.45,13.2,8.24,46.29,0.32,10.18,6.74,7.89,4.94,46.33,0.32,8.38
삼성에스디에스(주),018260,2011/12,정보통신업,9.74,10.4,7.84,19.18,-0.51,8.96,10.95,11.84,8.63,18.87,-0.5,9.21
삼성에스디에스(주),018260,2012/12,정보통신업,12,12.12,9.33,21.06,-0.28,10.48,13.08,13.06,9.55,18.36,-0.28,9.95
삼성에스디에스(주),018260,2013/12,정보통신업,7.63,7.15,5.64,17.71,-0.34,6.22,10.36,8.94,6.68,16.06,-0.24,6.91
삼성에스디에스(주),018260,2014/12,정보통신업,7.82,8.22,6.67,20.32,-0.53,7.34,10.94,10.43,8.01,16.37,-0.37,8.28
삼성에스디에스(주),018260,2015/12,정보통신업,6.79,8.59,7,20.14,-0.48,7.65,9.91,10.09,7.91,16.46,-0.36,8.08
삼성에스디에스(주),018260,2016/12,정보통신업,5.22,5.52,4.57,21.88,-0.47,4.99,9.52,9.54,7.81,17.33,-0.37,7.88
삼성에스디에스(주),018260,2017/12,정보통신업,8.33,7.9,6.72,22.26,-0.53,7.39,10.36,9.91,7.67,16.07,-0.44,7.76
삼성에스디에스(주),018260,2018/12,정보통신업,11.24,10.67,9.02,23.97,-0.84,9.96,11.47,10.91,8.35,16.59,-0.64,8.5
삼성에스디에스(주),018260,2019/12,정보통신업,10.85,9.78,8.17,24.89,-1,9.07,11.62,11.76,8.81,16.73,-0.62,9.02
삼성에스디에스(주),018260,2020/12,정보통신업,8.9,4.85,4.07,25.3,-0.8,4.48,9.59,6.71,4.98,15.34,-0.45,5.09
삼성에스디에스(주),018260,2021/12,정보통신업,6.09,5.89,4.9,20.38,-0.57,5.34,7.68,8.45,6.02,12.35,-0.32,6.17
삼성엔지니어링(주),028050,2011/12,"전문, 과학 및 기술 서비스업",17.76,42.01,12.96,11.84,-0.18,14.2,16.44,43.73,11.8,11.6,-0.19,12.66
삼성엔지니어링(주),028050,2012/12,"전문, 과학 및 기술 서비스업",16.28,34.43,11.7,14.13,0.06,12.69,13.48,33.9,9.59,11.25,0.05,10.15
삼성엔지니어링(주),028050,2013/12,"전문, 과학 및 기술 서비스업",-5.79,-53.21,-14.36,1.97,0.05,-15.63,-17.72,-53.45,-12.22,-5.58,0.15,-13.03
삼성엔지니어링(주),028050,2014/12,"전문, 과학 및 기술 서비스업",6.05,-6.1,-1.04,8.89,-0.6,-1.15,2.68,5.91,0.93,6.13,0.23,1.01
삼성엔지니어링(주),028050,2015/12,"전문, 과학 및 기술 서비스업",-23.54,0,-27.93,-16.51,-1.15,-32.02,-24.69,-409.05,-22.14,-16.91,0.28,-24.8
삼성엔지니어링(주),028050,2016/12,"전문, 과학 및 기술 서비스업",2.87,0,-0.05,9.25,-1.29,-0.06,1.28,7.74,0.18,6.89,0.1,0.22
삼성엔지니어링(주),028050,2017/12,"전문, 과학 및 기술 서비스업",-2.83,-11.36,-2.19,3.83,-1.24,-2.79,0.41,-6.45,-1.35,6.1,0.2,-1.65
삼성엔지니어링(주),028050,2018/12,"전문, 과학 및 기술 서비스업",-0.11,3.47,0.67,7.39,-1.99,0.9,4.05,6.08,1.3,9.85,0.51,1.68
삼성엔지니어링(주),028050,2019/12,"전문, 과학 및 기술 서비스업",6.02,17.76,3.97,11.93,-0.1,5.4,9.2,27.49,7.05,12.51,0.04,9.24
삼성엔지니어링(주),028050,2020/12,"전문, 과학 및 기술 서비스업",6.84,21.73,6.18,10.65,-1.04,8.32,7.75,17.32,5.41,9.96,-0.11,6.97
삼성엔지니어링(주),028050,2021/12,"전문, 과학 및 기술 서비스업",7.17,13.66,4.4,12.28,-0.04,5.69,9.31,20.67,6.49,11.5,-0.08,7.93
삼성전기(주),009150,2011/12,제조업,3.67,8.95,5.91,16.55,0.38,10.37,4.53,10.01,5.54,16.27,0.58,8.19
삼성전기(주),009150,2012/12,제조업,7.11,14.18,9.48,17.57,-0.66,15.77,8.16,11.91,6.36,17.55,0.28,9.2
삼성전기(주),009150,2013/12,제조업,5.12,6.31,4.39,17.89,-0.45,7.23,6.59,8.19,4.91,18.74,0.24,6.32
삼성전기(주),009150,2014/12,제조업,-3.51,10.82,7.82,11.82,-0.73,12.24,0.02,11.52,6.83,15.35,0.31,8.72
삼성전기(주),009150,2015/12,제조업,0.03,2.81,2.11,14.04,-2.27,3.12,4.02,0.25,0.28,21.24,0.17,0.35
삼성전기(주),009150,2016/12,제조업,-4.81,-1.58,-1.23,11.69,-2.34,-1.86,0.33,0.35,0.31,17.02,0.47,0.39
삼성전기(주),009150,2017/12,제조업,-1.01,-4.35,-3.37,16.7,-1.06,-5.49,3.97,3.82,2.3,20.6,0.76,2.87
삼성전기(주),009150,2018/12,제조업,7.66,8.23,6.11,26.81,-1.04,9.1,12.41,14.5,8.35,29.14,0.82,9.76
삼성전기(주),009150,2019/12,제조업,7.83,10.64,8.1,28.48,-1.61,11.03,8.48,10.18,6.1,25.51,0.7,7.08
삼성전기(주),009150,2020/12,제조업,7.21,8,6.34,23.67,-0.16,8.45,9.26,10.92,6.97,23.63,0.45,8.29
삼성전기(주),009150,2021/12,제조업,17.32,16.4,12.94,26.35,-0.15,16.75,14.96,13.28,9.21,26.34,0.31,10.16
삼성전자(주),005930,2011/12,제조업,10.42,11.88,8.93,25.17,-0.12,12.46,11.21,14.59,9.47,32.03,-0.04,11.07
삼성전자(주),005930,2012/12,제조업,14.77,17.86,13.88,29.58,-0.15,20.35,17.26,21.6,14.16,37.02,-0.12,16.41
삼성전자(주),005930,2013/12,제조업,15.14,15.71,12.45,30.08,-0.34,18.86,18.62,22.8,15.42,39.79,-0.37,18.12
삼성전자(주),005930,2014/12,제조업,8.73,11.44,9.15,28.03,-2.36,13.98,11.26,15.06,10.53,37.79,-1.3,12.59
삼성전자(주),005930,2015/12,제조업,8.05,9.1,7.35,26.29,-0.75,11.1,11.18,11.16,8.07,38.46,-0.58,9.45
삼성전자(주),005930,2016/12,제조업,7.94,8.45,6.74,27.37,-0.6,10.11,11.6,12.48,9.01,40.42,-0.57,10.41
삼성전자(주),005930,2017/12,제조업,18.69,19.92,15.44,37.37,-1.14,23.45,19.03,21.01,14.96,46.03,-0.45,17.12
삼성전자(주),005930,2018/12,제조업,20.95,20.22,15.73,40.33,-0.4,22.88,18.37,19.63,13.83,45.69,-0.72,15.38
삼성전자(주),005930,2019/12,제조업,6.49,8.75,7.06,26.59,-3.14,10.32,8.03,8.69,6.28,36.09,-0.92,7.07
삼성전자(주),005930,2020/12,제조업,9.2,8.65,7,29.8,-0.27,10.44,9.85,9.99,7.23,38.98,-0.65,8.28
삼성전자(주),005930,2021/12,제조업,13.31,16.45,12.88,32,-3.34,18.59,12.83,13.92,9.92,40.48,-0.35,11.23
삼성제약(주),001360,2011/12,제조업,0.53,-5.12,-2.04,40.71,4.6,-2.08,,,,,,
삼성제약(주),001360,2012/12,제조업,0.57,-9.19,-3.29,40.47,6.87,-3.35,,,,,,
삼성제약(주),001360,2013/12,제조업,-12.47,-69.18,-20.18,37.08,5.78,-20.66,,,,,,
삼성제약(주),001360,2014/12,제조업,-28.81,-112.99,-34.52,28.06,4.87,-35.2,,,,,,
삼성제약(주),001360,2015/12,제조업,-0.95,1.86,0.75,28.62,6.83,0.85,-1.44,-2.15,-0.76,26.73,6.88,-0.87
삼성제약(주),001360,2016/12,제조업,-5.03,-25.58,-13.96,19,5.17,-17.72,-7.14,-33.62,-16.1,15.78,6.81,-19.76
삼성제약(주),001360,2017/12,제조업,-4.73,-13.08,-8.39,9.18,4.66,-10.85,-4.7,-8.56,-5.16,12.12,4.53,-6.64
삼성제약(주),001360,2018/12,제조업,-2.62,-1.18,-0.85,14.97,0.08,-1.03,-3.04,-1.84,-1.32,18.48,0.24,-1.59
삼성제약(주),001360,2019/12,제조업,-3.93,4.99,4.18,21.09,0.16,5.38,,,,,,
삼성제약(주),001360,2020/12,제조업,-5.78,-30.12,-22.97,21.65,3.96,-32,,,,,,
삼성제약(주),001360,2021/12,제조업,-11.19,-32.33,-24.85,16.91,-0.08,-31.86,,,,,,
삼성중공업(주),010140,2011/12,제조업,6.39,19.86,5.01,12.65,-0.33,5.7,6.58,19.4,4.83,13.17,-0.18,5.35
삼성중공업(주),010140,2012/12,제조업,7.11,15.08,4.58,12.73,-0.31,5.14,7.3,16.05,4.82,13.36,-0.19,5.24
삼성중공업(주),010140,2013/12,제조업,5.54,11.84,3.91,11.95,-0.16,4.35,5.37,11.36,3.71,12.11,-0.08,4.02
삼성중공업(주),010140,2014/12,제조업,0.85,2,0.67,5.13,-0.09,0.74,1.06,2.62,0.85,5.92,-0.03,0.92
삼성중공업(주),010140,2015/12,제조업,-10.09,-26.24,-7.59,-12.87,0.12,-8.59,-8.73,-24.66,-7.04,-9.9,0.12,-7.71
삼성중공업(주),010140,2016/12,제조업,-1.11,-2.67,-0.82,3.76,0.26,-0.92,-0.85,-2.31,-0.8,4.56,0.3,-0.87
삼성중공업(주),010140,2017/12,제조업,-3.31,-5.79,-2.27,-2.54,0.3,-2.47,-3.38,-5.62,-2.2,-1.9,0.34,-2.31
삼성중공업(주),010140,2018/12,제조업,-3.45,-7.13,-3.24,-2.43,1.79,-3.57,-2.91,-6.19,-2.76,-0.08,1.94,-2.92
삼성중공업(주),010140,2019/12,제조업,-4.83,-23.08,-10.04,-0.71,1.18,-11.09,-4.42,-21.88,-9.43,0.83,1.33,-10.03
삼성중공업(주),010140,2020/12,제조업,-7.8,-32.34,-11.01,-7.18,2.15,-12.11,-7.95,-33.06,-11.26,-6.79,2.25,-11.91
삼성중공업(주),010140,2021/12,제조업,-9.7,-32.13,-10.34,-11.71,1.79,-11.47,-10.81,-35.15,-11.96,-11.56,1.87,-13.1
삼아알미늄(주),006110,2011/12,제조업,3.34,2.41,1.43,8.51,1.27,1.57,,,,,,
삼아알미늄(주),006110,2012/12,제조업,2.8,2.54,1.54,8.54,0.98,1.71,,,,,,
삼아알미늄(주),006110,2013/12,제조업,0.64,0.34,0.21,6.63,0.37,0.24,,,,,,
삼아알미늄(주),006110,2014/12,제조업,0.1,0.81,0.46,6.18,1.1,0.53,,,,,,
삼아알미늄(주),006110,2015/12,제조업,-0.93,-3.12,-1.74,4.72,1.82,-1.84,,,,,,
삼아알미늄(주),006110,2016/12,제조업,1.91,0.96,0.54,8.55,1.76,0.55,,,,,,
삼아알미늄(주),006110,2017/12,제조업,1.83,0.12,0.07,8.15,1.61,0.07,,,,,,
삼아알미늄(주),006110,2018/12,제조업,2.84,2.64,1.43,9.56,1.42,1.49,2.81,2.62,1.41,9.22,1.25,1.46
삼아알미늄(주),006110,2019/12,제조업,3.02,4.62,2.45,10.61,1.38,2.68,3.18,4.62,2.44,9.66,1.05,2.62
삼아알미늄(주),006110,2020/12,제조업,3.85,3.2,1.69,11.31,1.1,1.82,3.55,3.2,1.69,9.97,0.87,1.79
삼아알미늄(주),006110,2021/12,제조업,7.18,10.46,5.6,13.15,0.76,5.8,7.11,10.46,5.59,12.07,0.64,5.73
삼양식품(주),003230,2011/12,제조업,5.36,7.29,3.48,22.26,0.56,3.8,5.07,6.95,3.25,22.31,0.52,3.59
삼양식품(주),003230,2012/12,제조업,2.8,3.95,2.05,20.65,0.3,2.37,2.48,3.5,1.72,21.85,0.28,1.96
삼양식품(주),003230,2013/12,제조업,4.22,3.81,2.11,22.11,0.36,2.5,3.46,2.28,1.14,23.9,0.33,1.33
삼양식품(주),003230,2014/12,제조업,3.35,4.69,2.63,22.62,0.35,3.21,3.25,2.49,1.36,24.58,0.32,1.61
삼양식품(주),003230,2015/12,제조업,2.44,-3.77,-2.12,22.63,0.22,-2.67,2.4,-1.94,-1.14,24.64,0.25,-1.4
삼양식품(주),003230,2016/12,제조업,7.58,10.92,6.05,23.98,0.17,7.64,8.11,10.9,6.03,25.59,0.18,7.45
삼양식품(주),003230,2017/12,제조업,11.76,14.81,7.79,24.53,0.15,9.78,11.95,15.28,8.03,25.72,0.12,9.86
삼양식품(주),003230,2018/12,제조업,13.31,16.42,8.88,25.38,-0.65,10.75,13.62,16.16,8.71,26.75,0.11,10.24
삼양식품(주),003230,2019/12,제조업,16,20.88,12.43,26.23,0.01,14.51,17.74,23.15,13.6,28.91,0.01,15.02
삼양식품(주),003230,2020/12,제조업,16.68,19.77,12.14,26.78,-0.04,14.26,18.57,21.46,13.24,29.53,-0.03,14.52
삼양식품(주),003230,2021/12,제조업,9.26,14.53,8.06,24.77,-0.1,10.55,9.98,15.38,8.65,26.58,-0.1,10.45
삼양통상(주),002170,2011/12,제조업,4.29,5.12,4.29,9.53,-1.7,5.84,5,5.68,4.73,10.76,-1.61,6.2
삼양통상(주),002170,2012/12,제조업,1.5,2.25,1.86,4.86,-1.67,2.49,2.07,2.81,2.32,6.25,-1.62,3.01
삼양통상(주),002170,2013/12,제조업,0.08,0.93,0.75,2.36,-1.35,0.98,0.68,1.59,1.27,3.65,-1.23,1.64
삼양통상(주),002170,2014/12,제조업,3.09,4.77,3.62,6.36,-0.85,4.6,3.34,4.68,3.57,7.18,-0.77,4.46
삼양통상(주),002170,2015/12,제조업,3.98,4.96,3.67,7.57,-0.57,4.47,3.93,4.65,3.44,8.18,-0.5,4.12
삼양통상(주),002170,2016/12,제조업,10.62,9.94,7.95,19,-0.34,9.49,10.32,9.51,7.58,19.03,-0.2,8.93
삼양통상(주),002170,2017/12,제조업,10.06,9.59,8.35,20.08,-0.75,9.96,10.06,9.56,8.31,20.74,-0.67,9.8
삼양통상(주),002170,2018/12,제조업,9.87,9.49,8.41,19.2,-2.26,9.9,10.07,8.96,7.93,20.32,-1.02,9.24
삼양통상(주),002170,2019/12,제조업,13.98,14.1,12.55,28.17,-1.5,14.81,14.14,14.22,12.64,29.38,-1.44,14.82
삼양통상(주),002170,2020/12,제조업,14.16,14.44,12.82,31.12,-2.85,15.07,14.54,14.17,12.57,32.86,-1.53,14.7
삼양통상(주),002170,2021/12,제조업,7.86,8.01,7.12,21.08,-2.08,8.24,7.93,8.15,7.22,22.72,-1.92,8.3
삼영무역(주),002810,2011/12,도매 및 소매업,4.01,5.54,4.22,7.1,-1.38,6.88,3.62,8.27,6.43,7.72,-0.18,10.11
삼영무역(주),002810,2012/12,도매 및 소매업,2.49,9.76,7.82,6.27,-5.58,12.67,2.08,10.66,8.78,6.77,-0.49,14.22
삼영무역(주),002810,2013/12,도매 및 소매업,1.72,8.19,6.73,5.97,-5.74,10.82,1.62,9.32,7.66,6.68,-0.64,12.39
삼영무역(주),002810,2014/12,도매 및 소매업,1.89,7.08,5.8,6.41,-4.85,9.1,1.75,9.16,7.54,7.16,-0.68,12.22
삼영무역(주),002810,2015/12,도매 및 소매업,1,6.61,5.56,6.62,-6.47,8.56,0.98,7.5,6.35,7.62,-0.88,10.32
삼영무역(주),002810,2016/12,도매 및 소매업,1.81,7.08,6.08,7.78,-6.43,9.26,1.63,8.95,7.68,8.79,-0.78,12.63
삼영무역(주),002810,2017/12,도매 및 소매업,2.89,6.13,5.22,8.13,-3.19,7.73,2.84,9.58,8.19,9.5,-0.77,13.49
삼영무역(주),002810,2018/12,도매 및 소매업,1.77,19.58,16.8,6.54,-21.81,23.62,1.82,8.99,7.73,7.72,-1.22,11.83
삼영무역(주),002810,2019/12,도매 및 소매업,2.12,10.44,9.15,7.96,-12.31,12.64,2.05,10.32,7.77,9.47,-1.36,10.43
삼영무역(주),002810,2020/12,도매 및 소매업,2.35,4.71,4.21,8.89,-7.09,6.1,4.28,7.62,6.64,12.16,-0.71,8.86
삼영무역(주),002810,2021/12,도매 및 소매업,3.55,9.64,8.56,8.36,-8.47,12.9,4.31,10.12,8.08,10.9,-0.56,11.45
삼영전자공업(주),005680,2011/12,제조업,5.32,5.27,4.85,14.09,-1.39,5.9,4.92,4.81,4.37,14.62,-1.16,4.84
삼영전자공업(주),005680,2012/12,제조업,2.53,2.48,2.32,11.29,-2.17,2.71,2.49,2.02,1.86,11.95,-1.59,2.03
삼영전자공업(주),005680,2013/12,제조업,2.03,3.12,2.95,10.62,-2.28,3.38,2.35,2.99,2.79,12.35,-1.53,2.98
삼영전자공업(주),005680,2014/12,제조업,2.42,4.21,4,11.95,-2.82,4.58,3,4.16,3.9,14.71,-1.77,4.19
삼영전자공업(주),005680,2015/12,제조업,1.64,2.71,2.57,11.77,-3.25,2.93,2.41,3.02,2.86,15.18,-1.86,3.05
삼영전자공업(주),005680,2016/12,제조업,1.63,2.64,2.5,12.29,-3.3,2.82,1.97,2.83,2.7,14.89,-1.69,2.86
삼영전자공업(주),005680,2017/12,제조업,1.68,2.87,2.74,11.73,-3.33,3.09,1.8,2.25,2.14,13.54,-1.7,2.27
삼영전자공업(주),005680,2018/12,제조업,1.94,3.03,2.89,11.12,-2.87,3.27,2.6,3.18,3.01,13.79,-1.71,3.22
삼영전자공업(주),005680,2019/12,제조업,0.2,1.94,1.87,8.5,-4.35,2.11,0.92,1.77,1.69,12.32,-2.22,1.81
삼영전자공업(주),005680,2020/12,제조업,1.08,2.47,2.38,10.91,-3.47,2.68,1.82,2.34,2.25,14.48,-1.78,2.39
삼영전자공업(주),005680,2021/12,제조업,2.65,3.67,3.51,13.05,-2.35,3.9,2.89,3.33,3.13,15.33,-1.24,3.32
삼영화학공업(주),003720,2011/12,제조업,16.92,18.3,12.49,20.25,-0.1,18.96,12.89,16.92,8.87,18.98,0.1,9.87
삼영화학공업(주),003720,2012/12,제조업,5.47,6.5,4.8,14.06,-0.31,7.37,3.19,4.81,2.36,12.22,0,2.64
삼영화학공업(주),003720,2013/12,제조업,-0.7,-1.27,-0.98,7.96,-0.22,-1.63,-3.74,-5.71,-4.17,6.26,0.14,-4.67
삼영화학공업(주),003720,2014/12,제조업,-4.09,-9.84,-7.47,3.92,0.23,-12.99,-5.68,-14.97,-8.94,3.64,0.54,-9.88
삼영화학공업(주),003720,2015/12,제조업,-2.99,-3.73,-2.82,5.7,0.54,-4.86,-6.99,-12.28,-7.17,0.68,0.92,-7.71
삼영화학공업(주),003720,2016/12,제조업,0.08,-32.19,-23.71,9.8,0.41,-37.56,-3.89,-8.27,-6.57,5.2,0.89,-6.94
삼영화학공업(주),003720,2017/12,제조업,-6.09,-31.33,-20.62,5.88,0.5,-25.51,-10.24,-32.07,-23.61,-0.9,1.13,-24.45
