회사명,거래소코드,회계년도,자본금회전률(IFRS),유형자산회전율(IFRS),재고자산회전률(IFRS),자기자본회전률(IFRS),타인자본회전률(IFRS),총자본회전률(IFRS),자본금회전률(IFRS연결),유형자산회전율(IFRS연결),재고자산회전률(IFRS연결),자기자본회전률(IFRS연결),타인자본회전률(IFRS연결),총자본회전률(IFRS연결)
(주)한화,000880,2015/12,13.52,5.28,8.17,1.91,1.16,0.72,109.7,4.27,14.08,3.21,0.34,0.31
(주)한화,000880,2016/12,11.77,4.81,8.6,1.77,1.07,0.66,108.73,4.55,16.07,3.38,0.35,0.31
(주)한화,000880,2017/12,9.48,4.13,8.28,1.47,1.04,0.61,102.96,4.92,18.51,3.34,0.35,0.32
(주)한화,000880,2018/12,10.67,4.73,7.95,1.58,1.21,0.68,99.56,4.5,14.84,2.96,0.33,0.3
(주)한화,000880,2019/12,9.06,3.98,5.73,1.3,1,0.56,102.98,4.39,12.93,2.86,0.32,0.29
(주)한화,000880,2020/12,8.17,3.44,5.99,1.16,0.96,0.52,104.03,4.47,12.68,2.77,0.3,0.27
(주)한화,000880,2021/12,8.04,3.28,7.82,1.11,0.94,0.51,107.93,4.67,11.39,2.67,0.3,0.27
(주)한화갤러리아타임월드,027390,2011/12,4.28,0.66,79.66,0.65,1.14,0.41,,,,,,
(주)한화갤러리아타임월드,027390,2012/12,4.25,0.66,73.48,0.57,1.13,0.38,,,,,,
(주)한화갤러리아타임월드,027390,2013/12,4.16,0.66,74.18,0.5,1.07,0.34,,,,,,
(주)한화갤러리아타임월드,027390,2014/12,5.34,0.87,38.39,0.59,1.32,0.41,,,,,,
(주)한화갤러리아타임월드,027390,2015/12,5.63,0.81,16.51,0.6,0.95,0.37,,,,,,
(주)한화갤러리아타임월드,027390,2016/12,9.49,1.2,11.79,1.08,1.21,0.57,,,,,,
(주)한화갤러리아타임월드,027390,2017/12,11.02,1.41,9.12,1.36,1.36,0.68,,,,,,
(주)한화갤러리아타임월드,027390,2018/12,11.09,1.55,7.39,1.44,1.39,0.71,,,,,,
(주)한화갤러리아타임월드,027390,2019/12,4.75,0.73,5.24,0.83,0.62,0.36,,,,,,
(주)허메스홀딩스,012400,2011/12,0.66,25.82,1032.43,0.48,0.58,0.26,0.62,30.4,0,0.73,0.51,0.3
(주)현대그린푸드,005440,2011/12,16.94,9.77,36.08,0.74,2.96,0.59,28.47,13.46,31.35,1.14,3.52,0.86
(주)현대그린푸드,005440,2012/12,23.91,9.64,26.71,1,3.56,0.78,31.86,12.08,29.14,1.21,3.42,0.89
(주)현대그린푸드,005440,2013/12,26.12,9.9,23.88,1.05,3.85,0.82,36.08,12.13,28.53,1.28,3.62,0.95
(주)현대그린푸드,005440,2014/12,27.93,10.02,22.44,1.13,4.38,0.9,40.24,12.4,26.61,1.4,3.93,1.03
(주)현대그린푸드,005440,2015/12,30.21,9.93,19.65,1.24,5.09,1,43.25,12.3,23.18,1.48,4.28,1.1
(주)현대그린푸드,005440,2016/12,31.81,10.24,20.42,1.27,5.38,1.03,51.62,12.08,17.44,1.64,4.75,1.22
(주)현대그린푸드,005440,2017/12,30.24,9.93,23.25,1.16,5.05,0.94,51.87,7.98,10.38,1.39,3.82,1.02
(주)현대그린푸드,005440,2018/12,31,9.54,24.96,1.14,5.04,0.93,66.56,7.79,10.58,1.57,4.39,1.15
(주)현대그린푸드,005440,2019/12,31.58,8.09,28.47,1.14,4.9,0.92,63.95,6.34,10.3,1.48,3.96,1.08
(주)현대그린푸드,005440,2020/12,30.96,7.13,28.62,1.09,4.38,0.88,66.29,5.71,11.45,1.5,3.75,1.07
(주)현대그린푸드,005440,2021/12,34.21,7.87,28.32,1.17,4.98,0.95,71.36,5.92,11.53,1.58,3.92,1.13
(주)현대리바트,079430,2011/12,28.57,3.83,8.57,2.63,3.54,1.51,30.19,3.98,8.84,2.81,3.56,1.57
(주)현대리바트,079430,2012/12,28.11,3.71,7.81,2.54,3.54,1.48,29.25,3.8,7.84,2.68,3.44,1.51
(주)현대리바트,079430,2013/12,30.46,4.08,8.77,2.72,4.09,1.63,32.13,4.24,8.86,2.91,3.99,1.68
(주)현대리바트,079430,2014/12,36.56,4.95,9.85,3.07,5,1.9,37.24,4.97,9.69,3.12,4.83,1.9
(주)현대리바트,079430,2015/12,40.31,5.41,11.22,3,5.51,1.94,40.22,5.32,10.65,2.99,5.35,1.92
(주)현대리바트,079430,2016/12,42.37,5.22,11.68,2.78,5.43,1.84,42.62,5.17,11.12,2.81,5.33,1.84
(주)현대리바트,079430,2017/12,46.73,5.61,10.44,2.54,4.39,1.61,47.01,5.56,10.18,2.57,4.32,1.61
(주)현대리바트,079430,2018/12,64.33,7.73,11.08,3.06,5.44,1.96,65.82,7.78,11.03,3.14,5.4,1.99
(주)현대리바트,079430,2019/12,59.27,5.22,9.67,2.69,4.78,1.72,60.27,5.2,9.47,2.73,4.7,1.73
(주)현대리바트,079430,2020/12,66.35,4.17,12.46,2.91,4.53,1.77,67.43,4.16,12.18,2.95,4.49,1.78
(주)현대리바트,079430,2021/12,67.5,3.82,11.46,2.87,4.05,1.68,68.5,3.83,11.3,2.9,4.04,1.69
(주)현대미포조선,010620,2011/12,41.74,6.75,21.81,1.15,1.48,0.65,46.24,5.31,18.07,1.2,0.96,0.53
(주)현대미포조선,010620,2012/12,40.03,6.37,21.12,1.25,1.93,0.76,44.15,4.89,18.8,1.3,1.01,0.57
(주)현대미포조선,010620,2013/12,34.87,5.59,18.27,1.1,1.66,0.66,39.86,4.52,18.1,1.2,0.7,0.44
(주)현대미포조선,010620,2014/12,33.65,5.4,15.42,1.36,1.22,0.64,39.67,4.68,14.61,1.54,0.52,0.39
(주)현대미포조선,010620,2015/12,37.02,6.01,16.76,2.11,1.21,0.77,46.52,5.52,17.08,2.5,0.59,0.48
(주)현대미포조선,010620,2016/12,34.42,4.57,19.25,1.79,1.26,0.74,42.2,4.3,20.22,2.08,0.58,0.45
(주)현대미포조선,010620,2017/12,24.41,2.67,24.24,1.11,1.2,0.58,24.53,2.21,19.03,1.07,0.38,0.28
(주)현대미포조선,010620,2018/12,16.05,2.12,28.33,1.06,1.75,0.66,16.04,1.84,18.77,1.03,0.67,0.41
(주)현대미포조선,010620,2019/12,15.02,2.23,28.56,1.3,2.62,0.87,14.99,1.96,18.34,1.28,2.76,0.87
(주)현대미포조선,010620,2020/12,13.92,1.99,27.27,1.2,2.42,0.8,13.98,1.78,17.73,1.18,2.47,0.8
(주)현대미포조선,010620,2021/12,14.31,1.97,18.85,1.28,1.95,0.77,14.46,1.78,13.94,1.26,1.99,0.77
(주)현대백화점,069960,2011/12,8.33,0.55,34.5,0.48,0.8,0.3,12.48,0.5,42.53,0.54,0.87,0.33
(주)현대백화점,069960,2012/12,8.77,0.49,29.91,0.45,0.72,0.28,12.99,0.45,37.71,0.5,0.76,0.3
(주)현대백화점,069960,2013/12,9.63,0.51,29.73,0.45,0.76,0.28,13.11,0.42,36.33,0.45,0.73,0.28
(주)현대백화점,069960,2014/12,9.58,0.45,24.41,0.41,0.84,0.27,13.26,0.39,31.12,0.42,0.79,0.28
(주)현대백화점,069960,2015/12,10.39,0.44,22.94,0.41,0.87,0.28,14.16,0.39,28.9,0.42,0.82,0.28
(주)현대백화점,069960,2016/12,11.71,0.46,24.85,0.44,0.83,0.29,15.65,0.41,30.69,0.44,0.83,0.29
(주)현대백화점,069960,2017/12,11.76,0.44,24.83,0.42,0.85,0.28,15.79,0.39,30.79,0.41,0.83,0.28
(주)현대백화점,069960,2018/12,11.76,0.42,23.55,0.39,0.88,0.27,15.91,0.38,21.27,0.39,0.86,0.27
(주)현대백화점,069960,2019/12,11.84,0.41,22.99,0.37,0.78,0.25,18.79,0.44,14.75,0.45,0.92,0.3
(주)현대백화점,069960,2020/12,10.64,0.36,20.86,0.32,0.55,0.2,19.43,0.44,10.89,0.45,0.72,0.28
(주)현대백화점,069960,2021/12,12.92,0.43,24.43,0.38,0.58,0.23,30.53,0.67,11.93,0.7,0.96,0.4
(주)현대퓨처넷,126560,2011/12,0.71,1.88,0,0.11,0.45,0.09,4.61,1.43,1928.51,0.6,1.48,0.43
(주)현대퓨처넷,126560,2012/12,0.77,2.18,0,0.11,0.93,0.1,5.1,1.66,2196.76,0.59,2.19,0.47
(주)현대퓨처넷,126560,2013/12,0.77,2.46,0,0.11,2.7,0.1,5.61,1.94,4292.98,0.59,3.55,0.51
(주)현대퓨처넷,126560,2014/12,0.78,2.82,0,0.1,3.39,0.1,5.68,2.1,4338.83,0.55,4.2,0.49
(주)현대퓨처넷,126560,2015/12,0.78,3.24,0,0.1,4.35,0.1,5.4,2.1,2859.38,0.5,4.71,0.45
(주)현대퓨처넷,126560,2016/12,1.71,1.41,0,0.18,2.74,0.17,5.29,2.26,6998.38,0.48,4.94,0.43
(주)현대퓨처넷,126560,2017/12,4.82,2.23,22547.97,0.42,4.37,0.39,5.14,2.37,19578.15,0.45,4.52,0.41
(주)현대퓨처넷,126560,2018/12,4.81,2.34,22107.86,0.4,4.37,0.36,5.13,2.39,6919.46,0.42,4.38,0.38
(주)현대퓨처넷,126560,2019/12,4.78,2.42,648446.35,0.38,4.18,0.35,5.19,2.51,9757.01,0.4,4.23,0.37
(주)현대퓨처넷,126560,2020/12,4.02,3.95,1135389.65,0.32,2.46,0.28,5.46,1.9,21.18,0.4,2.19,0.34
(주)현대퓨처넷,126560,2021/12,0.6,3.31,979.7,0.05,0.28,0.04,2.42,0.87,4.61,0.17,0.71,0.13
(주)현대홈쇼핑,057050,2011/12,11.86,8.22,209.93,0.93,2.9,0.7,11.86,8.21,209.97,0.89,2.88,0.68
(주)현대홈쇼핑,057050,2012/12,12.67,8.52,144.78,0.84,2.53,0.63,,,,,,
(주)현대홈쇼핑,057050,2013/12,13.33,8.89,98.65,0.75,2.64,0.58,,,,,,
(주)현대홈쇼핑,057050,2014/12,14.46,9.44,57.38,0.72,3.11,0.58,,,,,,
(주)현대홈쇼핑,057050,2015/12,14.85,9.55,43.39,0.71,3.12,0.58,14.93,9.1,38.56,0.66,2.89,0.54
(주)현대홈쇼핑,057050,2016/12,16.02,10.32,41.52,0.75,2.74,0.59,16.16,9.33,38.52,0.69,2.56,0.54
(주)현대홈쇼핑,057050,2017/12,17.03,11.13,37.51,0.76,2.86,0.6,17.39,8.71,33.77,0.7,2.68,0.55
(주)현대홈쇼핑,057050,2018/12,16.22,10.6,27.31,0.7,3.13,0.57,16.96,4.34,10.68,0.63,1.7,0.46
(주)현대홈쇼핑,057050,2019/12,17.17,11.35,20.96,0.72,3.62,0.6,34.34,5.58,12.61,1.21,2.52,0.82
(주)현대홈쇼핑,057050,2020/12,18.08,12.07,19.12,0.74,3.47,0.61,35.67,5.53,13.2,1.21,2.56,0.82
(주)현대홈쇼핑,057050,2021/12,18.01,11.91,19.27,0.73,3.45,0.6,36.83,5.86,13.35,1.2,2.73,0.83
(주)혜인,003010,2011/12,30.71,2.49,3.87,1.66,2.53,1,31.47,2.29,3.38,1.75,2.23,0.98
(주)혜인,003010,2012/12,31.59,2.43,2.77,1.78,1.82,0.9,32.04,2.19,2.71,1.84,1.71,0.89
(주)혜인,003010,2013/12,33.59,2.41,2.79,2.07,1.66,0.92,36.42,2.35,2.85,2.28,1.65,0.96
(주)혜인,003010,2014/12,33.73,2.37,2.75,2.16,1.65,0.93,40.91,2.61,3.04,2.7,1.77,1.07
(주)혜인,003010,2015/12,31.8,2.21,2.38,2.13,1.46,0.87,41.97,2.68,2.91,2.84,1.74,1.08
(주)혜인,003010,2016/12,32.98,2.24,2.67,2.31,1.56,0.93,33.19,2.12,2.59,2.31,1.46,0.9
(주)혜인,003010,2017/12,36.92,2.6,2.88,2.53,1.76,1.04,37.37,2.53,2.88,2.59,1.7,1.03
(주)혜인,003010,2018/12,33.88,2.66,2.52,2.29,1.66,0.96,34.1,2.58,2.51,2.36,1.59,0.95
(주)혜인,003010,2019/12,40.9,3.42,3.25,2.7,2.08,1.18,41.04,3.36,3.25,2.79,2.01,1.17
(주)혜인,003010,2020/12,34.22,3,3.2,2.16,1.95,1.02,34.22,2.99,3.2,2.25,1.87,1.02
(주)혜인,003010,2021/12,32.46,3.02,3.58,1.97,2.14,1.03,32.46,3.02,3.58,2.06,2.04,1.03
(주)호텔신라,008770,2011/12,8.82,3.77,6.41,3.03,2.54,1.38,8.99,3.79,6.51,3.07,2.57,1.4
(주)호텔신라,008770,2012/12,10.95,4.59,6.36,3.41,2.68,1.5,11.1,4.6,6.43,3.44,2.7,1.51
(주)호텔신라,008770,2013/12,11.38,4.06,6.62,3.33,2.41,1.4,11.48,4.08,6.64,3.36,2.43,1.41
(주)호텔신라,008770,2014/12,13.98,4.26,7.2,3.85,2.61,1.56,14.54,4.32,7.01,4.13,2.63,1.61
(주)호텔신라,008770,2015/12,13.91,4.04,6.51,3.44,2.24,1.36,16.26,4.52,6.75,4.41,2.49,1.59
(주)호텔신라,008770,2016/12,15.78,4.58,7.74,3.88,2.41,1.49,18.58,5.15,7.89,5.29,2.64,1.76
(주)호텔신라,008770,2017/12,16.81,5.05,8.41,4.3,2.46,1.57,20.06,5.73,8.26,6.03,2.71,1.87
(주)호텔신라,008770,2018/12,18.22,5.57,7.4,4.42,2.55,1.62,23.57,6.78,7.83,6.58,3.02,2.07
(주)호텔신라,008770,2019/12,22.84,7.08,6.97,4.95,2.63,1.72,28.59,8.34,7.36,6.79,2.76,1.96
(주)호텔신라,008770,2020/12,14.07,4.49,4.48,3.4,1.46,1.02,15.94,4.91,4.34,4.13,1.31,0.99
(주)호텔신라,008770,2021/12,16.9,5.66,6.24,5.35,1.99,1.45,18.9,6.22,6.07,6.29,1.74,1.36
(주)화승알앤에이,378850,2021/12,,,,,,,,,,,,
(주)화승엔터프라이즈,241590,2015/12,,,,,,,,,,,,
(주)화승엔터프라이즈,241590,2016/12,2.67,0,0,0.19,28.11,0.19,53.73,4.6,9.48,5.01,2.9,1.84
(주)화승엔터프라이즈,241590,2017/12,3.06,687.5,0,0.2,6.17,0.19,53.72,3.42,7.61,3.38,2.52,1.44
(주)화승엔터프라이즈,241590,2018/12,0.21,42.14,0,0.02,0.24,0.02,38.73,2.71,6.16,3.23,2.09,1.27
(주)화승엔터프라이즈,241590,2019/12,0.27,54.13,0,0.04,0.26,0.04,39.7,3.13,6.37,3.69,2.21,1.38
(주)화승엔터프라이즈,241590,2020/12,0.13,22.69,0,0.01,0.11,0.01,36.86,2.73,5.01,2.47,1.82,1.05
(주)화승엔터프라이즈,241590,2021/12,0.16,42.17,0,0.01,0.14,0.01,37.59,2.29,3.79,2.07,1.46,0.86
(주)화승인더스트리,006060,2011/12,9.48,4.26,16.93,2,1.7,0.92,21.8,3.78,8.01,4.31,1.85,1.3
(주)화승인더스트리,006060,2012/12,8.44,3.65,12.68,1.77,1.45,0.8,20.24,3.37,7.21,4.06,1.7,1.2
(주)화승인더스트리,006060,2013/12,7.86,3.44,13.3,1.7,1.35,0.75,21.63,3.52,7.76,4.83,1.75,1.29
(주)화승인더스트리,006060,2014/12,8.2,3.68,13.74,1.9,1.18,0.73,21.64,3.49,6.79,5.25,1.54,1.19
(주)화승인더스트리,006060,2015/12,22.82,11.19,33.08,5.12,2.88,1.84,27,4.07,7.58,6.05,1.76,1.37
(주)화승인더스트리,006060,2016/12,29.98,15.45,40.2,4.59,3.36,1.94,36.56,4.23,9.3,4.85,2.13,1.48
(주)화승인더스트리,006060,2017/12,35.15,19.25,44.42,4.11,3.56,1.91,41.65,3.61,8.75,3.84,2.13,1.37
(주)화승인더스트리,006060,2018/12,29.25,31.47,56.58,3.97,3.31,1.81,40.2,2.82,6.8,3.34,1.85,1.19
(주)화승인더스트리,006060,2019/12,37.79,504.19,233.56,6,4.72,2.64,51.55,3.13,6.62,3.53,1.96,1.26
(주)화승인더스트리,006060,2020/12,33.49,1162.61,313.24,4.97,4.31,2.31,46.95,2.67,5.1,2.4,1.6,0.96
(주)화승인더스트리,006060,2021/12,30.06,1144.09,224.48,4.31,4.15,2.11,49.37,2.34,4.08,2.15,1.36,0.83
(주)화승코퍼레이션,013520,2011/12,19.54,6.8,34.31,2.86,1.95,1.16,41.77,4.25,12.94,5.83,1.91,1.44
(주)화승코퍼레이션,013520,2012/12,20.48,6.28,32.52,2.92,1.92,1.16,44.41,4.23,12.34,6.05,1.98,1.49
(주)화승코퍼레이션,013520,2013/12,20.3,5.53,31.12,2.86,1.76,1.09,50.57,4.26,11.41,7.58,1.97,1.56
(주)화승코퍼레이션,013520,2014/12,20.55,5.31,29.19,3,1.62,1.05,52.56,3.89,9.8,8.55,1.78,1.48
(주)화승코퍼레이션,013520,2015/12,21,5.32,26.66,2.75,1.53,0.98,52.03,3.66,9.82,7.12,1.68,1.36
(주)화승코퍼레이션,013520,2016/12,23.46,5.7,25.56,2.47,1.57,0.96,50.06,3.53,9.09,5.44,1.58,1.22
(주)화승코퍼레이션,013520,2017/12,22.25,5.48,20.9,2.38,1.54,0.93,44.71,3.16,7.65,4.85,1.43,1.1
(주)화승코퍼레이션,013520,2018/12,22.61,5.98,18.29,2.99,1.66,1.07,47.34,3.4,7.58,6.25,1.53,1.23
(주)화승코퍼레이션,013520,2019/12,23.18,6.41,17.61,3.13,1.71,1.11,48.08,3.49,7.44,6.46,1.6,1.28
(주)화승코퍼레이션,013520,2020/12,18.8,5.57,14.52,2.6,1.37,0.9,39.32,2.96,6.29,5.44,1.37,1.1
(주)화승코퍼레이션,013520,2021/12,2.61,1.34,3.21,0.41,0.25,0.16,47.01,3.32,6.2,6.7,1.46,1.2
(주)화신,010690,2011/12,32.72,6.08,21.98,2.06,4.94,1.45,85.36,6.08,13.69,4.28,3.13,1.81
(주)화신,010690,2012/12,35.04,5.7,17.95,1.97,4.85,1.4,93.13,5.48,13.62,4.46,3.21,1.87
(주)화신,010690,2013/12,38.05,5.48,20.08,1.96,4.72,1.38,84.97,4.57,13.02,4.23,3.18,1.81
(주)화신,010690,2014/12,34.27,4.52,15.16,1.53,2.96,1.01,75.23,3.73,10.49,3.69,2.64,1.54
(주)화신,010690,2015/12,34.18,4.41,13.53,1.38,2.67,0.91,71.69,3.23,8.94,3.38,2.3,1.37
(주)화신,010690,2016/12,31.55,4.07,11.72,1.25,2.44,0.83,71.58,3.08,8.21,3.3,2.26,1.34
(주)화신,010690,2017/12,28.37,3.68,11.29,1.17,2.38,0.79,61.11,2.73,6.94,2.86,2.01,1.18
(주)화신,010690,2018/12,34.31,4.1,13.21,1.59,2.69,1,61.62,2.89,7.69,3.33,2.09,1.28
(주)화신,010690,2019/12,38.99,4.32,15.49,1.95,2.52,1.1,66.68,3.06,9.25,3.93,2.23,1.42
(주)화신,010690,2020/12,40.59,4.55,17.99,2.13,2.42,1.13,62.17,2.91,8.31,3.91,2.02,1.33
(주)화신,010690,2021/12,41.52,4.89,17.31,2.23,2.16,1.1,70.82,3.38,8.18,4.55,2.15,1.46
(주)화인베스틸,133820,2011/12,5.9,1.72,4.05,6.38,1.21,1.02,,,,,,
(주)화인베스틸,133820,2012/12,6.33,1.93,4.18,6.58,1.41,1.16,,,,,,
(주)화인베스틸,133820,2013/12,8.74,1.86,4.01,4.61,1.45,1.1,,,,,,
(주)화인베스틸,133820,2014/12,17.83,2.13,3.37,3.16,1.76,1.13,,,,,,
(주)화인베스틸,133820,2015/12,13.31,1.67,2.71,2.08,1.58,0.9,,,,,,
(주)화인베스틸,133820,2016/12,10.17,1.25,2.87,1.61,1.32,0.73,,,,,,
(주)화인베스틸,133820,2017/12,7.94,1.01,2.59,1.27,1.06,0.58,,,,,,
(주)화인베스틸,133820,2018/12,9.04,1.26,2.77,1.45,1.19,0.65,,,,,,
(주)화인베스틸,133820,2019/12,8.4,1.26,2.12,1.4,1.1,0.61,,,,,,
(주)화인베스틸,133820,2020/12,6.15,0.96,1.86,1.17,0.9,0.51,,,,,,
(주)화인베스틸,133820,2021/12,7.73,1.27,3.22,1.59,1.21,0.69,,,,,,
(주)황금에스티,032560,2011/12,28.91,2.47,3.68,1.25,2.37,0.82,34.3,2.32,3.46,1.39,2.14,0.84
(주)황금에스티,032560,2012/12,21.62,1.87,2.93,0.97,2.15,0.67,26.23,1.78,2.78,1.1,1.99,0.71
(주)황금에스티,032560,2013/12,21.2,1.77,3.06,0.97,2.58,0.7,26.18,1.71,2.85,1.09,2.28,0.74
(주)황금에스티,032560,2014/12,21.22,1.69,3.26,0.94,2.79,0.7,26.68,1.65,2.97,1.06,2.45,0.74
(주)황금에스티,032560,2015/12,18.61,1.37,3.02,0.81,1.98,0.57,24.7,1.43,2.73,0.95,1.92,0.63
(주)황금에스티,032560,2016/12,16.85,1.33,2.9,0.71,1.52,0.48,32.19,1.56,3.78,1.1,1.75,0.68
(주)황금에스티,032560,2017/12,16.98,1.53,3.29,0.67,2.05,0.5,32.1,1.47,4.51,0.95,1.7,0.61
(주)황금에스티,032560,2018/12,16.99,1.54,3.16,0.64,2.51,0.51,34.97,1.72,4.34,0.95,1.93,0.64
(주)황금에스티,032560,2019/12,17.7,1.63,2.95,0.65,3.16,0.54,34.8,1.73,3.91,0.88,1.99,0.61
(주)황금에스티,032560,2020/12,16.86,1.58,1.97,0.59,2.73,0.48,34.21,1.62,2.94,0.82,1.86,0.57
(주)황금에스티,032560,2021/12,18.25,1.84,1.93,0.63,2.87,0.52,36.13,1.65,2.88,0.85,2.17,0.61
(주)효성,004800,2011/12,52.87,3.29,9.39,3.24,1.78,1.15,64.6,2.48,6.96,3.73,1.14,0.87
(주)효성,004800,2012/12,52.88,3.02,9.53,3.13,1.71,1.11,71.83,2.5,7.51,4.22,1.18,0.92
(주)효성,004800,2013/12,51.64,2.8,11.18,3.21,1.73,1.12,71.64,2.37,8.54,4.42,1.16,0.92
(주)효성,004800,2014/12,48.59,2.6,12.06,3.21,1.66,1.09,69.35,2.23,8.71,4.37,1.12,0.89
(주)효성,004800,2015/12,45.75,2.42,12.87,2.81,1.64,1.04,70.95,2.24,8.68,3.91,1.17,0.9
(주)효성,004800,2016/12,45.42,2.38,13.42,2.49,1.77,1.03,67.94,2.08,7.89,3.26,1.15,0.85
(주)효성,004800,2017/12,48.47,2.55,13.82,2.47,1.97,1.1,71.45,2.18,7.83,3.26,1.2,0.88
(주)효성,004800,2018/12,2.51,0.18,1.07,0.13,0.15,0.07,21.29,0.9,2.75,0.91,0.42,0.29
(주)효성,004800,2019/12,3.25,0.64,26.64,0.19,1.24,0.16,32.02,3.62,6.29,1.25,0.9,0.52
(주)효성,004800,2020/12,2.8,0.55,40.61,0.14,0.85,0.12,26.41,3.01,5.37,1.07,0.97,0.51
(주)효성,004800,2021/12,10,1.93,140.15,0.43,2.48,0.36,33.59,3.54,5.08,1.18,1.56,0.67
(주)후성,093370,2011/12,5.6,1.48,7.7,2.01,1.55,0.88,5.72,1.49,7.08,2.01,1.56,0.88
(주)후성,093370,2012/12,5.08,1.24,6.2,1.58,1.34,0.72,5.25,1.17,5.72,1.54,1.3,0.71
(주)후성,093370,2013/12,4.55,1.23,7.52,1.44,1.39,0.71,4.8,1.06,6.52,1.39,1.27,0.66
(주)후성,093370,2014/12,4.13,1.47,7.18,2.04,1.25,0.78,4.41,1.2,6.3,1.93,1.14,0.72
(주)후성,093370,2015/12,4.5,1.85,8.14,2.89,1.37,0.93,4.86,1.51,7.61,2.7,1.29,0.87
(주)후성,093370,2016/12,4.03,1.47,8.4,1.55,1.41,0.74,4.16,1.23,8.04,1.47,1.22,0.67
(주)후성,093370,2017/12,5.22,1.85,10.58,1.44,2.17,0.87,5.39,1.55,10.42,1.34,1.92,0.79
(주)후성,093370,2018/12,5.81,1.8,8.72,1.36,2.02,0.81,5.94,1.28,8.53,1.21,1.81,0.73
(주)후성,093370,2019/12,5.21,1.41,6.54,1.09,1.38,0.61,5.38,0.81,6.21,1.02,1.03,0.51
(주)후성,093370,2020/12,5.12,1.38,7.97,1.03,1.29,0.57,5.65,0.75,7.32,1.08,0.9,0.49
(주)후성,093370,2021/12,6.59,1.68,8.79,1.19,1.84,0.72,8.23,1.05,8.33,1.45,1.21,0.66
(주)휠라홀딩스,081660,2011/12,9.87,53.22,5.79,1.58,1.66,0.81,16.49,18.36,6.4,2.49,1.69,1.01
(주)휠라홀딩스,081660,2012/12,8.73,18.82,4.6,1.3,1.2,0.62,13.81,15.24,4.98,1.88,1.34,0.78
(주)휠라홀딩스,081660,2013/12,8.35,11.88,4.22,1.18,1.26,0.61,14.81,16.99,4.76,1.62,1.56,0.8
(주)휠라홀딩스,081660,2014/12,7.8,11.66,3.93,1.09,1.24,0.58,15.65,19.59,4.47,1.52,1.67,0.79
(주)휠라홀딩스,081660,2015/12,6.38,10.27,3.4,0.91,1.11,0.5,15,19.41,4,1.57,1.67,0.81
(주)휠라홀딩스,081660,2016/12,5.39,7.62,3.12,0.81,0.87,0.42,17.03,4.97,2.33,1.09,0.75,0.44
(주)휠라홀딩스,081660,2017/12,5.8,5.94,3.63,0.91,1.02,0.48,42.83,7.58,4.26,2,1.29,0.78
(주)휠라홀딩스,081660,2018/12,8.18,9.04,5.23,1.28,1.74,0.74,48.35,9.32,4.88,2.16,1.62,0.93
(주)휠라홀딩스,081660,2019/12,10.02,13.52,5.98,1.37,2,0.81,56.46,9.2,5.05,2.09,1.83,0.98
(주)휠라홀딩스,081660,2020/12,0.01,0.01,0.01,0,0,0,51.2,7.41,4.63,1.71,1.62,0.83
(주)휠라홀딩스,081660,2021/12,1.74,47.22,0,0.24,0.39,0.15,62.08,9.21,5.53,1.82,1.95,0.94
(주)휴니드테크놀러지스,005870,2011/12,0.93,0.64,2.62,0.67,0.7,0.34,,,,,,
(주)휴니드테크놀러지스,005870,2012/12,0.81,0.56,2.23,0.63,0.62,0.31,,,,,,
(주)휴니드테크놀러지스,005870,2013/12,1.12,0.79,2.99,0.93,0.82,0.43,,,,,,
(주)휴니드테크놀러지스,005870,2014/12,0.77,0.56,2.03,0.64,0.57,0.3,,,,,,
(주)휴니드테크놀러지스,005870,2015/12,1,0.86,2.52,0.85,0.78,0.41,,,,,,
(주)휴니드테크놀러지스,005870,2016/12,2.61,2.5,6.72,2.02,2.29,1.07,,,,,,
(주)휴니드테크놀러지스,005870,2017/12,2.58,2.44,6.93,1.74,3.33,1.14,,,,,,
(주)휴니드테크놀러지스,005870,2018/12,3.7,3.53,5.11,2.4,3.33,1.39,,,,,,
(주)휴니드테크놀러지스,005870,2019/12,2.76,2.69,2.81,1.73,1.48,0.8,,,,,,
(주)휴니드테크놀러지스,005870,2020/12,2.81,2.8,2.56,1.68,1.43,0.77,,,,,,
(주)휴니드테크놀러지스,005870,2021/12,3.23,3.29,2.42,1.8,1.72,0.88,,,,,,
(주)휴비스,079980,2011/12,9.56,4.96,11.66,6.77,3.15,2.15,11.51,5.01,10.29,7.88,3.08,2.22
(주)휴비스,079980,2012/12,8.06,4.39,10.22,4.41,3.19,1.85,9.8,4.53,9.31,5.14,3.09,1.93
(주)휴비스,079980,2013/12,7.29,4.12,10.18,3.65,3.4,1.76,8.89,4.34,9.78,4.23,3.31,1.86
(주)휴비스,079980,2014/12,6.51,3.61,9.91,3.24,2.89,1.53,7.95,3.65,9.64,3.65,2.81,1.59
(주)휴비스,079980,2015/12,5.33,2.91,9.44,2.6,2.43,1.26,6.99,3.04,10.1,3.08,2.47,1.37
(주)휴비스,079980,2016/12,4.98,2.46,8.88,2.37,2.23,1.15,6.63,2.68,9.93,2.88,2.34,1.29
(주)휴비스,079980,2017/12,5.76,2.63,9.74,2.71,2.36,1.26,7.43,2.84,10.32,3.18,2.54,1.41
(주)휴비스,079980,2018/12,6.04,2.77,8.25,2.87,2.33,1.29,7.32,2.92,8.23,3.1,2.42,1.36
