회사명,거래소코드,회계년도,자본금회전률(IFRS),유형자산회전율(IFRS),재고자산회전률(IFRS),자기자본회전률(IFRS),타인자본회전률(IFRS),총자본회전률(IFRS),자본금회전률(IFRS연결),유형자산회전율(IFRS연결),재고자산회전률(IFRS연결),자기자본회전률(IFRS연결),타인자본회전률(IFRS연결),총자본회전률(IFRS연결)
한화시스템(주),272210,2020/12,2.96,7.55,5.06,1.62,1.05,0.64,2.98,7.57,5.09,1.64,1.06,0.64
한화시스템(주),272210,2021/12,2.79,9.21,5.43,1.26,1.27,0.63,2.21,8.13,5.15,0.93,1.26,0.54
한화에어로스페이스(주),012450,2011/12,10.56,4.02,7.52,2.07,1.78,0.96,11.1,4.17,6.88,2.04,1.84,0.97
한화에어로스페이스(주),012450,2012/12,10.52,4.2,7.47,1.86,1.75,0.9,11.05,4.37,6.92,1.83,1.82,0.91
한화에어로스페이스(주),012450,2013/12,10.38,4.28,6.64,1.84,1.64,0.87,10.96,4.47,6.25,1.77,1.72,0.87
한화에어로스페이스(주),012450,2014/12,9.35,4.26,5.61,1.65,1.37,0.75,9.85,4.44,5.14,1.56,1.42,0.74
한화에어로스페이스(주),012450,2015/12,9.28,3.61,5.25,1.36,1.32,0.67,9.84,3.79,4.77,1.34,1.37,0.68
한화에어로스페이스(주),012450,2016/12,9.9,3.07,5.23,1.21,1.22,0.61,13.25,3.19,5.26,1.53,1.36,0.72
한화에어로스페이스(주),012450,2017/12,7.2,2.59,4.46,0.91,0.9,0.45,15.87,3.03,5.32,1.86,1.23,0.74
한화에어로스페이스(주),012450,2018/12,4.01,1.68,2.78,0.53,0.58,0.28,16.76,2.84,4.17,1.85,1.07,0.68
한화에어로스페이스(주),012450,2019/12,4.48,1.78,2.6,0.6,0.56,0.29,19.82,2.98,3.97,1.92,0.99,0.65
한화에어로스페이스(주),012450,2020/12,3.99,1.55,1.87,0.53,0.42,0.24,20.03,2.86,3.64,1.82,0.86,0.59
한화에어로스페이스(주),012450,2021/12,4.61,1.84,2.21,0.6,0.43,0.25,24.15,3.38,4.02,1.85,0.94,0.63
한화화인케미칼(주),025850,2011/12,11.06,1.88,19.98,1.41,3.18,0.98,,,,,,
한화화인케미칼(주),025850,2012/12,15.35,2.3,21.18,2.2,3.49,1.35,,,,,,
한화화인케미칼(주),025850,2013/12,9.06,1.43,11.81,1.58,1.82,0.85,,,,,,
한화화인케미칼(주),025850,2014/12,7.19,1.24,12.58,2.11,1.47,0.87,,,,,,
한화화인케미칼(주),025850,2015/12,7.44,1.99,24.88,5.69,2,1.48,,,,,,
해성디에스(주),195870,2015/12,,,,,,,,,,,,
해성디에스(주),195870,2016/12,3.25,1.94,9.37,1.71,3.08,1.1,3.45,2.08,10.27,1.97,2.76,1.15
해성디에스(주),195870,2017/12,3.82,2.12,9.29,1.89,3.27,1.2,3.82,2.12,9.29,1.9,3.27,1.2
해성디에스(주),195870,2018/12,4.27,2.09,8.71,1.91,3.32,1.21,4.27,2.09,8.71,1.92,3.31,1.22
해성디에스(주),195870,2019/12,4.49,2.04,8.36,1.87,3.35,1.2,4.49,2.04,8.35,1.88,3.35,1.21
해성디에스(주),195870,2020/12,5.4,2.35,8.11,2.08,3.4,1.29,5.4,2.35,8.11,2.08,3.41,1.29
해성디에스(주),195870,2021/12,7.71,3.27,8.55,2.48,3.94,1.52,7.71,3.21,8.55,2.49,3.95,1.53
해태제과식품(주),101530,2011/12,70.5,2.82,15.99,4.75,1.35,1.05,70.92,2.77,16.01,4.76,1.34,1.05
해태제과식품(주),101530,2012/12,71.43,2.84,16.88,4.7,1.35,1.05,71.99,2.78,16.92,4.72,1.35,1.05
해태제과식품(주),101530,2013/12,68.75,2.73,17.2,4.68,1.33,1.04,69.62,2.66,17.32,4.67,1.33,1.04
해태제과식품(주),101530,2014/12,63.35,2.56,15.64,4.41,1.23,0.96,64.27,2.48,15.78,4.37,1.23,0.96
해태제과식품(주),101530,2015/12,69.63,2.92,17.89,4.86,1.41,1.09,70.5,2.81,18.01,4.74,1.41,1.09
해태제과식품(주),101530,2016/12,59.13,2.73,17.35,3.44,1.48,1.03,59.9,2.63,17.44,3.36,1.48,1.03
해태제과식품(주),101530,2017/12,53.86,2.61,16.96,2.74,1.59,1.01,55.05,2.4,16.78,2.74,1.55,0.99
해태제과식품(주),101530,2018/12,48.52,2.26,15.41,2.47,1.48,0.92,49.83,2,15.02,2.51,1.4,0.9
해태제과식품(주),101530,2019/12,46.07,2.07,15.64,2.54,1.42,0.91,47.4,1.85,15.33,2.6,1.35,0.89
해태제과식품(주),101530,2020/12,37.68,1.86,15.07,2.19,1.38,0.85,38.74,1.64,14.74,2.22,1.3,0.82
해태제과식품(주),101530,2021/12,36.82,1.9,15.88,2.09,1.59,0.9,38.99,1.71,16,2.17,1.51,0.89
핸즈코퍼레이션(주),143210,2011/12,,,,,,,,,,,,
핸즈코퍼레이션(주),143210,2012/12,,,,,,,,,,,,
핸즈코퍼레이션(주),143210,2013/12,461.19,2.59,6.54,3.05,1.47,0.99,540.43,1.76,5.25,2.93,1.3,0.9
핸즈코퍼레이션(주),143210,2014/12,593.84,3.31,7.61,4.03,1.77,1.23,609.11,1.88,5.35,3.42,1.37,0.98
핸즈코퍼레이션(주),143210,2015/12,628.42,3.62,6.51,4.34,1.77,1.26,683.95,2.1,5.22,3.85,1.48,1.07
핸즈코퍼레이션(주),143210,2016/12,97.3,3.46,5.18,2.91,1.83,1.12,114.2,2.17,4.93,2.74,1.62,1.02
핸즈코퍼레이션(주),143210,2017/12,48.37,3.33,4.75,2.09,2.12,1.05,56.36,2.08,4.19,1.95,1.7,0.91
핸즈코퍼레이션(주),143210,2018/12,45.86,3.33,4.53,1.97,2.14,1.03,54.97,1.82,3.8,1.87,1.63,0.87
핸즈코퍼레이션(주),143210,2019/12,50.35,3.92,5.19,2.15,2.35,1.12,56.5,1.49,4.02,1.92,1.36,0.79
핸즈코퍼레이션(주),143210,2020/12,45.25,3.8,5.42,1.92,2.09,1,52.39,1.29,3.59,1.79,1.08,0.68
핸즈코퍼레이션(주),143210,2021/12,39.87,3.64,4.89,1.82,1.47,0.81,51.43,1.32,2.68,1.95,0.97,0.65
현대건설(주),000720,2011/12,18.13,32.79,9.44,2.41,1.61,0.96,21.39,10.75,9.11,2.87,1.64,1.04
현대건설(주),000720,2012/12,18.72,32.44,11.44,2.36,1.62,0.96,23.91,11.77,11.05,2.92,1.72,1.08
현대건설(주),000720,2013/12,18.91,31.05,11.51,2.3,1.53,0.92,24.86,9.96,11.48,2.8,1.58,1.01
현대건설(주),000720,2014/12,19.14,30.67,10.71,2.26,1.46,0.89,31,10.32,13.18,2.9,1.65,1.05
현대건설(주),000720,2015/12,19.23,29.4,11.81,2.16,1.46,0.87,34.51,11.1,14.43,2.71,1.64,1.02
현대건설(주),000720,2016/12,19.81,28.11,14.13,2.08,1.52,0.88,33.78,11.58,14.89,2.43,1.59,0.96
현대건설(주),000720,2017/12,18.25,26.24,9.88,1.85,1.55,0.84,30.3,11.66,10.22,2.03,1.56,0.88
현대건설(주),000720,2018/12,17.97,28.97,7.65,1.85,1.67,0.88,30.02,11.8,8.26,2,1.7,0.92
현대건설(주),000720,2019/12,17.97,31.01,8.76,1.84,1.71,0.89,31.01,12.1,9.42,2.03,1.79,0.95
현대건설(주),000720,2020/12,16.72,29.63,12.58,1.67,1.54,0.8,30.45,14.22,11.91,1.94,1.82,0.94
현대건설(주),000720,2021/12,18.31,31.31,29.79,1.77,1.5,0.81,32.28,18.25,19.6,1.99,1.86,0.96
현대건설기계(주),267270,2017/12,,,,,,,,,,,,
현대건설기계(주),267270,2018/12,25.47,5.18,5.17,2.24,2.54,1.19,43.74,5.44,3.77,2.36,2.47,1.21
현대건설기계(주),267270,2019/12,19.96,4.07,4.63,1.79,2.1,0.97,28.95,4.32,3.03,1.81,1.8,0.9
현대건설기계(주),267270,2020/12,17.32,3.33,5.36,1.6,1.73,0.83,26.57,3.7,3.32,1.65,1.55,0.8
현대건설기계(주),267270,2021/12,21.76,3.92,6.29,1.91,1.9,0.95,33.34,4.51,3.79,2.1,1.74,0.95
현대글로비스(주),086280,2011/12,402.55,14.33,24.34,5.88,5.2,2.76,509.12,13.45,30.23,7.24,4.78,2.88
현대글로비스(주),086280,2012/12,494.55,12.9,21.36,5.78,5.09,2.7,626.46,13.11,26.65,6.89,5.03,2.91
현대글로비스(주),086280,2013/12,542.65,9.05,20.86,5.28,4.81,2.52,685.93,10.32,25.82,6.05,5.07,2.76
현대글로비스(주),086280,2014/12,595.56,6.58,19.56,4.82,4.19,2.24,742.51,7.67,23.84,5.45,4.52,2.47
현대글로비스(주),086280,2015/12,629.95,5.12,17,4.42,3.5,1.95,782.46,5.87,20.7,5,3.76,2.15
현대글로비스(주),086280,2016/12,653.36,4.49,17.15,4.21,3.27,1.84,818.17,5.12,20.98,4.67,3.46,1.99
현대글로비스(주),086280,2017/12,692.6,4.33,19.85,3.93,3.58,1.87,872.44,5.06,24.22,4.38,3.77,2.03
현대글로비스(주),086280,2018/12,717.46,4.36,17.67,3.69,3.75,1.86,899.5,5.11,21.45,4.09,3.91,2
현대글로비스(주),086280,2019/12,771.98,4.55,15.36,3.75,3.57,1.83,974.4,5.17,18.79,4.09,3.7,1.94
현대글로비스(주),086280,2020/12,688.53,3.87,12.53,3.11,2.78,1.47,881.06,4.36,15.38,3.39,2.93,1.57
현대글로비스(주),086280,2021/12,937.21,5.26,14.89,3.85,3.49,1.83,1161.58,5.72,17.52,4,3.57,1.89
현대두산인프라코어(주),042670,2011/12,5.25,3.5,8.35,2.84,1.16,0.82,10.05,4.56,5.29,4.19,0.91,0.75
현대두산인프라코어(주),042670,2012/12,5.03,3.27,7.86,2.22,0.97,0.67,9.68,4.15,4.74,3.09,0.91,0.7
현대두산인프라코어(주),042670,2013/12,4.07,2.63,8.46,1.62,0.86,0.56,8.23,3.62,4.91,2.36,0.94,0.67
현대두산인프라코어(주),042670,2014/12,4.05,2.62,9.18,1.63,0.94,0.59,7.41,3.39,4.81,2.25,0.93,0.66
현대두산인프라코어(주),042670,2015/12,3.36,2.08,7.26,1.57,0.8,0.53,6.95,3.18,4.42,2.26,0.85,0.62
현대두산인프라코어(주),042670,2016/12,2.13,1.45,5.8,1.19,0.62,0.41,5.52,2.81,4.19,1.75,0.77,0.54
현대두산인프라코어(주),042670,2017/12,2.55,2.04,8.75,1.68,0.79,0.54,6.32,3.64,5.4,1.98,0.96,0.65
현대두산인프라코어(주),042670,2018/12,2.94,2.41,8.93,2.22,0.85,0.61,7.43,4.33,5.56,2.21,1.08,0.73
현대두산인프라코어(주),042670,2019/12,2.98,2.5,8.34,2.15,0.89,0.63,7.86,4.48,4.95,2.02,1.15,0.73
현대두산인프라코어(주),042670,2020/12,2.56,2.23,7.36,1.82,0.76,0.53,7.48,4.26,4.7,1.81,1.09,0.68
현대두산인프라코어(주),042670,2021/12,5.67,3.2,9.68,2.79,1.19,0.83,7.19,3.05,3.44,1.57,0.84,0.55
현대로템(주),064350,2011/12,8.44,2.4,14.06,2.65,1.25,0.85,8.66,1.94,14.15,2.58,1.13,0.79
현대로템(주),064350,2012/12,9.6,2.84,21.11,2.86,1.39,0.94,9.75,2.24,20.28,2.72,1.25,0.86
현대로템(주),064350,2013/12,8.18,2.87,19.19,2.18,1.39,0.85,8.86,2.34,18.79,2.22,1.33,0.83
현대로템(주),064350,2014/12,6.9,2.8,15.54,1.76,1.28,0.74,7.51,2.28,15.62,1.81,1.24,0.74
현대로템(주),064350,2015/12,7.23,3.01,14.9,2.06,1.09,0.71,7.79,2.43,15.43,2.08,1.06,0.7
현대로템(주),064350,2016/12,6.35,2.81,16.06,2,0.92,0.63,7.02,2.3,13.7,2.06,0.9,0.63
현대로템(주),064350,2017/12,5.51,2.63,17.03,1.75,0.93,0.61,6.41,2.27,13.08,1.89,0.96,0.64
현대로템(주),064350,2018/12,5.05,2.48,12.65,1.81,0.85,0.58,5.68,2.12,11.96,1.91,0.87,0.6
현대로템(주),064350,2019/12,5.25,2.6,10,2.47,0.78,0.59,5.79,2.25,10.4,2.47,0.81,0.61
현대로템(주),064350,2020/12,5.52,2.69,10.85,2.62,0.93,0.68,5.74,2.49,10.81,2.5,0.92,0.67
현대로템(주),064350,2021/12,5.16,2.44,11.32,2.24,1.01,0.69,5.26,2.45,11.2,2.2,1.01,0.69
현대모비스(주),012330,2011/12,32.35,9,21.15,1.51,3.23,1.03,53.54,8.39,15.46,2.12,3.26,1.29
현대모비스(주),012330,2012/12,34.34,8.79,21.28,1.37,3.35,0.97,62.69,8.76,16.18,2,2.83,1.17
현대모비스(주),012330,2013/12,35.66,8.59,22.5,1.22,3.73,0.92,69.64,9,15.97,1.84,2.51,1.06
현대모비스(주),012330,2014/12,37.57,8,23.27,1.14,4.02,0.89,73.68,8.7,15.38,1.66,2.41,0.98
현대모비스(주),012330,2015/12,38.85,4.85,21.63,1.07,4.18,0.86,73.35,5.82,14.54,1.47,2.58,0.94
현대모비스(주),012330,2016/12,40.44,3.66,20.36,1.03,4.33,0.83,77.91,4.65,14.19,1.41,3.03,0.96
현대모비스(주),012330,2017/12,39.54,3.52,19.11,0.94,4.41,0.77,71.56,4.2,12.73,1.21,2.75,0.84
현대모비스(주),012330,2018/12,41.78,3.73,19.44,0.94,4.61,0.78,71.57,4.33,12.89,1.17,2.84,0.83
현대모비스(주),012330,2019/12,46.07,3.84,19.28,0.99,4.09,0.79,77.48,4.57,13.13,1.21,2.86,0.85
현대모비스(주),012330,2020/12,46.74,3.53,17.37,0.96,3.41,0.75,74.58,4.23,12.03,1.11,2.49,0.77
현대모비스(주),012330,2021/12,55.65,4,16.68,1.12,3.61,0.86,84.92,4.57,9.75,1.18,2.59,0.81
현대비앤지스틸(주),004560,2011/12,10.89,3.56,6.42,3.34,2.28,1.36,10.91,3.65,5.78,3.23,2.27,1.33
현대비앤지스틸(주),004560,2012/12,9.82,3.16,5.74,2.87,2.07,1.2,9.84,3.05,6.35,2.81,2.09,1.2
현대비앤지스틸(주),004560,2013/12,9.17,2.89,5.72,2.48,2.03,1.12,,,,,,
현대비앤지스틸(주),004560,2014/12,9.37,3.07,4.92,2.3,2.23,1.13,,,,,,
현대비앤지스틸(주),004560,2015/12,9.07,3.13,4.88,2.13,2.44,1.14,9.07,3.22,5.76,2.12,2.68,1.19
현대비앤지스틸(주),004560,2016/12,8.7,3.25,5.69,1.97,2.77,1.15,8.7,3.25,5.69,1.97,2.77,1.15
현대비앤지스틸(주),004560,2017/12,9.55,3.88,5.91,2.04,3.3,1.26,9.56,3.89,5.91,2.04,3.3,1.26
현대비앤지스틸(주),004560,2018/12,9.38,3.9,4.74,1.91,3.23,1.2,9.38,3.9,4.74,1.91,3.22,1.2
현대비앤지스틸(주),004560,2019/12,9.65,3.99,4.74,1.87,3.46,1.21,9.66,3.99,4.74,1.87,3.42,1.21
현대비앤지스틸(주),004560,2020/12,8.95,3.7,4.8,1.64,3.24,1.09,8.96,3.7,4.81,1.64,3.2,1.08
현대비앤지스틸(주),004560,2021/12,11.26,4.5,4.86,1.85,3.53,1.21,11.27,4.5,4.87,1.85,3.49,1.21
현대에너지솔루션(주),322000,2017/12,,,,,,,,,,,,
현대에너지솔루션(주),322000,2018/12,8.69,4.11,6.75,1.46,9.26,1.26,,,,,,
현대에너지솔루션(주),322000,2019/12,9.31,4.97,5.18,1.6,5.96,1.26,7.97,4.7,3.67,1.4,2.73,0.93
현대에너지솔루션(주),322000,2020/12,7.48,4.31,4.02,1.29,3.48,0.94,7.04,4.05,3.41,1.22,2.69,0.84
현대에너지솔루션(주),322000,2021/12,9.99,5.23,4.1,1.72,2.71,1.05,10.59,5.19,3.19,1.85,2.08,0.98
현대엘리베이터(주),017800,2011/12,19.69,8.26,81.76,1.53,1.07,0.63,19.69,8.26,81.76,1.55,1.06,0.63
현대엘리베이터(주),017800,2012/12,16.09,9.73,85.94,1.37,1.09,0.6,16.09,9.73,85.94,1.95,1.09,0.7
현대엘리베이터(주),017800,2013/12,16.59,12.89,100.14,1.59,1.12,0.66,16.62,11.67,95.77,3.83,1.11,0.86
현대엘리베이터(주),017800,2014/12,14.56,14.63,102.54,2.02,1.43,0.84,15.7,11.83,61.73,4.91,1.5,1.15
현대엘리베이터(주),017800,2015/12,12.18,16.11,99.37,2.06,1.93,1,13.09,5.17,45.79,2.86,1.58,1.02
현대엘리베이터(주),017800,2016/12,12.35,17.96,100.82,1.97,2.16,1.03,14.28,3.13,37.58,2.45,1.44,0.91
현대엘리베이터(주),017800,2017/12,13.86,13.86,109.44,2.03,2.28,1.07,16.19,2.79,40.49,2.45,1.44,0.91
현대엘리베이터(주),017800,2018/12,12.48,10.11,83.36,1.72,1.99,0.92,14.5,2.5,37.19,2.13,1.3,0.81
현대엘리베이터(주),017800,2019/12,11.47,9.46,64.83,1.53,1.85,0.84,13.78,2.41,34.74,1.99,1.23,0.76
현대엘리베이터(주),017800,2020/12,8.57,7.8,55.45,1.42,1.65,0.76,10.46,2.27,37.98,1.85,1.14,0.7
현대엘리베이터(주),017800,2021/12,7.28,5.08,47.63,1.4,1.51,0.73,9.3,2.17,35.47,1.83,1.14,0.7
현대오토에버(주),307950,2011/12,66.82,41.53,1124.42,4.7,3.43,1.98,73.27,38.91,1123.04,5.03,3.56,2.09
현대오토에버(주),307950,2012/12,84.59,28.9,1477.89,5.03,3.55,2.08,92.2,28.37,1565.93,5.36,3.71,2.19
현대오토에버(주),307950,2013/12,93.09,23.63,4898.81,4.64,3.75,2.08,103.39,23.66,5440.93,5.06,3.96,2.22
현대오토에버(주),307950,2014/12,96.7,23.4,11243.77,4.05,3.44,1.86,110.39,24.98,12834.58,4.49,3.69,2.02
현대오토에버(주),307950,2015/12,110.28,28.21,0,3.98,3.38,1.83,125.7,31.42,0,4.36,3.62,1.98
현대오토에버(주),307950,2016/12,110.43,23.61,0,3.47,3.2,1.66,129.38,26.86,0,3.87,3.37,1.8
현대오토에버(주),307950,2017/12,112.21,20.95,0,3.1,3.29,1.6,142.68,24.85,5072.82,3.73,3.64,1.84
현대오토에버(주),307950,2018/12,106.75,20.26,0,2.7,3.35,1.5,137.98,21.01,2459.58,3.29,3.72,1.75
현대오토에버(주),307950,2019/12,113.81,21.1,489.68,2.64,3.28,1.46,150.95,21.12,580.23,3.25,3.54,1.69
현대오토에버(주),307950,2020/12,113.88,20.49,259.74,2.4,2.93,1.32,148.82,21.53,338.41,2.9,3.05,1.49
현대오토에버(주),307950,2021/12,139.18,24.6,435.07,1.83,2.68,1.09,171.02,24.9,532.69,2.14,2.79,1.21
현대위아(주),011210,2011/12,47.49,6.44,10.29,4.94,2.7,1.74,53.88,5.55,8.99,5.14,2.41,1.64
현대위아(주),011210,2012/12,48.61,6.25,11.49,4.04,2.89,1.68,54.57,5.36,9.69,4.16,2.58,1.59
현대위아(주),011210,2013/12,48.87,5.45,13.09,3.29,3.02,1.57,55.13,4.75,10.57,3.38,2.71,1.5
현대위아(주),011210,2014/12,51.52,4.66,13.4,2.85,2.9,1.44,57.41,4.32,11.22,2.94,2.69,1.41
현대위아(주),011210,2015/12,56.95,4.58,13.24,2.72,2.73,1.36,57.98,3.71,10.85,2.62,2.39,1.25
현대위아(주),011210,2016/12,52.65,4.01,12.04,2.33,2.47,1.2,55.81,3.12,9.78,2.36,2.08,1.11
현대위아(주),011210,2017/12,51.23,3.62,11.98,2.25,2.34,1.15,55.06,2.91,9.01,2.34,1.92,1.05
현대위아(주),011210,2018/12,52.99,3.7,12.48,2.38,2.32,1.18,57.96,3.05,9.3,2.55,1.94,1.1
현대위아(주),011210,2019/12,47.52,3.36,13.05,2.14,2.21,1.09,53.79,2.85,9.96,2.39,1.89,1.05
현대위아(주),011210,2020/12,41.08,2.92,13.42,1.84,2.03,0.97,48.48,2.31,9.24,1.99,1.67,0.91
현대위아(주),011210,2021/12,46.96,3.44,15.87,2.07,2.38,1.11,55.36,2.4,9.55,2.08,1.83,0.97
현대일렉트릭앤에너지시스템(주),267260,2017/12,,,,,,,,,,,,
현대일렉트릭앤에너지시스템(주),267260,2018/12,17.02,4.37,4.73,2.04,1.34,0.81,25.4,3.88,4.96,2.05,1.53,0.88
현대일렉트릭앤에너지시스템(주),267260,2019/12,11.02,4.15,4.4,2,1.17,0.74,12.56,3.39,4.34,2.28,1.17,0.77
현대일렉트릭앤에너지시스템(주),267260,2020/12,8.69,4.39,4.9,2.25,1.14,0.76,10.05,3.53,4.83,2.63,1.15,0.8
현대일렉트릭앤에너지시스템(주),267260,2021/12,8.62,4.28,5.53,2.32,1.16,0.77,10.02,3.52,5.05,2.73,1.14,0.8
현대자동차(주),005380,2011/12,28.73,3.5,24.64,1.4,2.53,0.9,52.25,4.09,13.27,2.13,1.19,0.76
현대자동차(주),005380,2012/12,28.99,3.34,24.46,1.24,2.49,0.83,56.73,4.19,12.98,1.91,1.18,0.73
현대자동차(주),005380,2013/12,28,3.06,21.61,1.06,2.55,0.75,58.64,4.14,12.61,1.67,1.16,0.68
현대자동차(주),005380,2014/12,28.91,2.98,19.8,0.99,2.71,0.72,59.94,4.06,12.32,1.5,1.11,0.64
현대자동차(주),005380,2015/12,29.85,2.48,20.02,0.94,2.65,0.69,61.76,3.59,11.07,1.42,1,0.59
현대자동차(주),005380,2016/12,28.01,1.97,19.01,0.82,2.38,0.61,62.89,3.22,9.5,1.35,0.91,0.54
현대자동차(주),005380,2017/12,27.94,1.91,18.39,0.78,2.48,0.6,64.73,3.25,9.27,1.31,0.92,0.54
현대자동차(주),005380,2018/12,28.99,1.91,16.44,0.81,2.59,0.62,65.02,3.21,9.22,1.3,0.92,0.54
현대자동차(주),005380,2019/12,33.01,2.08,16.58,0.93,2.63,0.69,71.02,3.34,9.45,1.41,0.94,0.56
현대자동차(주),005380,2020/12,34.02,2.06,16.59,0.95,2.24,0.67,69.84,3.11,9.04,1.36,0.83,0.52
현대자동차(주),005380,2021/12,37.34,2.22,19.43,1.05,2.13,0.7,78.99,3.38,10.24,1.48,0.83,0.53
현대제철(주),004020,2011/12,35.77,1.26,6.34,1.74,1.27,0.74,35.77,1.26,6.29,1.74,1.27,0.73
현대제철(주),004020,2012/12,33.12,1.02,5.83,1.5,1.1,0.63,33.16,1.02,5.77,1.49,1.1,0.63
현대제철(주),004020,2013/12,25.39,0.75,4.78,1.12,0.89,0.49,26.82,0.78,4.89,1.17,0.92,0.52
현대제철(주),004020,2014/12,27.51,0.83,5.5,1.2,1.05,0.56,28.76,0.86,5.45,1.23,1.07,0.57
현대제철(주),004020,2015/12,23.17,0.72,5.49,1,0.98,0.5,25.81,0.79,5.17,1.1,1.02,0.53
현대제철(주),004020,2016/12,21.55,0.69,5.61,0.92,0.98,0.47,25.02,0.78,4.99,1.05,1.03,0.52
현대제철(주),004020,2017/12,25.31,0.82,5.87,1.03,1.17,0.55,28.72,0.89,5.11,1.15,1.18,0.58
현대제철(주),004020,2018/12,27.89,0.92,5.43,1.11,1.29,0.6,31.14,0.99,4.61,1.22,1.27,0.62
현대제철(주),004020,2019/12,27.09,0.91,4.55,1.07,1.22,0.57,30.74,0.99,3.97,1.2,1.23,0.61
현대제철(주),004020,2020/12,23.33,0.81,3.95,0.93,1,0.48,27.01,0.89,3.57,1.06,1.02,0.52
현대제철(주),004020,2021/12,29.96,1.09,4.45,1.17,1.23,0.6,34.25,1.19,3.4,1.25,1.22,0.62
현대중공업(주),329180,2019/12,,,,,,,,,,,,
현대중공업(주),329180,2020/12,23.48,1.38,10.67,1.55,0.98,0.6,23.49,1.38,10.67,1.55,0.98,0.6
현대중공업(주),329180,2021/12,20.82,1.38,9.9,1.52,0.93,0.58,20.84,1.38,9.91,1.52,0.93,0.58
현대코퍼레이션(주),011760,2011/12,45.06,2039.59,26.7,19.43,3.84,3.2,48.8,104.27,16.81,18.7,3.51,2.95
현대코퍼레이션(주),011760,2012/12,42.25,1945.32,39.29,13.32,3.51,2.78,48.98,114.92,23.64,13.74,3.42,2.74
현대코퍼레이션(주),011760,2013/12,39.21,2892.99,35.6,11.03,3.9,2.88,45.52,214.44,24.71,10.12,3.87,2.8
현대코퍼레이션(주),011760,2014/12,41.12,2393.9,33.99,10.95,4.53,3.2,48.07,1213.37,22.46,8.51,4.5,2.94
현대코퍼레이션(주),011760,2015/12,40.97,1588.3,23.11,10.24,4.02,2.89,47.94,824.33,14.01,7.37,3.75,2.48
현대코퍼레이션(주),011760,2016/12,41.84,1836.87,17.23,7.84,3.41,2.38,53.8,732.51,11.33,7.71,3.4,2.36
현대코퍼레이션(주),011760,2017/12,48.68,4096.16,25.38,8.22,4.18,2.77,65.1,1090.8,16.36,10.82,4.36,3.11
현대코퍼레이션(주),011760,2018/12,52.54,9796.07,23.03,10.44,5.37,3.55,71.27,684,17.93,14.1,5.58,4
현대코퍼레이션(주),011760,2019/12,48.55,10762.25,20.51,9.98,5.17,3.41,64.45,310.01,17.8,13.16,4.5,3.35
현대코퍼레이션(주),011760,2020/12,31.46,6438.23,24.67,6.4,3.73,2.36,43.55,169.55,21.46,8.78,2.87,2.16
현대코퍼레이션(주),011760,2021/12,43.49,3090.39,53.93,8.59,4.42,2.92,57.19,163.46,26.17,11.17,3.36,2.59
현대코퍼레이션홀딩스(주),227840,2015/12,,,,,,,,,,,,
현대코퍼레이션홀딩스(주),227840,2016/12,3.38,5058.87,4.16,0.82,6.72,0.73,3.38,5058.87,4.16,0.82,6.72,0.73
현대코퍼레이션홀딩스(주),227840,2017/12,3.19,7379.03,4.19,0.79,6.75,0.71,3.19,172.81,4.19,0.79,6.75,0.71
현대코퍼레이션홀딩스(주),227840,2018/12,3.58,20088.49,4.57,0.94,8.76,0.85,3.64,54.93,4.52,0.95,8.13,0.85
현대코퍼레이션홀딩스(주),227840,2019/12,3.9,2959.88,4.23,1.02,4.69,0.84,4.04,32.46,4.18,1.06,4.46,0.86
현대코퍼레이션홀딩스(주),227840,2020/12,2.84,1352.61,3.73,0.73,2.79,0.58,3.33,18.48,3.96,0.85,2.97,0.66
현대코퍼레이션홀딩스(주),227840,2021/12,2.43,1674.15,4.51,0.59,3.04,0.5,2.87,11.66,4.44,0.69,2.94,0.56
현대페인트(주),011720,2011/12,2.67,0.96,5.81,2.13,0.79,0.57,,,,,,
현대페인트(주),011720,2012/12,1.79,1.1,5.43,3.43,0.58,0.49,,,,,,
현대페인트(주),011720,2013/12,1.21,2.02,4.98,0,0.32,0.4,,,,,,
현대페인트(주),011720,2014/12,1.53,2.02,6.57,0,0.41,0.51,,,,,,
현대페인트(주),011720,2015/12,1.98,1.95,7.45,3.12,0.9,0.7,,,,,,
현대하이스코(주),010520,2011/12,17.29,4.53,11.86,4.91,3.27,1.96,20.37,4.75,7.76,5.47,2.86,1.88
현대하이스코(주),010520,2012/12,17.64,3.65,11.99,4.33,2.95,1.75,20.96,3.88,7.25,4.82,2.53,1.66
현대하이스코(주),010520,2013/12,5.11,1.1,3.99,1.17,0.82,0.48,15.71,2.79,4.45,3.17,1.59,1.06
현대하이스코(주),010520,2014/12,12.05,7.38,12.19,2.4,2.21,1.15,36.95,9.33,5.67,5.16,2.66,1.76
호전실업(주),111110,2011/12,,,,,,,,,,,,
호전실업(주),111110,2012/12,,,,,,,,,,,,
호전실업(주),111110,2013/12,,,,,,,,,,,,
호전실업(주),111110,2014/12,125.72,87.24,358.43,4.88,2.73,1.75,130.17,86.76,371.12,4.88,2.06,1.45
호전실업(주),111110,2015/12,108.88,83.54,111.49,4.49,3.23,1.88,111.83,9.61,13.05,5.34,2.03,1.47
호전실업(주),111110,2016/12,78.12,63.79,42.23,3.18,3.79,1.73,85.06,5.06,5.53,4.26,1.97,1.35
