,회사명,거래소코드,회계년도,산업군,target_3,EBIT/총자산,현금흐름 대 자산,순운전자본비율,누적수익성비율,abs(영업현금흐름-당기순이익)/매출액,금융비용부담률,당기전기영업손익,총자본증가율,TMD
24,(주)골드퍼시픽,38530,2021,도매 및 소매업,0,-1.2004993453662574,-0.5215237824776747,0.9474599117260238,-0.8051383901283259,5.539534153975325,2.0526237946948687,-0.554970228158867,0.482857574990398,-0.4680620219557245
25,(주)골프존,215000,2019,정보통신업,0,0.5250711316854403,0.9222382926540538,-0.3664497453532624,0.4622038966074235,-0.1019472515467049,-0.3797955599319413,1.3695414176915786,0.5072944049609397,-0.4478068298650535
26,(주)골프존,215000,2020,정보통신업,0,0.7774771390870111,2.07974530606959,-0.2502536532306045,0.4780979485206221,0.1027379215577007,-0.2717413931420041,2.06756148158265,0.3078614718330667,-0.4076546639256002
27,(주)골프존,215000,2021,정보통신업,0,1.3061956793710123,2.5300116745003742,0.1830816304974847,0.5263138128352289,0.0135957252437265,-0.2981546339128776,4.314743060867216,0.818109194145794,-0.5001656784037081
28,(주)골프존뉴딘홀딩스,121440,2019,도매 및 소매업,0,-0.2339412729894102,-0.3130172360532734,-0.4131268080008259,0.0399367771069559,0.1301159254901768,0.6623268486643425,-0.5077458749703196,-0.3149534461497987,0.7198213200033011
29,(주)골프존뉴딘홀딩스,121440,2020,도매 및 소매업,0,0.2443037443421644,-0.0550589015466742,-0.2797164800081445,0.0977637074069155,-0.3388309107625438,0.3717812001847333,0.3534426769263832,-0.2326498775726175,0.2344932572901988
30,(주)골프존뉴딘홀딩스,121440,2021,도매 및 소매업,0,0.997012948591667,-0.1555590778228862,-0.8676488435689438,0.288326981604312,0.4047620008045592,0.1268584221275422,2.643644926445213,0.3276822598266095,-0.0661728534205454
31,(주)광림,14200,2019,제조업,0,-0.2097894549929013,-0.8913062789738441,-1.030853041336666,-0.393933239361261,-0.3325750425526778,0.3837872187169486,-0.7914497543530319,0.9175066249272184,0.2334415355203244
32,(주)광림,14200,2020,제조업,0,-0.5148844786714066,0.8384609844386157,-1.015625063451645,-0.4913804184116062,0.4853019668100761,0.7655786080413937,-0.4966254938217539,-0.8982425452691268,0.291415985268912
33,(주)광림,14200,2021,제조업,0,0.1695542905912695,-0.0064439841897004,-0.6302910143611212,-0.554407282715487,0.1238209215240305,1.0945435158240913,0.1670495859321927,0.6404820685606591,-0.0228619942938139
34,(주)광무,29480,2019,제조업,0,-0.4815115307039775,-0.7887752519177598,-0.419085581955834,-0.66624978671897,-0.059970616998085,0.165277681430631,-0.5625130067931489,4.074858683124442,-0.1221039203016508
35,(주)광무,29480,2020,제조업,0,-0.6564770042249919,-0.7411910889739289,-0.2754129210406387,-1.2270867431433408,1.6423436096540476,1.2170049048526872,-0.6292352936845433,-1.7212275280550495,-0.4146715561226713
36,(주)광무,29480,2021,제조업,0,-0.1308123679924447,-0.4949592640254087,0.4700959093303749,-0.3088877117819539,-0.320808566820459,0.25892462598191,-0.5610223390788639,5.778591719075791,-0.3997569847666266
37,(주)구영테크,53270,2019,제조업,0,0.1824287583763096,-0.0041420679749834,-0.8928081113789781,0.0572157685708844,-0.3147424642619832,0.1148524035953269,-0.1163263465533767,-0.2515108657258955,1.111449495176672
38,(주)구영테크,53270,2020,제조업,0,0.0649254308808534,0.5018127075961732,-1.0129767194716417,0.0485306067101365,-0.1175032756055719,0.0476186998149215,-0.1890709310104824,-0.231959868576473,1.3924454869929983
39,(주)구영테크,53270,2021,제조업,0,0.122352304550242,0.4137693653587829,-0.9623271408540728,0.0550993562868962,-0.171851021947134,0.0019958293925036,-0.2261587437418921,-0.1333620455832075,0.4109463062470809
40,(주)국보디자인,66620,2019,건설업,0,0.4955171831785074,-0.1145272594331551,0.9097210100109724,0.6730714633253884,-0.2616181918097611,-0.4974545415476509,0.4024856447263581,0.654516237658106,-0.1325051500742182
41,(주)국보디자인,66620,2020,건설업,0,0.554956993975426,0.9379318453358924,-0.4670868165933993,0.6714476293389403,-0.2270215693066511,-0.4230172266479163,0.6791535724976454,0.4336470206961888,-0.1285421084837383
42,(주)국보디자인,66620,2021,건설업,0,0.4297403229663341,-0.0243867560279598,-0.4349756458358557,0.6103416267873045,-0.3021864349393373,-0.3509811154546248,1.1021752564574294,0.6953537235494744,-0.1490677307422274
43,(주)국순당,43650,2019,제조업,0,-0.2969666444221428,-0.5657331364714623,0.004649454844742,0.9637239058228942,-0.257811707987843,-0.2477293560775736,-0.7000420101130785,-0.1132765912441194,-0.1058882139358022
44,(주)국순당,43650,2020,제조업,0,0.1088691032244411,0.2525916288781519,0.2512764879825774,1.1756324086808958,-0.179727775611735,-0.8096110233852475,-0.4741760380446225,-0.4310346183981104,-0.4706413323932774
45,(주)국순당,43650,2021,제조업,0,0.2622537442289147,-0.164988000590293,0.2479660580075729,1.1860044698673724,0.3131273333445973,-0.5694906527409423,-0.0438500822848423,0.005185407552925,-0.5157485282321728
46,(주)국영지앤엠,6050,2019,제조업,0,0.0563632982466333,-0.7477036561707069,0.3691277950927376,0.2697428051656447,-0.2333344406174908,-0.3077594487386499,-0.4307677942046447,0.1742750018919987,-0.4654526498730132
47,(주)국영지앤엠,6050,2020,제조업,0,-0.2299891516972549,0.4257991278582298,0.2334001661175531,0.2094877101889581,-0.069984591622327,-0.2765438005548902,-0.4647848314446273,-0.2506547030408012,-0.4867211238326949
48,(주)국영지앤엠,6050,2021,제조업,0,-0.6594791784387514,-0.6668521772436669,-0.010909566037779,0.1000983025491241,-0.2094079148039307,-0.2501305597840166,-0.6952718734273667,-0.515542170009091,-0.4152739924790217
49,(주)국전약품,307750,2021,제조업,0,0.2849319626365851,-0.0936557718166104,1.118609141433757,-0.0268656852690729,-0.333901492652896,-0.269340189435561,-0.0773602925019681,2.7428029143883923,-0.5799835975229656
50,(주)그래디언트,35080,2019,도매 및 소매업,0,0.0090245098455701,0.4064616231128912,-0.1635203878854865,-0.1389864006347529,-0.2597523942356879,-0.3005558376193207,1.5087995955600788,-0.381533349015998,4.747603411146774
51,(주)그래디언트,35080,2020,도매 및 소매업,0,-0.1258893200608001,-0.8354741403892362,-0.2780612650206423,-0.1599489034778042,-0.3283495200261479,-0.2909510227935485,0.5811570769605526,-0.6811713011426465,2.87542845466938
52,(주)그래디언트,35080,2021,도매 및 소매업,0,-0.0507854804911706,-0.0199653789954388,-0.0986359603753983,-0.1964846817982107,-0.3095505834732608,-0.2885498190871055,-0.6911576305359403,-0.2071655586884076,0.8745383626122027
53,(주)그리티,204020,2019,제조업,0,0.1153400484274267,-0.5784750759320416,1.76083255658463,0.5095408127432767,-0.2925226355543899,-0.2981546339128776,-0.1061599927419533,-0.458132469125125,-0.4114491667508729
54,(주)그리티,204020,2020,제조업,0,0.0658240195883155,-0.0016464727525929,1.750570223662116,0.5627519411624775,-0.3116515583670273,-0.2885498190871055,-0.2819693429647207,-0.5128427088069276,-0.4516152801910054
55,(주)그리티,204020,2021,제조업,0,-0.6844557083741419,-0.3745605132897538,1.2662543183189572,0.408099407055936,-0.1815138322484666,-0.2765438005548902,-0.5941151623359898,-0.3531282851835817,-0.3779081801333028
56,(주)그린플러스,186230,2020,제조업,0,0.2193499327123558,-0.0802319310111164,-0.0049507920827709,-0.0834781734147255,-0.1521629104089949,0.2853378667527835,-0.1045500716105256,0.5136554515059626,-0.3329913148184695
57,(주)그린플러스,186230,2021,제조업,0,-0.069808087756582,-0.4856188512026719,0.6630939768731373,-0.1862483294665627,-0.2387159783551709,0.1148524035953269,-0.1039836178790973,0.1846613047374757,-0.4604089999090669
58,(주)글로벌스탠다드테크놀로지,83450,2019,제조업,0,0.9803736519611996,1.0759492335673198,0.8166979277133463,0.9066499772649984,-0.3443015865632534,-0.2933522264999916,0.5305041880291499,0.7655375812156813,-0.3917553126973013
59,(주)글로벌스탠다드테크놀로지,83450,2020,제조업,0,0.7598483717386008,1.044150639078267,0.9742743945235603,1.0358216996560583,-0.2976808688770392,-0.314963059857979,0.7613788036176035,-0.1886666887598857,-0.4998164105666892
60,(주)글로벌스탠다드테크놀로지,83450,2021,제조업,0,1.3605201097801,0.8964787493156711,0.8891963441659447,0.9446286836278892,-0.2429202116091749,-0.3053582450322068,1.4917761702629446,1.3131922861903762,-0.5113806521963189
61,(주)금화피에스시,36190,2019,건설업,0,0.7179588244033989,0.4574622637077568,1.121919571408761,1.236859555102686,-0.3036405063502608,-0.5478798193829549,1.8243441373199176,-0.059438217950792,-0.4609095913989345
62,(주)금화피에스시,36190,2020,건설업,0,0.7807653380422643,0.1480543380826609,0.9832125554560728,1.3023280227019451,-0.1909640372185086,-0.4974545415476509,1.3953001557944225,-0.1640042873592968,-0.4790517110998895
63,(주)금화피에스시,36190,2021,건설업,0,0.5197394970321185,0.1864297778625449,0.9295835898609996,1.3318825493165034,-0.2952771196695334,-0.4470292637123468,1.1356258399659838,-0.1553313113729096,-0.5002687243968733
64,(주)기가레인,49080,2019,제조업,0,-2.3287898155339164,0.3170069877444579,-0.6475052502311446,-1.4130208509714255,1.719826184231661,0.9144532378408626,-1.3897739615127265,-1.5557574816778177,0.1004404725012287
65,(주)기가레인,49080,2020,제조업,0,-1.262254254911525,-0.7055468820398848,0.3419822692977007,-2.014560473624067,1.0676940972592528,1.6180059238286766,-1.7460137318725442,-0.7384790760441156,-0.4323145138078588
66,(주)기가레인,49080,2021,제조업,0,0.2481837789146909,0.7008305236878966,0.3628379781402291,-2.037184303682611,-0.1027457563844725,0.2181041629723781,-0.7413633191530574,-0.5084103417096297,-0.4875426022929154
67,(주)기산텔레콤,35460,2019,제조업,0,0.3245977855097162,0.8870876568650705,0.718709200453213,-0.7860265621556375,-0.1691860005282766,-0.1420763929940794,-0.401014066627517,0.3577299910088032,0.0377942742331478
